task_id,capability_number,statement_zh,statement_en,source_id,source_locator_zh,source_locator_en
hsk26-task3-15,3,能简单介绍自己或家人的上述职业情况，表达看法。,Can briefly introduce the above occupational situations of oneself or family members and express views.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:408,reference/HSK_SYLLABUS_EN.md:408
hsk26-task3-15,4,能看懂关于上述职业情况的简单小短文。,Can understand simple short texts about the above occupational situations.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:409,reference/HSK_SYLLABUS_EN.md:409
hsk26-task3-15,5,能写出一两句话，简单介绍自己或家人的职业信息或某一段职业经历。,"Can write one or two sentences to briefly introduce occupational information about oneself or a family member, or a certain period of occupational experience.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:410,reference/HSK_SYLLABUS_EN.md:410
hsk26-task3-16,1,能听懂日常交谈中朋友、家人等关于气候、季节、动植物、自然风景等情况的一般性问题，或朋友、家人等对上述情况的一般性介绍。如一个地区气候的总体特征，常见的气候现象，季节情况，大熊猫、树木等常见的动植物，自然风景等。,"Can understand general questions in daily conversation from friends, family members, and others about climate, seasons, animals and plants, natural scenery, and other natural situations, or general introductions by friends, family members, and others to the above situations; examples include 一个地区气候的总体特征，常见的气候现象，季节情况，大熊猫、树木等常见的动植物，自然风景等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:414,reference/HSK_SYLLABUS_EN.md:414
hsk26-task3-16,2,能在日常交谈中询问朋友、家人等上述一般性自然情况；能回答朋友、家人等关于上述自然情况的一般性问题。,"Can ask friends, family members, and others in daily conversation about the above general natural situations; can answer general questions from friends, family members, and others about the above natural situations.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:415,reference/HSK_SYLLABUS_EN.md:415
hsk26-task3-16,3,能简单介绍上述内容相关的自然情况，如自己喜欢的季节，动植物，最近的天气情况、喜欢的风景等。,"Can briefly introduce natural situations related to the above content, such as 自己喜欢的季节，动植物，最近的天气情况、喜欢的风景等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:416,reference/HSK_SYLLABUS_EN.md:416
hsk26-task3-16,4,能看懂关于介绍上述自然情况的简单小短文。,Can understand simple short texts introducing the above natural situations.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:417,reference/HSK_SYLLABUS_EN.md:417
hsk26-task3-16,5,能写出一两句话，简单介绍跟上述自然情况相关的内容。如最近的天气、喜欢的季节等。,"Can write one or two sentences to briefly introduce content related to the above natural situations, such as 最近的天气、喜欢的季节等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:418,reference/HSK_SYLLABUS_EN.md:418
hsk26-task3-17,1,能听懂日常交谈中朋友、家人等关于某个地方环境状况、环境保护的一般性问题，或朋友、家人等对上述情况的一般性介绍。如所处的地理位置、特点、环保做法和看法等。,"Can understand general questions in daily conversation from friends, family members, and others about the environmental condition and environmental protection of a place, or general introductions by friends, family members, and others to the above situations, such as 所处的地理位置、特点、环保做法和看法等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:422,reference/HSK_SYLLABUS_EN.md:422
hsk26-task3-17,2,能在日常交谈中询问朋友、家人等关于某个地方环境状况和环保的问题；能回答朋友、家人等关于上述情况的问题。,"Can ask friends, family members, and others in daily conversation about the environmental condition and environmental protection of a place; can answer questions from friends, family members, and others about the above situations.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:423,reference/HSK_SYLLABUS_EN.md:423
hsk26-task3-17,3,能向朋友、家人等简单介绍某个地方环境状况和环保的一般性内容。,"Can briefly introduce to friends, family members, and others general content about a place’s environmental condition and environmental protection.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:424,reference/HSK_SYLLABUS_EN.md:424
hsk26-task3-17,4,能看懂介绍某个地方上述相关内容的简单小短文。,Can understand simple short texts introducing the above related content about a place.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:425,reference/HSK_SYLLABUS_EN.md:425
hsk26-task3-17,5,能写出一两句话，简单介绍某个地方的上述环境状况和环保内容。,Can write one or two sentences to briefly introduce the above environmental condition and environmental-protection content of a place.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:426,reference/HSK_SYLLABUS_EN.md:426
hsk26-task3-18,1,能听懂日常交谈中朋友、家人等关于现代生活、城市发展等社会生活某方面的一般性问题，或朋友、家人等对上述社会生活某方面的一般性介绍。如高铁等现代交通方式，新的支付方式及影响，现代城市发展中的道路、设施等概况。,"Can understand general questions in daily conversation from friends, family members, and others about some aspect of social life such as modern life and urban development, or general introductions by friends, family members, and others to the above aspects of social life. Examples include 高铁等现代交通方式，新的支付方式及影响，现代城市发展中的道路、设施等概况.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:430,reference/HSK_SYLLABUS_EN.md:430
hsk26-task3-18,2,能在日常交谈中询问朋友、家人等关于上述现代生活、城市发展等社会生活的某个方面的一般性问题；能回答朋友、家人等关于上述社会生活的某个方面的一般性问题。,"Can, in daily conversation, ask friends, family members, and others general questions about an aspect of social life such as the above modern life and urban development; can answer general questions from friends, family members, and others about an aspect of the above social life.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:431,reference/HSK_SYLLABUS_EN.md:431
hsk26-task3-18,3,能向朋友、家人等简单介绍上述社会生活某个方面的相关内容。,"Can briefly introduce related content about an aspect of the above social life to friends, family members, and others.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:432,reference/HSK_SYLLABUS_EN.md:432
hsk26-task3-18,4,能看懂介绍上述社会生活某个方面的简单小短文。,Can understand simple short texts introducing an aspect of the above social life.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:433,reference/HSK_SYLLABUS_EN.md:433
hsk26-task3-18,5,能写出一两句话，简单介绍对上述社会生活某个方面的了解或经历。如坐高铁出行，用手机支付等。,"Can write one or two sentences to briefly introduce one’s understanding or experience of an aspect of the above social life, such as 坐高铁出行，用手机支付等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:434,reference/HSK_SYLLABUS_EN.md:434
hsk26-task3-19,1,能听懂朋友、家人等询问或介绍某个文艺活动的一般性信息，如一次表演、节目或比赛，及其涉及的主要内容、演出人员、受欢迎程度等。。,"Can understand general information that friends, family members, and others ask about or introduce concerning a literary or artistic activity, such as 一次表演、节目或比赛，及其涉及的主要内容、演出人员、受欢迎程度等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:438,reference/HSK_SYLLABUS_EN.md:438
hsk26-task3-19,2,能询问朋友、家人等某个文艺活动的上述一般性信息；能回答朋友、家人等询问文艺活动上述信息的一般性问题。,"Can ask friends, family members, and others for the above general information about a literary or artistic activity; can answer general questions from friends, family members, and others about the above information on literary or artistic activities.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:439,reference/HSK_SYLLABUS_EN.md:439
hsk26-task3-19,3,能向朋友、家人等简单介绍某个文艺活动。,"Can briefly introduce a literary or artistic activity to friends, family members, and others.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:440,reference/HSK_SYLLABUS_EN.md:440
hsk26-task3-19,4,能看懂演出、比赛等文艺活动海报中的主要信息，或介绍日常文艺活动的简单小短文。,"Can understand the main information on posters for literary and artistic activities such as performances and competitions, or simple short texts introducing daily literary and artistic activities.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:441,reference/HSK_SYLLABUS_EN.md:441
hsk26-task3-19,5,能写出一两句话，简单介绍某次文艺活动的基本信息。,Can write one or two sentences to briefly introduce the basic information of a literary or artistic activity.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:442,reference/HSK_SYLLABUS_EN.md:442
hsk26-task3-20,1,能听懂朋友、家人等询问网球、羽毛球等运动项目和比赛情况的一般性问题，或朋友、家人等对运动项目和比赛情况的一般性介绍。如项目名称、比赛信息、参赛人员等。,"Can understand general questions from friends, family members, and others about sports such as 项目名称、比赛信息、参赛人员等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:446,reference/HSK_SYLLABUS_EN.md:446
hsk26-task3-20,2,能向朋友、家人等询问网球、羽毛球等运动项目和比赛的一般情况；能回答有关上述项目和比赛信息的一般性问题。,"Can ask friends, family members, and others about general situations of sports such as 网球 and 羽毛球 and competitions; can answer general questions about the above sports and competition information.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:447,reference/HSK_SYLLABUS_EN.md:447
hsk26-task3-20,3,能简单介绍排球、网球、羽毛球等运动项目和比赛情况。,Can briefly introduce sports such as 排球、网球、羽毛球 and competition situations.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:448,reference/HSK_SYLLABUS_EN.md:448
hsk26-task3-20,4,能读懂关于运动项目和比赛情况的简单小短文。,Can understand simple short texts about sports and competition situations.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:449,reference/HSK_SYLLABUS_EN.md:449
hsk26-task3-20,5,能写出一两句话，简单介绍某次比赛的基本信息。,Can write one or two sentences to briefly introduce basic information about a competition.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:450,reference/HSK_SYLLABUS_EN.md:450
hsk26-task3-21,1,能听懂朋友、同学、老师等关于中国特色饮食及餐具的一般性问题或介绍。如中国人喝什么茶和酒，中国菜和中国人的主食，中国人的餐具等。,"Can understand general questions or introductions by friends, classmates, teachers, and others about Chinese-style foods and tableware, such as 中国人喝什么茶和酒，中国菜和中国人的主食，中国人的餐具等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:454,reference/HSK_SYLLABUS_EN.md:454
hsk26-task3-21,2,能向朋友、同学、老师等询问上述中国特色饮食及餐具的一般情况，能回答关于上述内容的一般性问题。,"Can ask friends, classmates, teachers, and others about the general situation of the above Chinese-style foods and tableware, and can answer general questions about the above content.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:455,reference/HSK_SYLLABUS_EN.md:455
hsk26-task3-21,3,能向他人简单介绍上述中国特色饮食及餐具的内容。,Can briefly introduce the above content about Chinese-style foods and tableware to others.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:456,reference/HSK_SYLLABUS_EN.md:456
hsk26-task3-21,4,能看懂介绍上述中国特色饮食及餐具的简单小短文。,Can understand simple short texts introducing the above Chinese-style foods and tableware.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:457,reference/HSK_SYLLABUS_EN.md:457
hsk26-task3-22,1,能听懂朋友、同学、老师等关于节日、地区差异等中国风俗传统的一般性问题，或朋友、同学、老师等关于上述中国风俗传统的一般性介绍。如中秋节习俗、春节习俗，南北方生活、文化差异等。,"Can understand general questions from friends, classmates, teachers, and others about Chinese customs and traditions such as 中秋节习俗、春节习俗，南北方生活、文化差异等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:461,reference/HSK_SYLLABUS_EN.md:461
hsk26-task3-22,2,能向朋友、同学、老师等询问上述中国风俗传统的一般性情况，能回答关于上述中国风俗传统的一般性问题。,"Can ask friends, classmates, teachers, and others about general situations concerning the above Chinese customs and traditions, and can answer general questions about the above Chinese customs and traditions.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:462,reference/HSK_SYLLABUS_EN.md:462
hsk26-task3-22,3,能向他人简单介绍上述中国风俗传统的内容。,Can briefly introduce the above Chinese customs and traditions to others.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:463,reference/HSK_SYLLABUS_EN.md:463
hsk26-task3-22,4,能看懂介绍上述中国风俗传统的简单小短文。,Can understand simple short texts introducing the above Chinese customs and traditions.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:464,reference/HSK_SYLLABUS_EN.md:464
hsk26-task4-01,1,能听懂他人关于某个熟人或公众人物个人信息、个人特征方面有一定复杂度的问题，或他人关于此人个人信息、个人特征方面有一定复杂度的介绍。如履历、家庭背景、职业背景、外貌、装扮、性格、影响力等。,"Can understand moderately complex questions by others about the personal information and personal characteristics of an acquaintance or public figure, or moderately complex introductions by others about that person’s personal information and personal characteristics, such as 履历、家庭背景、职业背景、外貌、装扮、性格、影响力等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:470,reference/HSK_SYLLABUS_EN.md:472
hsk26-task4-01,2,能询问上述有一定复杂度的关于某个熟人或公众人物个人信息、个人特征方面的情况；能回答上述关于此人个人信息、个人特征的有一定复杂度的问题。,Can ask about the above moderately complex information concerning an acquaintance or public figure’s personal information and characteristics; can answer moderately complex questions about that person’s personal information and characteristics.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:471,reference/HSK_SYLLABUS_EN.md:473
hsk26-task4-01,3,能比较流利地对某个熟人或公众人物进行一般性介绍。,Can give a generally fluent general introduction to an acquaintance or public figure.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:472,reference/HSK_SYLLABUS_EN.md:474
hsk26-task4-01,4,能看懂关于某人个人信息、个人特征的一般性介绍。,Can understand general introductions to a person’s personal information and personal characteristics.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:473,reference/HSK_SYLLABUS_EN.md:475
hsk26-task4-01,5,能写出一段话简单描述或介绍某个熟人或公众人物。,Can write a paragraph that briefly describes or introduces an acquaintance or public figure.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:474,reference/HSK_SYLLABUS_EN.md:476
hsk26-task4-02,1,能听懂日常生活中有关业务处理、困难求助的有一定复杂度的话语。如办理快递收发、证件办理、申请会员时工作人员的询问和介绍等；需要法律咨询、警务求助、翻译咨询、广播寻人等帮助时工作人员的询问和介绍等。,"Can understand moderately complex speech in daily life related to service handling and seeking help with difficulties, such as 办理快递收发、证件办理、申请会员时工作人员的询问和介绍等；需要法律咨询、警务求助、翻译咨询、广播寻人等帮助时工作人员的询问和介绍等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:478,reference/HSK_SYLLABUS_EN.md:480
hsk26-task4-02,2,能在遇到上述有关业务处理、困难求助情况时，比较流利地说明自己的情况，进行询问，表达沟通、求助、办事的意愿。,"When encountering the above situations involving service handling or seeking help, can explain one’s own situation fairly fluently, ask questions, and express the intention to communicate, seek help, or handle an affair.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:479,reference/HSK_SYLLABUS_EN.md:481
hsk26-task4-02,3,能比较流利地讲述上述日常生活中有关业务处理、困难求助的经历。如事情的起因、经过、结果。,"Can fairly fluently recount experiences in daily life involving the above service handling or seeking help, such as 事情的起因、经过、结果.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:480,reference/HSK_SYLLABUS_EN.md:482
hsk26-task4-02,4,能读懂有关上述业务处理、困难求助经历的一般性短文，或办事过程中的一些表格、通知。如快递通知单、业务办理须知等。,"Can read general short texts about the above experiences of service handling or seeking help, or some forms and notices used in the handling process, such as 快递通知单、业务办理须知等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:481,reference/HSK_SYLLABUS_EN.md:483
hsk26-task4-02,5,能写出一段话简单讲述自己的上述办事、求助经历，或简单的服务反馈与评价或求助信。,"Can write a paragraph that briefly recounts one’s above experience of handling an affair or seeking help, or a simple service response and evaluation, or a letter requesting help.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:482,reference/HSK_SYLLABUS_EN.md:484
hsk26-task4-03,1,能听懂日常交往中对方表达客气的有一定复杂度的言语，或在升学、升职、比赛中取得好名次等场景中别人表达赞美、祝贺、鼓励的有一定复杂度的言语，或别人做错事表达歉意的有一定复杂度的言语。,"Can understand moderately complex language used by others to express courtesy in everyday interaction, or moderately complex language used by others to express praise, congratulations, or encouragement in situations such as entering a higher level of school, receiving a promotion, or obtaining a good ranking in a competition, or moderately complex language used by others to apologize after making a mistake.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:486,reference/HSK_SYLLABUS_EN.md:488
hsk26-task4-03,2,能在上述情境中用有一定复杂度的言语表达对别人的客气、赞美、祝贺、鼓励、歉意等。,"Can, in the above situations, use moderately complex language to express courtesy, praise, congratulations, encouragement, apology, and similar meanings to others.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:487,reference/HSK_SYLLABUS_EN.md:489
hsk26-task4-03,3,能看懂祝贺信、喜报、道歉信等材料中的上述相关内容。,"Can understand the above related content in materials such as congratulatory letters, good-news announcements, and apology letters.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:488,reference/HSK_SYLLABUS_EN.md:490
hsk26-task4-03,4,能在贺卡、留言册、邮件中写出上述交往场景中的常用表达。,"Can write common expressions used in the above interactional situations in greeting cards, message books, and emails.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:489,reference/HSK_SYLLABUS_EN.md:491
hsk26-task4-04,1,能听懂日常交谈中家人、朋友等关于情感及感悟的有一定复杂度的问题，或讲述有一定复杂度的关于情感及感悟的经历、看法。如爱情、友情、亲情、理想等。,"Can understand moderately complex questions from family members, friends, and others in everyday conversation about emotions and reflections, or understand moderately complex accounts of experiences and views concerning emotions and reflections, such as 爱情、友情、亲情、理想等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:493,reference/HSK_SYLLABUS_EN.md:495
hsk26-task4-04,2,能询问家人、朋友等情感及感悟相关的有一定复杂度的问题；能回答家人、朋友等关于情感及感悟的有一定复杂度的问题。,"Can ask family members, friends, and others moderately complex questions related to emotions and reflections; can answer moderately complex questions from family members, friends, and others about emotions and reflections.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:494,reference/HSK_SYLLABUS_EN.md:496
hsk26-task4-04,3,能比较流利地讲述自己关于爱情、友情、亲情、理想相关的经历、看法。,Can fairly fluently recount one’s own experiences and views related to 爱情、友情、亲情、理想.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:495,reference/HSK_SYLLABUS_EN.md:497
hsk26-task4-04,4,能读懂关于上述爱情、友情、亲情、理想话题的一般性短文。,Can read general short texts on the above topics of 爱情、友情、亲情、理想.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:496,reference/HSK_SYLLABUS_EN.md:498
hsk26-task4-04,5,能写出一段话简单讲述自己的爱情、友情、亲情、理想相关的经历、看法。,Can write a paragraph that briefly recounts one’s own experiences and views related to 爱情、友情、亲情、理想.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:497,reference/HSK_SYLLABUS_EN.md:499
hsk26-task4-05,1,能听懂聚会、就餐时家人、朋友、服务员等对食物饮品、就餐情况、菜品制作情况等有一定复杂度的问题或介绍。如饮食味道、饮食种类、饮食特点、餐厅环境、餐厅服务、制作过程和经验等。,"Can understand moderately complex questions or introductions from family members, friends, servers, and others at gatherings or meals about foods and drinks, dining situations, and dish preparation, such as 饮食味道、饮食种类、饮食特点、餐厅环境、餐厅服务、制作过程和经验等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:501,reference/HSK_SYLLABUS_EN.md:503
hsk26-task4-05,2,能询问家人、朋友、服务员等某种食物饮品情况、就餐情况、菜品制作情况等有一定复杂度的问题；能回答家人、朋友、服务员等上述有一定复杂度的问题。,"Can ask family members, friends, servers, and others moderately complex questions about a certain food or drink, dining situation, or dish preparation; can answer the above moderately complex questions from family members, friends, servers, and others.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:502,reference/HSK_SYLLABUS_EN.md:504
hsk26-task4-05,3,能向家人、朋友等比较流利地介绍上述饮食情况相关内容。,"Can fairly fluently introduce the above food-and-dining-related content to family members, friends, and others.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:503,reference/HSK_SYLLABUS_EN.md:505
hsk26-task4-05,4,能看懂关于某种食物饮品、就餐情况、菜品制作情况的一般性短文，以及网络上或餐厅内提供的简短介绍。,"Can understand general short texts about a certain food or drink, dining situation, or dish preparation, as well as short introductions provided online or in restaurants.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:504,reference/HSK_SYLLABUS_EN.md:506
hsk26-task4-05,5,能写出一段话简单介绍某种饮食、某家餐厅，或某次就餐经历、美食制作过程。,"Can write a paragraph that briefly introduces a certain food or drink, a restaurant, a dining experience, or a food-preparation process.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:505,reference/HSK_SYLLABUS_EN.md:507
hsk26-task4-06,1,能听懂日常交谈中家人、朋友、同学等关于交通出行的、有一定复杂度的问题，或者家人、朋友、同学等关于交通出行情况的、有一定复杂度的介绍。如出行经历感受、交通客运情况等。,"Can understand moderately complex questions in everyday conversation from family members, friends, classmates, and others about transportation and travel, or moderately complex introductions by family members, friends, classmates, and others about transportation and travel, such as 出行经历感受、交通客运情况等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:509,reference/HSK_SYLLABUS_EN.md:511
hsk26-task4-06,2,能向朋友、家人、同学等询问上述交通出行的情况；能回答朋友、家人、同学等提出的关于上述交通出行的有一定复杂度的问题。,"Can ask friends, family members, classmates, and others about the above transportation and travel situations; can answer moderately complex questions from friends, family members, classmates, and others about the above transportation and travel situations.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:510,reference/HSK_SYLLABUS_EN.md:512
hsk26-task4-06,3,能比较流利地介绍自己的出行情况。如选择交通方式、行程计划、酒店预订等准备情况，出行过程中的经历、感受，需要了解的驾驶、路况、客运服务能力、路线等情况。,"Can fairly fluently introduce one’s own travel situation, such as 选择交通方式、行程计划、酒店预订等准备情况，出行过程中的经历、感受，需要了解的驾驶、路况、客运服务能力、路线等情况.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:511,reference/HSK_SYLLABUS_EN.md:513
hsk26-task4-06,4,能看懂关于上述交通出行内容的一般性介绍或短文故事。,Can understand general introductions or short narrative texts about the above transportation and travel content.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:512,reference/HSK_SYLLABUS_EN.md:514
hsk26-task4-06,5,能写出一段话简单分享自己的出行经历和感受。,Can write a paragraph that briefly shares one’s own travel experience and feelings.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:513,reference/HSK_SYLLABUS_EN.md:515
hsk26-task4-07,1,能听懂朋友、家人、导购等关于商品选购、购物体验、商业活动等方面有一定复杂度的问题或介绍。如如何网购与选择品牌；有关花费、环境、服务及支付方式的购物体验；打折促销、广告活动等商业情况。,"Can understand moderately complex questions or introductions from friends, family members, sales guides, and others about product selection, shopping experience, and business activities, such as 如何网购与选择品牌；有关花费、环境、服务及支付方式的购物体验；打折促销、广告活动等商业情况.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:517,reference/HSK_SYLLABUS_EN.md:519
hsk26-task4-07,2,能询问朋友、家人、导购等上述购物体验、商业活动方面的有一定复杂度的问题；能回答朋友、家人、导购等有关上述内容的有一定复杂度的问题。,"Can ask friends, family members, sales guides, and others moderately complex questions about the above shopping experiences and business activities; can answer moderately complex questions from friends, family members, sales guides, and others about the above content.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:518,reference/HSK_SYLLABUS_EN.md:520
hsk26-task4-07,3,能比较流利地介绍自己的上述购物体验或所了解的商业活动内容。,Can fairly fluently introduce one’s own shopping experiences or business activities one knows about.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:519,reference/HSK_SYLLABUS_EN.md:521
hsk26-task4-07,4,能看懂朋友、家人、商家等关于上述购物体验、商业活动内容的一般性介绍，或在线下商场、网购平台举行活动时的一般性活动信息。,"Can understand general introductions by friends, family members, merchants, and others about the above shopping experiences and business activities, or general event information when activities are held in offline shopping malls or on online shopping platforms.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:520,reference/HSK_SYLLABUS_EN.md:522
hsk26-task4-07,5,能写出一段话简单介绍自己的购物体验或所了解的商业活动内容。,Can write a paragraph that briefly introduces one’s own shopping experience or a business activity one knows about.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:521,reference/HSK_SYLLABUS_EN.md:523
hsk26-task4-08,1,能听懂家人、朋友、医护人员等关于就医情况、健康生活情况的有一定复杂度的询问，或对上述情况有一定复杂度的介绍，如生病症状、受伤情况，健康状况、健康观念和常识等。,"Can understand moderately complex questions from family members, friends, medical personnel, and others about medical treatment and healthy living, or moderately complex introductions to the above situations, such as 生病症状、受伤情况，健康状况、健康观念和常识等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:525,reference/HSK_SYLLABUS_EN.md:527
hsk26-task4-08,2,能向家人、朋友、医护人员等询问上述有关就医情况、健康生活情况的有一定复杂度的问题；能回答家人、朋友、医护人员等提出的有关上述情况的有一定复杂度的问题。,"Can ask family members, friends, medical personnel, and others moderately complex questions about the above medical treatment and healthy living situations; can answer moderately complex questions from family members, friends, medical personnel, and others about the above situations.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:526,reference/HSK_SYLLABUS_EN.md:528
hsk26-task4-08,3,能比较流利地讲述自己的就医情况、健康生活情况。,Can fairly fluently recount one’s own medical-treatment situation and healthy-living situation.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:527,reference/HSK_SYLLABUS_EN.md:529
hsk26-task4-08,4,能看懂朋友、家人等分享的生病就医经历，或有关健康生活的一般性内容。,"Can understand illness and medical-treatment experiences shared by friends, family members, and others, or general content about healthy living.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:528,reference/HSK_SYLLABUS_EN.md:530
hsk26-task4-08,5,能写出一段话简单介绍自己的生病就医经历，或者分享健康生活情况。,"Can write a paragraph that briefly introduces one’s own illness and medical-treatment experience, or shares information about healthy living.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:529,reference/HSK_SYLLABUS_EN.md:531
hsk26-task4-09,1,能听懂日常交谈时朋友、同学等关于休闲活动情况及感受、看法的有一定复杂度的询问，或朋友、同学、家人等介绍自己休闲活动的有一定复杂度的情况及感受、看法。如阅读、网络活动、运动、健身、歌舞、旅行、聚会等。,"Can understand moderately complex questions from friends, classmates, and others in everyday conversation about leisure activities and their feelings and views, or moderately complex introductions by friends, classmates, family members, and others about their own leisure activities, feelings, and views, such as 阅读、网络活动、运动、健身、歌舞、旅行、聚会等.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:533,reference/HSK_SYLLABUS_EN.md:535
hsk26-task4-09,2,能向家人、朋友、同学等询问上述有关休闲活动情况及感受、看法的有一定复杂度的问题；能回答家人、朋友、同学等提出的有关上述情况的有一定复杂度的问题。,"Can ask family members, friends, classmates, and others moderately complex questions about the above leisure activities, feelings, and views; can answer moderately complex questions from family members, friends, classmates, and others about the above situations.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:534,reference/HSK_SYLLABUS_EN.md:536
hsk26-task4-09,3,能比较流利地讲述自己的休闲活动情况，表达自己的感受、看法。,Can fairly fluently recount one’s own leisure activities and express one’s own feelings and views.,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:535,reference/HSK_SYLLABUS_EN.md:537
hsk26-task4-09,4,能看懂关于休闲活动情况及感受、看法的一般性短文。,"Can understand general short texts about leisure activities, feelings, and views.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:536,reference/HSK_SYLLABUS_EN.md:538
