sentence_id,turn_order,locale,text,review_status,source_id,notes
hsk1_sent_en_zh_029,1,en,She likes listening to songs.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_029,1,en,Do you work in the morning?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_029,1,en,I want to take a train to a foreign country.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_029,1,en,This restaurant is not far from the station.,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_029,1,en,Are you washing clothes?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_029,1,en,I am interested in history.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_029,1,en,I am interested in Chinese culture.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_029,1,en,Do you think he is smart?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_030,1,en,We watch a movie in the evening.,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_030,1,en,How many of you are going?,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_030,1,en,Do you sleep early at night?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_030,1,en,His full name is on this notebook.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_030,1,en,"He smiled and said, ""It's all right.""",legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_030,1,en,Have you come out of school?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_030,1,en,It is often windy in this season.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_030,1,en,He was shut in the elevator for nine minutes.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_030,1,en,Did you put the drink into the fridge?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_031,1,en,This is not my book.,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_031,1,en,There are many people in the restaurant.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_031,1,en,Do you have Chinese class?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_031,1,en,We traveled last month.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_031,1,en,Do not talk during class.,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_031,1,en,Are you going to a restaurant after class?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_031,1,en,He did not attend the meeting because of a cold.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_031,1,en,"As long as the opportunity is suitable, I will travel.",legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_031,1,en,Have you often worked overtime recently?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_032,1,en,It is cold outside.,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_032,1,en,I sleep at ten at night.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_032,1,en,Do you like this movie?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_032,1,en,He is washing his hands.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_032,1,en,You had better take the bus.,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_032,1,en,Is your home close to the station?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_032,1,en,That driver drives very carefully.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_032,1,en,Only by studying hard will grades improve.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_032,1,en,Do you like taking photos by the sea?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_033,1,en,"Excuse me, where is the restaurant?",legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_033,1,en,Mom cannot drive.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_033,1,en,Can you make a phone call?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_033,1,en,It is cloudy outside; it may rain.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_033,1,en,Three words are written in this notebook.,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_033,1,en,Can you dance?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_033,1,en,She lent the camera to the international student.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_033,1,en,She left her phone on the sofa.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_033,1,en,Did you lend her the umbrella?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_034,1,en,I hear Mom talking on the phone.,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_034,1,en,This thing is too big.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_034,1,en,Did you buy fruit?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_034,1,en,The phone is on the bed.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_034,1,en,He came out of the room.,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_034,1,en,Do you want to buy these pants?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_034,1,en,I got a bank card at the bank.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_034,1,en,This term we study history.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_034,1,en,Do you think this sentence is difficult?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_035,1,en,Is this computer new?,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_035,1,en,I read here.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_035,1,en,Do you want to go home?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_035,1,en,You can sit beside me.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_035,1,en,"I like black tea, not milk tea.",legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_035,1,en,Do you feel comfortable now?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_035,1,en,This news is very important to us.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_035,1,en,I want to learn about life in this city.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_035,1,en,Did you receive the gift?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_036,1,en,I watch television at night.,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_036,1,en,The weather is cold in the morning.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_036,1,en,Are you all at school?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_036,1,en,I did badly on this exam.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_036,1,en,She arrived nine minutes earlier than I did.,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_036,1,en,Why don't you turn on the computer?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_036,1,en,He can not only swim but also play badminton.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_036,1,en,She lent the umbrella to the neighbor.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_036,1,en,Did you turn off the air conditioner?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_037,1,en,For breakfast I eat one egg.,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_037,1,en,He wants to buy a new computer.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_037,1,en,Is this room big?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_037,1,en,She came nine minutes earlier than I did.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_037,1,en,I understood this problem.,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_037,1,en,Have you already told him?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_037,1,en,Please put the takeout at the door.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_037,1,en,Please give this piece of paper to the guest.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_037,1,en,Have you chatted with the neighbor?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_038,1,en,He wants to take the train.,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_038,1,en,I see a dog.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_038,1,en,Can you sit here?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_038,1,en,I bought a pack of coffee online.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_038,1,en,The notebook is on the table.,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_038,1,en,Do you want to let him come in?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_038,1,en,Her speaking voice is especially sweet.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_038,1,en,He finally found a suitable house.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_038,1,en,Do you need to shower?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_039,1,en,I am fine; thank you.,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_039,1,en,"Excuse me, where is the shop?",legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_039,1,en,Do you like reading?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_039,1,en,He walks very slowly.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_039,1,en,"After class, we will go to a restaurant together.",legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_039,1,en,Do you like this color?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_039,1,en,I finally understood this sentence.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_039,1,en,"If you feel unwell, you should rest.",legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_039,1,en,Did you finish the homework?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_040,1,en,"Sorry, I do not know.",legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_040,1,en,My daughter is seven this year.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_040,1,en,Is today Sunday?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_040,1,en,Mom told me not to go out.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_040,1,en,He walks to school every day.,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_040,1,en,Are you waiting at the entrance now?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_040,1,en,"For his health, he exercises every day.",legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_040,1,en,This program has an influence on children.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_040,1,en,Are you satisfied with this program?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_041,1,en,There is a supermarket there.,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_041,1,en,I eat dinner with my family.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_041,1,en,Do you drink milk?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_041,1,en,Please introduce it to me briefly.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_041,1,en,This fish tastes good.,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_041,1,en,Can you play soccer?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_041,1,en,We sent the guest to the hotel.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_041,1,en,I brushed the shoes clean.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_041,1,en,Do you want to buy this skirt?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_042,1,en,The shop sells apples and tea.,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_042,1,en,The computer is on the table.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_042,1,en,Are you writing characters?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_042,1,en,We will meet in front of the subway station.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_042,1,en,I asked his full name.,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_042,1,en,Have you prepared for the exam?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_042,1,en,This skirt has a fresh color and is cute.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_042,1,en,She bought three jin of bananas in total.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_042,1,en,Did you put the paper on the table?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_043,1,en,I saw a doctor yesterday.,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_043,1,en,This room is a little small.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_043,1,en,Is this book interesting/pleasant to read?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_043,1,en,This movie is boring.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_043,1,en,Mom is washing cups.,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_043,1,en,Is the ticket in the bag now?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_043,1,en,He left/lost his phone in the taxi.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_043,1,en,We put the meeting time on the weekend.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_043,1,en,Are you afraid of dogs?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_044,1,en,He is busy today.,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_044,1,en,He did not attend class yesterday.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_044,1,en,Do you know her younger sister?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_044,1,en,He has seen this movie before.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_044,1,en,Why don't you go to the pharmacy?,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_044,1,en,Have you taken a plane before?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_044,1,en,I heard the manager is on leave today.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_044,1,en,He is waiting for me in front of the traffic light.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_044,1,en,Do you think the banana is sweet?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_045,1,en,Our family has a cat.,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_045,1,en,There is a shop behind us.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_045,1,en,Do you want to rest today?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_045,1,en,Do you want to take a plane or a train?,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_045,1,en,The ticket is in the bag now.,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_045,1,en,Do you think this hotel is good?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_045,1,en,Please put the toothbrush and raincoat in the luggage.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_045,1,en,This coat is even more expensive than that one.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_045,1,en,Did you return the camera to him?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_046,1,en,The dog is under the chair.,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_046,1,en,I want to eat noodles.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_046,1,en,Is your home in China?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_046,1,en,She gives the admission ticket to a friend.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_046,1,en,She started studying Chinese last month.,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_046,1,en,Are you going out today?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_046,1,en,This website has Chinese news.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_046,1,en,"If you are willing, we will review together.",legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_046,1,en,Do you think this website is useful?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_047,1,en,This side is a bookstore; that side is a hospital.,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_047,1,en,Are you busy now?,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_047,1,en,Can you give me water?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_047,1,en,I am studying new words.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_047,1,en,You can enter from the left side.,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_047,1,en,Do you know her husband?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_047,1,en,He moved the old sofa to the new house.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_047,1,en,This country's language is difficult.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_047,1,en,Did you brush the shoes clean?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_048,1,en,She makes a phone call with a friend.,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_048,1,en,These students can all write Chinese characters.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_048,1,en,Will you attend university next year?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_048,1,en,My younger sister runs over smiling.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_048,1,en,He waited outside for a long time.,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_048,1,en,Did you see that bird?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_048,1,en,We are reviewing mathematics.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_048,1,en,She put the drinks into the fridge.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_048,1,en,Do you like playing tennis?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_049,1,en,Please give me water.,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_049,1,en,My younger brother is watching television.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_049,1,en,How many books did you buy?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_049,1,en,This piece of clothing is bigger than that one.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_049,1,en,We want to buy green clothes.,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_049,1,en,Can you bring the book back?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_049,1,en,"After receiving the gift, she was happy.",legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_049,1,en,I met a colleague at the neighborhood gate.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_049,1,en,Do you want to learn about Chinese culture?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_050,1,en,How much is this book?,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_050,1,en,I have something to do tomorrow morning.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_050,1,en,Do you want apples?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_050,1,en,He may be on the way.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_050,1,en,Please let the child sit.,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_050,1,en,Do you like white clothes?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_050,1,en,This sports meet has many athletes.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_050,1,en,"Because he was afraid, he did not want to go in.",legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_050,1,en,Did you complete the work?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_051,1,en,What is your name?,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_051,1,en,Whose cup is this?,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_051,1,en,Is your older brother a doctor?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_051,1,en,This supermarket's fruit is cheaper than that one's.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_051,1,en,He may have forgotten the time.,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_051,1,en,Have you arrived at the station?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_051,1,en,His hair is shorter than before.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_051,1,en,I heard this sentence clearly.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_051,1,en,Do you think this driver is careful?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_052,1,en,My older brother lives in China.,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_052,1,en,Please do not drink too much water.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_052,1,en,Are you going to the shop in the afternoon?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_052,1,en,I often go to restaurants to eat.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_052,1,en,This road is closer than that road.,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_052,1,en,Can you swim?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_052,1,en,I don't want beer; I'll switch to a drink.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_052,1,en,We should pay attention to weather changes.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_052,1,en,Do you want to go to the bank?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_053,1,en,"She is a middle school student, not a university student.",legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_053,1,en,She goes to the supermarket to buy vegetables.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_053,1,en,Do you think this dish tastes good?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_053,1,en,Whose basketball is this?,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_053,1,en,I have met your wife.,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_053,1,en,Do you want to go to the mall to shop?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_053,1,en,This child is afraid of dogs but not cats.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_053,1,en,He brought the math book to the classroom.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_053,1,en,Were you influenced by your friend?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_054,1,en,I am not very happy today.,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_054,1,en,I take a taxi to work.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_054,1,en,Do you have many friends?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_054,1,en,Please wait a moment; I am coming out now.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_054,1,en,She speaks too fast.,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_054,1,en,Did you write the name on it?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_054,1,en,He chats while drinking bottled water.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_054,1,en,This problem is not easy to solve.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_054,1,en,Did you lose the credit card?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_055,1,en,How do you write this character?,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_055,1,en,The apples here look good and taste good.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_055,1,en,Are you at the restaurant now?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_055,1,en,She takes a book to show the teacher.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_055,1,en,We are preparing for the exam.,legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_055,1,en,Do you think this clothing looks good?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_055,1,en,"Please brush your teeth first, then shower.",legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_055,1,en,The teacher separated the students.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_055,1,en,Do you like autumn?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_056,1,en,We will meet tomorrow.,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_056,1,en,He is seeing a doctor at the hospital.,legacy_unreviewed,legacy-runtime,
hsk1_sent_zh_qa_056,1,en,Can you sing?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk2_sent_zh_en_056,1,en,The children are playing at the doorway.,legacy_unreviewed,legacy-runtime,
hsk2_sent_en_zh_056,1,en,"Before going out, I do not look at the computer.",legacy_unreviewed,legacy-runtime,
hsk2_sent_zh_qa_056,1,en,Do you often exercise with friends?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk3_sent_zh_en_056,1,en,She came from the north to work in the south.,legacy_unreviewed,legacy-runtime,
hsk3_sent_en_zh_056,1,en,I want to choose a quiet room.,legacy_unreviewed,legacy-runtime,
hsk3_sent_zh_qa_056,1,en,Can you care for patients?,legacy_unreviewed,legacy-runtime,Model-answer translations are not present in legacy data.
hsk1_sent_zh_en_057,1,en,Please do not make a phone call.,legacy_unreviewed,legacy-runtime,
hsk1_sent_en_zh_057,1,en,May I ask a question?,legacy_unreviewed,legacy-runtime,
