grammar_note_id,grammar_lesson_id,grammar_element_id,note_order,note_kind,text_en,review_status,notes
gnote_6257e6373f6947409d5ab8c14d3a2f50,glesson_850e51837bbb4d249c84d673457cb2e1,,1,constraint,Negate an absent experience as 没 + Verb + 过.,approved,
gnote_a392386ff63d467aaa45ec0c171de3ab,glesson_e77d15c96ede4ed4b4125715ee306f3a,,1,usage,Floors and calendar dates commonly omit 第 in ordinary expressions.,approved,
gnote_df94b6e5f94c4730a1db4a7fbb02892a,glesson_00381ffa4caf46d8a88816e5c574b3e9,,1,usage,Aspect and sentence context distinguish an approximate statement from an information question.,approved,
gnote_eecb4c700ca342e3ba1816d8eed633e9,glesson_dd80611de9834c14b69a9d00ac756445,,1,formation,The base is normally a round value such as 十 or 二十.,approved,
gnote_fc816ce88f9e4cfb9a0916bacdfde667,glesson_237b83ef82744366b4ac454c615a734f,,1,usage,Time quantities such as 一个多小时 and 两年多 commonly use this order.,approved,
gnote_3ff943472d6b432e999b34ad19273538,glesson_6e7cfe6abe734612a4e5a72de1210257,,1,constraint,Use 老 only with conventional or contextually natural human labels.,approved,
gnote_da6ebb6ff8424ac19303e23a00b64a29,glesson_32471e0e6d8446e5baff7c10a29196dd,,1,usage,Learn the resulting forms as whole words while recognizing the contribution of the suffix.,approved,
gnote_3473f69672214ba586281e8d3c2d8a05,glesson_d72c52c17a7d49bf9fd6547f5900dcbc,,1,usage,Single direction nouns and 方 forms can identify an area; 中间 locates something within or between references.,approved,
gnote_d032bad3aa1c452cada621ce020debb0,glesson_ea19a49bbb6e415c8b9f24bb7aa1432a,,1,formation,These modals normally stand before the action they qualify; 需要 can also take a noun object.,approved,
gnote_c7db3d4f85db44c18bb4d175c5746d62,glesson_ea19a49bbb6e415c8b9f24bb7aa1432a,,2,pragmatics,"应该 gives advice or an expected duty, while 得 often presents the necessity as immediate and unavoidable.",approved,
gnote_f4ad702d68b94a3d8525f10d9caa38fd,glesson_d30968a42f4b4ef49c213b6271e5f4f4,,1,usage,"At this level, use each form naturally as an activity while recognizing its internal verb-object structure.",approved,
gnote_a52faecbfcc644d5baa73ca4ab2fb3ef,glesson_4b17ca4cd44f43268595621fcd28cb0b,,1,usage,"离开 commonly takes the place left, 完成 takes the task completed, and 分开 describes separation.",approved,
gnote_26aa215c41014129ba862f7bb62e2220,glesson_867901eb059049e79b6ff537b4ab9bed,,1,formation,The answer replaces 怎样 with the requested manner or description.,approved,
gnote_9373aba9e88a473da4cf731d0adfb883,glesson_5d546dc5765a4b47a1819003e41f0888,,1,usage,"Translate according to the question word: 谁都 is 'everyone/anyone,' 什么都 is 'everything/anything,' and 哪儿都 is 'everywhere/anywhere.'",approved,
gnote_b7fc9a0faa944391b2881bd117094cac,glesson_bea2dc463fb3437fac779d881872add9,,1,pragmatics,"Words such as 想, 好像, or an uncertain context often support the indefinite reading.",approved,
gnote_b09cd2ed072743d9a1c2fbe8d0ea3bd8,glesson_b6e0bf6e6140401d949ed1cd7a5e44a2,,1,usage,"Both forms can occupy ordinary noun-phrase positions as subject, object, or possessor.",approved,
gnote_ed698f9ef3da4c8b9a64dd027b347802,glesson_64a50251c82e4b31bf9ccb111190ae9f,,1,formation,Both can modify a following noun; 别的 can also stand alone when the noun is understood.,approved,
gnote_c7fa99ca4faf4407880889de642a49ce,glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,,1,formation,Place the selected measure word between the numeral or demonstrative and the noun.,approved,
gnote_a4cd9090938c435db838d31b845b984e,glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,,2,usage,"Weight, money, time, and length measures function as units after numbers, while classifiers such as 张 and 辆 select noun types.",approved,
gnote_5e2a8e8bbdfe46d996b3f387946b51ca,glesson_c3df0eb303974d85aac4214ca6128240,,1,formation,Put 碗 or 盘 after the numeral and before the food.,approved,
gnote_20996940993a49299ecacfcfbdc1dde7,glesson_e8773bfc98ae4f038b8e6a18d2d6ac8c,,1,formation,"Place the numeral and verbal measure after the action, with any object positioned according to the verb's normal pattern.",approved,
gnote_91fab89df26f470dba83625ed260bb32,glesson_67af68618b554c8e8f28c44bd041bfce,,1,usage,个个 is broadly useful for people or things; 张张 distributes over items counted with 张.,approved,
gnote_40517d33b9894b24b7af942be0871e6d,glesson_5f556af650a944789b0f58310ea9ff13,,1,formation,Most members stand before the adjective or mental-state verb; 极 also appears in the complement 极了.,approved,
gnote_1ec88d17cc8f495c9894e13a487545f7,glesson_17962a7ae6a74a4daa7a09ae22c027e3,,1,usage,Place the scope adverb before the expression it limits or quantifies.,approved,
gnote_424a1f5e519d460c8473b10769880909,glesson_07762125aabd4d749cf0f1832fee99fd,,1,formation,These adverbs normally appear before the verb; 先 can pair with 再 or 然后 to order actions.,approved,
gnote_0606e3ea09fd416caa1b9210805dd7f1,glesson_89059b179fe648e5b7ae36f476083e22,,1,formation,Place the frequency adverb before the repeated predicate.,approved,
gnote_859584fdc419431c8aa2381b3c10b83a,glesson_5fb2d0bf9f384280a2d05a727fbc624e,,1,usage,"When the subject is shared, state it once before the first 一边.",approved,
gnote_fab63f9c3a444bc39b9d1b689f7ba53b,glesson_177b3691e5374b388530d00a7c05979a,,1,usage,"Place these adverbs before the predicate or quantity whose certainty, necessity, or approximation they qualify.",approved,
gnote_6d4b8b7bbd5740649069b2b8249abaff,glesson_9e20456f2fa34fdeafcb9d9f0c07e386,,1,pragmatics,These forms organize the speaker's attitude toward the proposition rather than simply locating it in time.,approved,
gnote_b07727b6bc2e40d19756da01e4c5f68f,glesson_69679885521946b7a6801b6ca1c2716d,,1,pragmatics,不必 can sound slightly more formal; 不用 is frequent in everyday reassurance and replies.,approved,
gnote_f2aa883719ab4d1a832bf22ad1d73b34,glesson_0ca9c57f33894bcc9dfd898fbacfaf78,,1,formation,All three prepositional phrases normally appear before the main predicate.,approved,
gnote_2bb1781da3a74fb9b020b2ff9dec1ee1,glesson_309a16f37538472988dbe46293b62779,,1,usage,"Common direction objects include 左, 右, 前, 后, and place nouns.",approved,
gnote_015ecdfdaaed4fc6a9d98d2132ed7441,glesson_c8f640cc55c34c5ebcf4f8c68c0f9a83,,1,usage,The purpose or reason phrase can precede the subject when it frames the whole sentence.,approved,
gnote_162e386c6fb5438d87175af6b868e407,glesson_65181384815e48bb8984cea0ad0c86e5,,1,constraint,The object after 把 should normally be identifiable in context.,approved,
gnote_e5792dc65ba449489a2af20a426d1184,glesson_f8df5d8520dc416f90cc4c5f48366344,,1,usage,The 根据 phrase often stands at the beginning of the sentence but can also follow the subject.,approved,
gnote_43150d06c798419198afa41c37842bde,glesson_86045223657d499287380b3408184831,,1,formation,Place the conjunction between parallel words or phrases of the same grammatical role.,approved,
gnote_f59dd727d14c441ba0db8306ebc6e539,glesson_3e69ae1cd06d466fbbd76b265b767a9b,,1,usage,These connectors establish an explicit logical relation; later sentence-pattern lessons develop their common pairings.,approved,
gnote_cae99cc43cb94961ba1f22a3b7c172ac,glesson_00d57d729c7f4d23b440054ccc241d9b,,1,usage,"就 often introduces the result, but it is not required in every sentence.",approved,
gnote_91e944dea1bd48e28470cfb333b7def8,glesson_49c1ef7d1f3841548297a0b490d07b81,,1,formation,Put the broader reference and its identifying description next to each other without 的.,approved,
gnote_bfe3d5c036f74b5e9c81f7e839562a9f,glesson_5e921aa422d24b6a890431b12b32fc6f,,1,usage,This category extends earlier verb-complement phrases with additional complement types introduced at HSK 3.,approved,
gnote_a5ab9196401d4c90bb5dab617ab42bab,glesson_56c56a08a83a4a9fba7fb8f8edeac19e,,1,usage,"With 一, common forms include 一个一个 and 一天一天.",approved,
gnote_05844ec544304d20915700cd102f8f9a,glesson_c74f97e80cba4f0396cdf394f34eff1e,,1,pragmatics,The pattern often gives a neutral or mildly positive assessment of something being just right.,approved,
gnote_4648f2aae01d427b9e09d8210a8992f9,glesson_5f19781ab8ae438e8b3b96ed0eeba473,,1,usage,就 commonly reinforces the quick transition to the next event.,approved,
gnote_6c4ecf7e45ba482b9f4168f98e861a30,glesson_b0577291ea834c2d9ab205ab44afb00d,,1,pragmatics,The expression softens the speaker's commitment to the conclusion.,approved,
gnote_6bb1b77455f244e48933940a107cb920,glesson_17ce2c91cf0744cc88bc0f91363fc43c,,1,usage,The complete viewpoint phrase commonly appears before the statement it frames.,approved,
gnote_cc601379e6ed4e4ca82130b976170071,glesson_f7e879eb77834d0b821cb273f009fb0a,,1,constraint,Do not add 很 between 越来越 and the adjective.,approved,
gnote_a0fa12fa803e419e96df5aac261a8c41,glesson_a1dfe076faec4624ad1920ecf040d0c6,,1,pragmatics,This expression can soften an assessment by presenting it as an impression.,approved,
gnote_0cca3e05d6804f9d9aa4faa4c926aab6,glesson_f069e89cffa64b04ae56201517efa1f1,,1,usage,"The phrase often precedes an adjective such as 大, 高兴, or 漂亮.",approved,
gnote_685dd684c5ee4e3e9cb37db38d1d80fb,glesson_6846bb8213774651a3a0fc6f7ac335d6,,1,pragmatics,"The expression gives the claim a measured, non-absolute force.",approved,
gnote_510aff7083df4e40946c964b95c33116,glesson_316c9bec0f684aa884fe3be17c0d0fa8,,1,pragmatics,The fixed phrase often sounds less direct than saying something is very bad.,approved,
gnote_aff98a06ca5542379ee86b8f539de08a,glesson_9d70695e91ed42b9a1bf70af3cbe7279,,1,formation,以外 can be omitted when the relationship is clear.,approved,
gnote_5e4e6ff21c104fa9b4352a3b134cc348,glesson_2de4d47ffc894d33bc269b63cecd62ef,,1,usage,Time expressions are especially common in this pattern.,approved,
gnote_94533236cbbc4dc99c5ced9401d32248,glesson_86ade8b4e22942ec899e79e4ec99da30,,1,usage,The frame may begin the sentence or follow the topic being discussed.,approved,
gnote_eeacbbd7b5f04592934694b97f59bd44,glesson_dfd078bbb2674897a0fe8cbec750e3bb,,1,usage,The noun or measure phrase after 一 identifies what has a zero count or amount.,approved,
gnote_f76127a0db8f47f18f0fb9f7ac663300,glesson_6baf35e486cf4338aa6637ee28bd8262,,1,pragmatics,The pattern is stronger than a plain 不 before the adjective.,approved,
gnote_ec96acd2b6fc41db842ee79c52bcd291,glesson_6c2cdcd62e104b80b2eb3873a2b2787e,,1,usage,The two clauses may share a subject or use different subjects.,approved,
gnote_8a59d22907214d41889be06932853b21,glesson_31d755e440e645e5b0c80f741acaea2c,,1,formation,The completed time phrase normally appears before the main action.,approved,
gnote_7898f0ceff3c42a59f04c5340d742bcc,glesson_dcc7fa1a622346d5a68dd65fad261172,,1,pragmatics,"Tone and context determine whether the challenge sounds friendly, reassuring, or annoyed.",approved,
gnote_f414ac8f397547e485c000e29dd7c954,glesson_79689c9fb74747b391ce575ac4167555,,1,pragmatics,"Depending on context, the pattern can be a reminder, suggestion, or statement of obligation.",approved,
gnote_c3f689b343c7486cb67cb3190428babf,glesson_d0c6abcc416f408382b08b81f1e5aa2e,,1,usage,"Choose 上, 下, or 中 according to the intended relation, not as interchangeable endings.",approved,
gnote_20cf47887b7e416f98868623cc1bcfcb,glesson_0b941a74e636424585d377b2f70b4b2e,,1,usage,English often translates the verbal subject with an -ing form or an infinitive.,approved,
gnote_a7781c1f5dfc49028980f8b23ff5208d,glesson_931fa872891644ec9551798943541630,,1,usage,No nominalizing particle is required between the inner phrase and the main predicate.,approved,
gnote_ab0fc53427154ec8a842a53c02df3d19,glesson_d2efb4f8c516443bb43d91df0e487452,,1,formation,Common ordering favors possession or reference before number-classifier phrases and descriptive qualities.,approved,
gnote_777a484e2df146f2b72a5734f3de5021,glesson_f95efe2751dd4f9e8608c4eaa8b4e1e5,,1,usage,The verb-complement combination should be learned with the result it conventionally expresses.,approved,
gnote_371155d2d8344d09aa31568689482c0b,glesson_33ffecba3284470ea135a85bbe5d5923,,1,usage,"Common combinations include 看出, 想起, and 写下.",approved,
gnote_7930867481984ab598019c01bff52239,glesson_93490e12936e4c7eb4b0fe18d6f003ff,,1,usage,上 often suggests finally starting or getting access to something; 起来 directly highlights the transition into action.,approved,
gnote_081ea94859e74d829ff0fe857667629a,glesson_81a16c159ed04f33baf215dbe272a1bf,,1,usage,"The complements express temporal continuation here, not downward physical direction.",approved,
gnote_1746821a00464eb295b0936a88ef2bd6,glesson_cf0bf06ae7914411a782069d00b08c85,,1,constraint,Do not add 了 directly to the potential form to report a completed result.,approved,
gnote_00fa8a936ad24ea288b03a7ffa3d56a2,glesson_d55e66f484e44c9aa5ebbbf4fcded9b9,,1,pragmatics,The pattern can sound more emphatic or assertive than a plain 很 before the adjective.,approved,
gnote_1e1246dab0f94e21babf948d371ef352,glesson_46b1065e58094ca989310f1e3283e1e7,,1,usage,"极了 is broadly evaluative; 坏了 is common with experiences such as being tired, hungry, or anxious.",approved,
gnote_ac756f7ae87743dd980a07b47a75156d,glesson_a406d28084104510ad51f2f6d103ecc6,,1,usage,"Compare an ongoing duration such as 学了三年 with 离开家三年了, where the three years begin after leaving.",approved,
gnote_7b7d56b65c7b4731a989a3d677d30403,glesson_2e161ba40ebc413383365b8ee6d111c2,,1,usage,HSK 3 first lists 怎样 as a question pronoun; this row focuses on its specific placement before a verb.,approved,
gnote_5d5780c606fb4256b294a40aa1bb627a,glesson_662c3598b52345f1b16c437f9c50dd3f,,1,pragmatics,"Depending on tone, it can sound like a friendly reminder or a stronger challenge.",approved,
gnote_451c8bfd864d4ff99b14f0c47c8f8cf2,glesson_485f0c081660431cb26e6624feab453c,,1,constraint,A bare verb is insufficient here; 在 or 到 introduces the required spatial result.,approved,
gnote_14a43a87094e498ba297e2721b0cf377,glesson_8291206edc9b4948a350de4f51adecae,,1,usage,Object 1 is the item or information transferred; Object 2 is its recipient.,approved,
gnote_72cd32c1a2754dfbb216f92388af475f,glesson_902e37aedf50494fb982985426947899,,1,usage,Aspect particles and other required material follow the complement according to the completed predicate.,approved,
gnote_ea500f57733a4189bac5e8236d74726f,glesson_8c5b4c0a54594df08a901d349e971746,,1,usage,"被 often appears with an outcome that significantly affects the patient, whether negative or neutral.",approved,
gnote_dded687ea9c041a1a1fb0dd791fae584,glesson_4e1807cc26d140f79028dbc028fcaa1b,,1,usage,Omitting the agent is natural when it cannot be identified or adds nothing important.,approved,
gnote_41b5ecd0c60c4204844210a21a88b6bf,glesson_9e80e20829b14b17a957359bb6bbc67e,,1,usage,The two verbs share one subject in this serial-verb pattern.,approved,
gnote_28f7153d7c884e4a872911671c9b162c,glesson_756a581f98be48b5afa1b781494a4e72,,1,constraint,Do not add 很 before the adjective in this comparative pattern.,approved,
gnote_6d183450a6c042eeb37ae26f8262d819,glesson_081ca9efc2fb40d79a01e906847593b2,,1,usage,"和 can sometimes replace 跟, but the official target here uses 跟.",approved,
gnote_ba5c125f56a34c7197be4f69ee5514bc,glesson_aee8f5d56fa24588a6ce2de696dc7b13,,1,constraint,Do not insert 很 between 一样 and the adjective.,approved,
gnote_14b93125b1cc42dfbf8c694706e0e076,glesson_3c6e9fce50f743499075918414b62e11,,1,usage,Use 没有 when directly stating that A has a lower degree; 不比 can leave equality open.,approved,
gnote_9c847b2c8b474018b0c6d3da5537db0d,glesson_7208ea54ca48453fa88ace572360521e,,1,usage,"The final quantity measures only the difference between A and B, not A's total amount.",approved,
gnote_133e7442ccd0436dbb0266889601e6b4,glesson_ab55443f5842459e92950531f3a14640,,1,usage,The place is established information; the postverbal entity is the new information being introduced.,approved,
gnote_1dfa4f8a60934783bc40f6cf20c10160,glesson_37870b2f9f64465286774f5376432844,,1,usage,"Unlike the appearance construction, this pattern presents the postverbal entity as leaving or being removed from the scene.",approved,
gnote_30fb13c3b99c42e08c80e37ec6b85bac,glesson_1553ab51818642b2bc0841d9472a6c39,,1,pragmatics,"The frame can contrast the speaker's position with another view, even when that contrast is only implied.",approved,
gnote_a3bf8f2a06b54c2c8d4685b7a7bf8474,glesson_a0f1859f68cb4d54b2caf12ff9e8237b,,1,formation,The two verb occurrences must be the same lexical verb and share one subject.,approved,
gnote_3470890ef09d4b40adc8d433e73ebcdb,glesson_086668360c5544938de5ede95467808a,,1,usage,"The clauses often share a subject, which can be stated only once.",approved,
gnote_7b772a41b403478eb8294e98481d9cab,glesson_fafa2f30a8db4d60ab1046837b39b08e,,1,formation,Keep the two alternatives grammatically parallel for a clear contrast.,approved,
gnote_48ef2a511d44405cb7cdd7341dc6b133,glesson_7003f358f7df4bbeb820c60ae7eef247,,1,usage,The two parts normally describe the same subject or situation.,approved,
gnote_50e4058c93a54d54a70c324fa4d58878,glesson_3699ff1d274242dca062cce0908bec20,,1,usage,"Adjectives, verb phrases, or other matching predicate types can fill the two slots.",approved,
gnote_83b56105356749f38e7a06897c9b86f8,glesson_78985b77a53a429aa7bb1d642fdf7494,,1,usage,"A single 一边 can mark one action's manner, but the paired construction explicitly balances two simultaneous actions.",approved,
gnote_068fb4dfe3dd4dd28a678c4357ab9d46,glesson_b06d9fcf7b8d414eb52e92cdd74392a7,,1,usage,也 can appear in the 而且 clause when it helps mark the added predicate.,approved,
gnote_907e81024a6349dc822a1043b105dd60,glesson_ac8a06a59b734a0b9926e0b5e721fa87,,1,pragmatics,The 可是 clause usually carries greater discourse weight than the 虽然 clause.,approved,
gnote_f4d0bc47f1894d818dcfee557d0cda25,glesson_f182cc46e3b946abb96f53dda5e4df1c,,1,usage,The subjects of the two clauses may be the same or different.,approved,
gnote_ae919f2122d044a99779363d0d3abb51,glesson_7f858a43efcf4b10be8832af83ec2c3a,,1,usage,This sentence pattern develops the particle 的话 by pairing it systematically with a 就 consequence.,approved,
gnote_7dc294d84d074535bd15c706a605e6a0,glesson_498b753c7da54f61b6841874434f7a84,,1,usage,"The condition is required, but the pattern does not necessarily claim it is the only factor involved.",approved,
gnote_066c95f0c0184772aa62f180a8ab4a81,glesson_428b8aa5e9bd475cbf3fa5ef7ba5b5eb,,1,usage,Other conditions may also produce the result; the sentence says this one is sufficient.,approved,
gnote_29165752bd8f4f5db8f3661843512ccc,glesson_a0126ffa7598439aaae163fcd7508b72,,1,usage,The purpose clause often comes first to frame the reason for choosing the main action.,approved,
gnote_3da7baaf7626460e8acd32eee82303ff,glesson_9315a8f6d7df428daba515fc04d63e30,,1,usage,The pattern is common for instructions and plans tied to completion of the first event.,approved,
gnote_33c8224211364d708d592bc63cb0fa90,glesson_e253e9a29c714cd8a4333d3f8428b903,,1,usage,"This is the approximate-number function of 大概, distinct from its earlier modal use meaning 'probably.'",approved,
gnote_d8b21367535a46bd9e4ae6be339e33e3,glesson_687cfec23a554ec897fe4131b27568d7,,1,formation,Do not insert 和 or 或者 between the two numerals.,approved,
