task_id,level_min,level_max,scenario_id,task_number,title_zh,title_en,source_id,source_locator_zh,source_locator_en
hsk26-task79-03,7,9,hsk26-scenario79-1,3,交流和讨论社区环境和社区文化,Exchanging and discussing community environment and community culture,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1083,reference/HSK_SYLLABUS_EN.md:1085
hsk26-task79-04,7,9,hsk26-scenario79-1,4,交流和讨论饮食知识和烹饪技艺,Exchanging and discussing food knowledge and cooking skills,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1089,reference/HSK_SYLLABUS_EN.md:1091
hsk26-task79-05,7,9,hsk26-scenario79-1,5,交流和讨论地理知识和旅游体验,Exchanging and discussing geography knowledge and travel experiences,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1095,reference/HSK_SYLLABUS_EN.md:1097
hsk26-task79-06,7,9,hsk26-scenario79-1,6,交流和讨论健康和医疗话题,Exchanging and discussing health and medical topics,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1101,reference/HSK_SYLLABUS_EN.md:1103
hsk26-task79-07,7,9,hsk26-scenario79-1,7,交流和讨论体育运动和体育精神,Exchanging and discussing sports and sportsmanship,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1107,reference/HSK_SYLLABUS_EN.md:1109
hsk26-task79-08,7,9,hsk26-scenario79-1,8,交流和讨论中国国情与文化,Exchanging and discussing China’s national conditions and culture,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1113,reference/HSK_SYLLABUS_EN.md:1115
hsk26-task79-09,7,9,hsk26-scenario79-1,9,理解相关法规和维护个人合法权益,Understanding relevant laws and regulations and protecting personal legal rights,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1119,reference/HSK_SYLLABUS_EN.md:1121
hsk26-task79-10,7,9,hsk26-scenario79-1,10,欣赏和评论文艺作品,Appreciating and commenting on literary and artistic works,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1125,reference/HSK_SYLLABUS_EN.md:1127
hsk26-task79-11,7,9,hsk26-scenario79-1,11,分析和评论时事新闻和传媒出版问题,Analyzing and commenting on current news and media/publication issues,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1131,reference/HSK_SYLLABUS_EN.md:1133
hsk26-task79-12,7,9,hsk26-scenario79-1,12,分析和评论经贸问题,Analyzing and commenting on economic and trade issues,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1137,reference/HSK_SYLLABUS_EN.md:1139
hsk26-task79-13,7,9,hsk26-scenario79-1,13,分析和评论科技问题,Analyzing and commenting on science and technology issues,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1143,reference/HSK_SYLLABUS_EN.md:1145
hsk26-task79-14,7,9,hsk26-scenario79-1,14,分析和评论人类社会发展中的国际性热点问题,Analyzing and commenting on international hot issues in human social development,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1149,reference/HSK_SYLLABUS_EN.md:1151
hsk26-task79-15,7,9,hsk26-scenario79-2,15,了解和交流机构和行业发展概况,Understanding and exchanging information about organizations and industry development,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1157,reference/HSK_SYLLABUS_EN.md:1159
hsk26-task79-16,7,9,hsk26-scenario79-2,16,开展业务合作和业务往来,Carrying out business cooperation and business dealings,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1163,reference/HSK_SYLLABUS_EN.md:1165
hsk26-task79-17,7,9,hsk26-scenario79-2,17,了解法律法规和处理公共关系,Understanding laws and regulations and handling public relations,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1169,reference/HSK_SYLLABUS_EN.md:1171
hsk26-task79-18,7,9,hsk26-scenario79-2,18,了解人力资源政策和处理人事关系,Understanding human-resources policies and handling personnel relations,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1174,reference/HSK_SYLLABUS_EN.md:1176
hsk26-task79-19,7,9,hsk26-scenario79-2,19,明确工作计划和任务职责,Clarifying work plans and task responsibilities,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1180,reference/HSK_SYLLABUS_EN.md:1182
hsk26-task79-20,7,9,hsk26-scenario79-2,20,与服务对象进行沟通和交流,Communicating with service recipients,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1186,reference/HSK_SYLLABUS_EN.md:1188
hsk26-task79-21,7,9,hsk26-scenario79-2,21,开展市场调研和分析,Conducting market research and analysis,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1192,reference/HSK_SYLLABUS_EN.md:1194
hsk26-task79-22,7,9,hsk26-scenario79-2,22,理解和起草各类文件和文案,Understanding and drafting various documents and copy,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1198,reference/HSK_SYLLABUS_EN.md:1200
hsk26-task79-23,7,9,hsk26-scenario79-3,23,了解和讨论学校各类制度,Understanding and discussing various school systems,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1206,reference/HSK_SYLLABUS_EN.md:1208
hsk26-task79-24,7,9,hsk26-scenario79-3,24,开展和完成通识性课程及基础性专业课程学习,Undertaking and completing general-education courses and foundational specialized courses,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1212,reference/HSK_SYLLABUS_EN.md:1214
hsk26-task79-25,7,9,hsk26-scenario79-3,25,获取和利用学习资源,Obtaining and using learning resources,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1218,reference/HSK_SYLLABUS_EN.md:1220
hsk26-task79-26,7,9,hsk26-scenario79-3,26,了解实验要求和规定并完成实验报告,Understanding experimental requirements and regulations and completing experiment reports,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1224,reference/HSK_SYLLABUS_EN.md:1226
hsk26-task79-27,7,9,hsk26-scenario79-3,27,开展学术研究活动,Carrying out academic research activities,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1230,reference/HSK_SYLLABUS_EN.md:1232
hsk26-task79-28,7,9,hsk26-scenario79-3,28,参与学术交流和讨论,Participating in academic exchange and discussion,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1236,reference/HSK_SYLLABUS_EN.md:1238
hsk26-task79-29,7,9,hsk26-scenario79-3,29,了解专业实习要求和规定并完成实习报告,Understanding professional internship requirements and regulations and completing internship reports,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1242,reference/HSK_SYLLABUS_EN.md:1244
hsk26-task79-30,7,9,hsk26-scenario79-3,30,参与学生社团活动和社会实践活动,Participating in student association activities and social-practice activities,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1248,reference/HSK_SYLLABUS_EN.md:1250
