reading_id,hanzi_id,pinyin,pinyin_numeric,meaning_en,stroke_sequence,review_status,source_id,notes
hanzi_4e8b-legacy-reading,hanzi_4e8b,shì,shi4,matter; thing,12515112,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_89c6-legacy-reading,hanzi_89c6,shì,shi4,television; TV,45242535,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_662f-legacy-reading,hanzi_662f,shì,shi4,to be,251112134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_624b-legacy-reading,hanzi_624b,shǒu,shou3,hand,3112,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4e66-legacy-reading,hanzi_4e66,shū,shu1,book,5524,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6c34-legacy-reading,hanzi_6c34,shuǐ,shui3,water,2534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7761-legacy-reading,hanzi_7761,shuì,shui4,to sleep,2511131212211,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8bf4-legacy-reading,hanzi_8bf4,shuō,shuo1,to say; to speak,454325135,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_53f8-legacy-reading,hanzi_53f8,sī,si1,company,51251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_56db-legacy-reading,hanzi_56db,sì,si4,four,25351,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5c81-legacy-reading,hanzi_5c81,suì,sui4,years old,252354,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4ed6-legacy-reading,hanzi_4ed6,tā,ta1,he; him,32525,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5b83-legacy-reading,hanzi_5b83,tā,ta1,it,44535,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5979-legacy-reading,hanzi_5979,tā,ta1,she; her,531525,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_592a-legacy-reading,hanzi_592a,tài,tai4,too; very,1344,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9898-legacy-reading,hanzi_9898,tí,ti2,topic; problem for discussion,251112134132534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5929-legacy-reading,hanzi_5929,tiān,tian1,day; sky,1134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6761-legacy-reading,hanzi_6761,tiáo,tiao2,strip; article,3541234,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_542c-legacy-reading,hanzi_542c,tīng,ting1,to listen; to hear,2513312,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_540c-legacy-reading,hanzi_540c,tóng,tong2,classmate,251251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5916-legacy-reading,hanzi_5916,wài,wai4,outside; outer,35424,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_73a9-legacy-reading,hanzi_73a9,wán,wan2,to play; to have fun,11211135,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_665a-legacy-reading,hanzi_665a,wǎn,wan3,late,25113525135,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5582-legacy-reading,hanzi_5582,wèi,wei4,hello?; hey!,251251211534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6587-legacy-reading,hanzi_6587,wén,wen2,Chinese writing; Chinese language,4134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_95ee-legacy-reading,hanzi_95ee,wèn,wen4,to ask,425251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6211-legacy-reading,hanzi_6211,wǒ,wo3,I; me,3121534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4e94-legacy-reading,hanzi_4e94,wǔ,wu3,five,1251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5348-legacy-reading,hanzi_5348,wǔ,wu3,morning; before noon,3112,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_897f-legacy-reading,hanzi_897f,xī,xi1,west,125351,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_606f-legacy-reading,hanzi_606f,xi,xi,to rest,3251114544,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4e60-legacy-reading,hanzi_4e60,xí,xi2,to study; learning,541,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_559c-legacy-reading,hanzi_559c,xǐ,xi3,to like,121251431251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7cfb-legacy-reading,hanzi_7cfb,xi,xi,it's okay; no problem,3554234,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4e0b-legacy-reading,hanzi_4e0b,xià,xia4,down; below,124,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5148-legacy-reading,hanzi_5148,xiān,xian1,first; before,312135,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_73b0-legacy-reading,hanzi_73b0,xiàn,xian4,now,11212535,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_60f3-legacy-reading,hanzi_60f3,xiǎng,xiang3,to think; to want,1234251114544,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5c0f-legacy-reading,hanzi_5c0f,xiǎo,xiao3,small,234,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6821-legacy-reading,hanzi_6821,xiào,xiao4,school,1234413434,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4e9b-legacy-reading,hanzi_4e9b,xiē,xie1,some; several,21213511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5199-legacy-reading,hanzi_5199,xiě,xie3,to write,45151,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8c22-legacy-reading,hanzi_8c22,xiè,xie4,thanks; to thank,453251113124,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_65b0-legacy-reading,hanzi_65b0,xīn,xin1,new,4143112343312,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_661f-legacy-reading,hanzi_661f,xīng,xing1,week; day of the week,251131121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5174-legacy-reading,hanzi_5174,xìng,xing4,happy; glad,443134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4f11-legacy-reading,hanzi_4f11,xiū,xiu1,to rest,321234,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5b66-legacy-reading,hanzi_5b66,xué,xue2,to learn; to study,44345521,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_96ea-legacy-reading,hanzi_96ea,xuě,xue3,snow,14524444511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6837-legacy-reading,hanzi_6837,yàng,yang4,how?; how about?,1234431112,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8981-legacy-reading,hanzi_8981,yào,yao4,to want; to need,125221531,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4e5f-legacy-reading,hanzi_4e5f,yě,ye3,also; too,525,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4e00-legacy-reading,hanzi_4e00,yī,yi1,one,1,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8863-legacy-reading,hanzi_8863,yī,yi1,clothes,413534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_533b-legacy-reading,hanzi_533b,yī,yi1,doctor,1311345,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5b9c-legacy-reading,hanzi_5b9c,yi,yi,cheap,44525111,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4ee5-legacy-reading,hanzi_4ee5,yǐ,yi3,can; may,5434,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6905-legacy-reading,hanzi_6905,yǐ,yi3,chair,123413412512,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5f71-legacy-reading,hanzi_5f71,yǐng,ying3,movie; film,251141251234333,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_53cb-legacy-reading,hanzi_53cb,you,you,boyfriend,1354,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6709-legacy-reading,hanzi_6709,yǒu,you3,to have; there is,132511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_96e8-legacy-reading,hanzi_96e8,yǔ,yu3,rain,12524444,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8bed-legacy-reading,hanzi_8bed,yǔ,yu3,Chinese language; Mandarin,451251251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5143-legacy-reading,hanzi_5143,yuán,yuan2,yuan,1135,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9662-legacy-reading,hanzi_9662,yuàn,yuan4,cinema; movie theater,524451135,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6708-legacy-reading,hanzi_6708,yuè,yue4,month; moon,3511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_518d-legacy-reading,hanzi_518d,zài,zai4,again,125211,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5728-legacy-reading,hanzi_5728,zài,zai4,at; in,132121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_65e9-legacy-reading,hanzi_65e9,zǎo,zao3,early; morning,251112,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_600e-legacy-reading,hanzi_600e,zěn,zen3,how?,312114544,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_627e-legacy-reading,hanzi_627e,zhǎo,zhao3,to look for; to find,1211534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8fd9-legacy-reading,hanzi_8fd9,zhè,zhe4,this; these,4134454,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_771f-legacy-reading,hanzi_771f,zhēn,zhen1,really; truly,1225111134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6b63-legacy-reading,hanzi_6b63,zhèng,zheng4,just; exactly,12121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_77e5-legacy-reading,hanzi_77e5,zhī,zhi1,to know,31134251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_53ea-legacy-reading,hanzi_53ea,zhī,zhi1,classifier for animals; one of a pair,25134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4e2d-legacy-reading,hanzi_4e2d,zhōng,zhong1,middle; China,2512,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_949f-legacy-reading,hanzi_949f,zhōng,zhong1,minute,311152512,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4f4f-legacy-reading,hanzi_4f4f,zhù,zhu4,to live; to reside,3241121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_684c-legacy-reading,hanzi_684c,zhuō,zhuo1,table; desk,2125111234,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5b50-legacy-reading,hanzi_5b50,zi,zi,noun suffix,521,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5b57-legacy-reading,hanzi_5b57,zì,zi4,character; word,445521,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_79df-legacy-reading,hanzi_79df,zū,zu1,taxi,3123425111,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6628-legacy-reading,hanzi_6628,zuó,zuo2,yesterday,251131211,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4f5c-legacy-reading,hanzi_4f5c,zuò,zuo4,to work; work,3231211,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5750-legacy-reading,hanzi_5750,zuò,zuo4,to sit,3434121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_505a-legacy-reading,hanzi_505a,zuò,zuo4,to do; to make,32122513134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_554a-legacy-reading,hanzi_554a,a,a,sentence-final modal particle,2515212512,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5e2e-legacy-reading,hanzi_5e2e,bāng,bang1,to help; to assist,111352252,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5907-legacy-reading,hanzi_5907,bèi,bei4,to prepare; preparation,35425121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6bd4-legacy-reading,hanzi_6bd4,bǐ,bi3,than; to compare,1535,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7b14-legacy-reading,hanzi_7b14,bǐ,bi3,pen; writing brush,3143143115,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8868-legacy-reading,hanzi_8868,biǎo,biao3,wristwatch,11213534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_522b-legacy-reading,hanzi_522b,bié,bie2,don't; do not,2515322,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6b65-legacy-reading,hanzi_6b65,bù,bu4,to run; to jog,2121233,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_573a-legacy-reading,hanzi_573a,chǎng,chang3,airport; airfield,121533,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8bcd-legacy-reading,hanzi_8bcd,cí,ci2,word; term,4551251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6b21-legacy-reading,hanzi_6b21,cì,ci4,time; occurrence,413534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4ece-legacy-reading,hanzi_4ece,cóng,cong2,from,3434,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9519-legacy-reading,hanzi_9519,cuò,cuo4,wrong; mistake,3111512212511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4f46-legacy-reading,hanzi_4f46,dàn,dan4,but; yet,3225111,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5730-legacy-reading,hanzi_5730,de,de,-ly particle before verb/adjective,121525,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7b49-legacy-reading,hanzi_7b49,děng,deng3,to wait; to wait for,314314121124,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_61c2-legacy-reading,hanzi_61c2,dǒng,dong3,to understand; to comprehend,442122312511211,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_52a8-legacy-reading,hanzi_52a8,dòng,dong4,to move; to set in movement,115453,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5561-legacy-reading,hanzi_5561,fēi,fei1,coffee,25121112111,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_592b-legacy-reading,hanzi_592b,fu,fu,husband,1134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_544a-legacy-reading,hanzi_544a,gào,gao4,to tell; to inform,3121251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8ddf-legacy-reading,hanzi_8ddf,gēn,gen1,with; and,2512121511534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9986-legacy-reading,hanzi_9986,guǎn,guan3,restaurant,35544525151,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8fc7-legacy-reading,hanzi_8fc7,guò,guo4,to cross; to go over,124454,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9ed1-legacy-reading,hanzi_9ed1,hēi,hei1,black,254312114444,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7ea2-legacy-reading,hanzi_7ea2,hóng,hong2,black tea,551121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_82b1-legacy-reading,hanzi_82b1,huā,hua1,to spend,1223235,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_753b-legacy-reading,hanzi_753b,huà,hua4,to draw; to paint,12512152,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_574f-legacy-reading,hanzi_574f,huài,huai4,bad; spoiled,1211324,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5df1-legacy-reading,hanzi_5df1,jǐ,ji3,oneself; one's own,515,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8bb0-legacy-reading,hanzi_8bb0,jì,ji4,to remember; to record,45515,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4ea4-legacy-reading,hanzi_4ea4,jiāo,jiao1,public transport vehicle,413434,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6559-legacy-reading,hanzi_6559,jiāo,jiao1,to teach; to instruct,12135213134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4ecb-legacy-reading,hanzi_4ecb,jiè,jie4,to introduce; to give a presentation,3432,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8fd1-legacy-reading,hanzi_8fd1,jìn,jin4,near; close to,3312454,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8fdb-legacy-reading,hanzi_8fdb,jìn,jin4,to go forward; to advance,1132454,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7ecf-legacy-reading,hanzi_7ecf,jīng,jing1,frequently; constantly,55154121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_775b-legacy-reading,hanzi_775b,jing,jing,eye,2511111212511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9152-legacy-reading,hanzi_9152,jiǔ,jiu3,alcohol; wine,4411253511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5c31-legacy-reading,hanzi_5c31,jiù,jiu4,in that case; then,412512341354,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5496-legacy-reading,hanzi_5496,kā,ka1,coffee,25153251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8003-legacy-reading,hanzi_8003,kǎo,kao3,to test; to examine,121315,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_88e4-legacy-reading,hanzi_88e4,kù,ku4,trousers; pants,452344131512,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5feb-legacy-reading,hanzi_5feb,kuài,kuai4,rapid; quick,4425134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7bee-legacy-reading,hanzi_7bee,lán,lan2,basketball,3143142231425221,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_4e50-legacy-reading,hanzi_4e50,lè,le4,happy; joyful,35234,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7d2f-legacy-reading,hanzi_7d2f,lèi,lei4,tired; weary,25121554234,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_79bb-legacy-reading,hanzi_79bb,lí,li2,to leave; to part from,4134522554,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_697c-legacy-reading,hanzi_697c,lóu,lou2,house with more than 1 story,1234431234531,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8def-legacy-reading,hanzi_8def,lù,lu4,road; journey,2512121354251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_65c5-legacy-reading,hanzi_65c5,lǚ,lv3,to travel; tourism,4153313534,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7eff-legacy-reading,hanzi_7eff,lǜ,lv4,green tea,55151124134,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6162-legacy-reading,hanzi_6162,màn,man4,slow,44225112522154,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6bcf-legacy-reading,hanzi_6bcf,měi,mei3,each; every,3155414,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_95e8-legacy-reading,hanzi_95e8,mén,men2,gate; door,425,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_62ff-legacy-reading,hanzi_62ff,ná,na2,to hold; to seize,3412513112,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_9e1f-legacy-reading,hanzi_9e1f,niǎo,niao3,"bird; ""bird"" radical in Chinese characters",35451,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_65c1-legacy-reading,hanzi_65c1,páng,pang2,beside; next to,4143454153,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8dd1-legacy-reading,hanzi_8dd1,pǎo,pao3,to run; to run away,251212135515,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7968-legacy-reading,hanzi_7968,piào,piao4,ticket; ballot,12522111234,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_59bb-legacy-reading,hanzi_59bb,qī,qi1,wife,15112531,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_60c5-legacy-reading,hanzi_60c5,qing,qing,affair; matter,44211212511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_6674-legacy-reading,hanzi_6674,qíng,qing2,clear; fine,251111212511,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7403-legacy-reading,hanzi_7403,qiú,qiu2,ball used for playing games,11211241344,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7136-legacy-reading,hanzi_7136,rán,ran2,although; even though,354413444444,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8ba9-legacy-reading,hanzi_8ba9,ràng,rang4,to let; to allow,45211,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8089-legacy-reading,hanzi_8089,ròu,rou4,meat; flesh,253434,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8272-legacy-reading,hanzi_8272,sè,se4,white color,355215,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_7ecd-legacy-reading,hanzi_7ecd,shào,shao4,to introduce; to give a presentation,55153251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8eab-legacy-reading,hanzi_8eab,shēn,shen1,the body; one's health,3251113,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_59cb-legacy-reading,hanzi_59cb,shǐ,shi3,to begin; beginning,53154251,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_8bd5-legacy-reading,hanzi_8bd5,shì,shi4,to try; to test,45112154,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
hanzi_5ba4-legacy-reading,hanzi_5ba4,shì,shi4,room; office,445154121,legacy_unreviewed,legacy-runtime,Legacy meaning may be inherited from a compound word; review as a character gloss.
