review_id,entity_type,entity_id,content_hash,from_status,to_status,reviewer,reviewer_type,reviewed_at,notes
review_44df65b9a5444a4c9449a313d2257a5f,grammar_lesson,glesson_2d8af7f2d3cf4844a8b8092c733e4ae6,b83c54d7162a2dedf7dd325fc7736600e70a5362b3276e16108a299f3c10ade4,in_review,approved,codex-hsk1-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_0dbcad253c374e58adf18cc80edc9e12,grammar_lesson,glesson_db21663d6ac94570a7bf0deebcd4c748,eca55845c93d6e864a0d0436c48d757d859464d0043397f5dee9b7dcfcd2ce11,in_review,approved,codex-hsk1-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_4d345104109e4f76859517f1ea56d3b9,grammar_lesson,glesson_2232c0c8bc1142afa9218cd5d1ed8c8b,840b7367741070c64d1dfc6a28f7c1f8e4b658567a9925948c450c0115335f38,in_review,approved,codex-hsk1-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_3fd4f4c6453448378b554516623c1c1e,grammar_lesson,glesson_1c532271cd2640b49271c5a329873b24,b396329961db90ae05d80eb7bdc4fadb19f0a4fd740c1ac21ac9a7c6fe8d44a9,in_review,approved,codex-hsk1-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_660e7b396df8481e89a902ec7486ce1f,grammar_lesson,glesson_e905b001675443aca8517dd361e94872,7b53d560007facfbfde4bbf2511042f49d360e0921cc25f0f6ee0a8128c4090b,in_review,approved,codex-hsk1-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_33ce2ad32db74529961f93ab5dc6430e,grammar_lesson,glesson_36fbed7cb60f418fb1fcde9d82fc8d3c,e741c27b1813f27ae17be2c0dfd0f6978613bb667109353dfd89ebdc304982c6,in_review,approved,codex-hsk1-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_6f253b54277e4a62bdd4fc092bf7b575,grammar_lesson,glesson_f5920fa0a3c042a48c647c76dd37c313,5a1126bfbe3adb41063106bd23635d97a57a3fab0c5ea5a2e963c844e0684292,in_review,approved,codex-hsk1-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_4c239dd275a4442f8ff362550cec331f,grammar_lesson,glesson_21bd039e25d64151956190fa42876f2f,e36d84e68aadc9002c12d24228014ff45a5f60c9b006eff82bcf96da5fff6d05,in_review,approved,codex-hsk1-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_731af1a0c8d5475ea158f7cbfb49f18b,grammar_lesson,glesson_7152d114a79049a4993f58b6c7847994,4e23ec6f9622782d733810ddf36274edd5bdbba68ec78d71e494826ea4a4798a,in_review,approved,codex-hsk1-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_51495cff82f343feba75cd58e00df17c,grammar_lesson,glesson_945b84d2096b4309acee40e0e2adbc2b,a65ec03b1d8e46a151d357e35ceeb57bffaaad1f0d167cb5207a0f54572b969a,in_review,approved,codex-hsk1-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_6275deddcc064d3c87e7995934fcc185,grammar_lesson,glesson_558b9ebc01934fa89f4eecfe76570426,9b0b569cb5b3ac37a1dfc7550d780c4a2e006a4090a8499f2c2ef1fac4465407,in_review,approved,codex-hsk1-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_9e78a34fe8a84938bcabe97c9b7b94bc,grammar_lesson,glesson_8e74d0cdc0324dcaa7ace1d175619c98,52bbc36e74472c6c102ea33a2cb9e1988e522d4fd1b861f0750662207333644a,in_review,approved,codex-hsk1-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_c38c11775a3646bb823448d02206c991,grammar_lesson,glesson_b8e097ea884c4549b8f6422ad2a796a0,f4e339b4fdc6f924087a0e721ad591eb90f378a4a8d983f0a956eaf7898ce415,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_4e2464f9f9d84a9a83187c3c2b4651b6,grammar_lesson,glesson_8b0a999cf2e14b5ca047ac7de31d2997,c2156edd563c7b08eb7f52280277cce2f1d93862d5512d917cbe3b5eecb39a5e,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_537ceb71ba204eaa9a697e16271a41ec,grammar_lesson,glesson_a91ecbb9ff784ac392a137fb2dbd5cdf,080068032aac03f9be939625fb98a3ff19aa483bfd4a820c4857f3754d577359,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_13543af8b09d447ab659ea55a1de5279,grammar_lesson,glesson_9e1e81c523f44c8cbc6c147e92033433,c2661f859142ed01f9b8d2bb52516fe94ac829d14572ce4c6c31803c122ba279,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_8033f85de2414b2591cec8a579a8263d,grammar_lesson,glesson_9154adcdd1eb445d81f9f1b9e0f52031,f6e7d8b9fcebb39700b60c8f94b51b718e3347fff831a274957e8d68ce962a38,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_f9f50502b7ab4b01b47ffc2e61a6bd1b,grammar_lesson,glesson_5e7829e104354662a78adeb2b1d2dff9,8e661703a2a13415683ee766c79827f92bd299df8f10851af437113370a76ea3,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_0e2f41003ffa4923a28e8902a0e46239,grammar_lesson,glesson_80527658633340f598660551f1dd2e41,55c805173355a412fead71871d3eb7e25b745c391908d0edfbe0839ce1c90cdc,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_cdad449696e4487583aa86db10d1f943,grammar_lesson,glesson_125dc9b62eb74fe4bbc800701647cd66,dca0ea7f85800b5f95dff07c8b7068425aceaec11151a02cc7514bc526708248,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_ed09ec8b0a324853960a211937b7e32e,grammar_lesson,glesson_cd8068aa406c4cf9973d0172420ae334,aab96b20c186a410f96d77ec15a4a65c47f770b0b8069b60f22280080c816ee3,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_48f27984cc9a4aaaab0865aac41d3537,grammar_lesson,glesson_44413e91370f40a69c2f6302b2076397,a0c5a71a8ec3c0b0d26e653e6a8f872b32e0baaee2c16eb1999ff2730ffa1e73,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_544c8ebc4fbd4b9aa43991067e2a7ed4,grammar_lesson,glesson_48ee165d96084cee99e07d3fc899fa39,8cb60d934272df412143c6fb9f5b1cf2ceaff9b9b73c9b800b8cc755cf43e77c,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_6572d5580dd24874a679b66b473f8679,grammar_lesson,glesson_7120c20f6c874ce5b1af39be029dfd59,1acd340a017e8a00d8d2b7fb8971323c26b9207508a73b83b8a9c1fe1e221191,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_d5d6cd155c66435098cd76388c56f04e,grammar_lesson,glesson_2ada6849a2bc4a1f9e2abad367cf7408,b9aa4fe7249e31826c580bdb33d453e96e8454787eda17f9732c4b3fb858e3ed,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_7083ac003ae6431ea75e83a25d75cef6,grammar_lesson,glesson_1f5b7591c8de4534a071d4e868fa3f63,a38f68c98d56b3964075beb26d4954a775be095c9932a3f02775f41b21f795ad,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_4b3f7df0b34d418188e4154a732140fc,grammar_lesson,glesson_c9eb971d6b9c48a191b9422e545b52e3,8ec7d485bb1209e9fa00f8ee232c41ea4a2bacbc9f8f17ad96a45f9e8e132647,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_91a8a1f387ed4eb4957eea315b50f043,grammar_lesson,glesson_32b7676dc1714d9390f46157a5251722,69285e98543eec72cb0a87c2374fefa3ad228e3a5438f61825d8849d8e343ec7,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_13cc796b2ad94814aeba405ef906a007,grammar_lesson,glesson_8b5643c69b5541b087e6806ecef94f7e,ceccc5a86bce3617be5d3838644bfcea758fe1a9d02d713b423202e2dcab49a4,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_640430685dad4e67bda4a37b89045c44,grammar_lesson,glesson_6eec0008af9b4d6fbc582149b6303e6e,aa248983b235c175607e0f6930e20ec8fcc10d3f44e95240894869a3bf1fa5f5,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_78619344422841d891155814f96b2cb2,grammar_lesson,glesson_645bec7bf7d34fab8a8a2dd3559217e8,f36c252de5c4ed95d9919e1a777eeed7004fe9b25af4db829170a26be6e43d0f,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_3198068850ca46b9b4629a432c7374e5,grammar_lesson,glesson_527c85c04e5b411f83b5db806dc52df8,cdc84b2146c26a83fa38f9aa6ed9f1f84be127cf162b22ce3f1e4e30d5a7df7c,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_bb1299d8b69842dbb61e008016fa68a7,grammar_lesson,glesson_55984ca37edd412280de4d44daaa9275,6eb6f10103b20f1f49e77e51cef176f271e38d92862e576a48108239ab7a83d2,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_1d5f121ec9ad44538fcc67b7bab6ccc5,grammar_lesson,glesson_6d2bab0c242a402a809aabb3179c3e00,cadd516ef9c0cbebba4527ff9cd6e0a5c28fcdbfee57eea93240757dcf84d648,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_7391e3453c8b419b973ff6c178045bcf,grammar_lesson,glesson_5e8e696279814a90be92d5a941dd0a09,6cfe6d94a2ef80a629fd849ae829553daaf12b9118ccc87e30504a05395d0ed5,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_21b2a7aab42442bf89227f9d7ec64471,grammar_lesson,glesson_77963a8dd549420597887a52f0701f48,b7af62deb3c1a6224a81994ce48f84ba3a6d21a1ca2b5b83a9c1aed3980cc10e,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_86454ba61a984456a41b24f562a70fa8,grammar_lesson,glesson_a0dc28dcfc874f248315ca3e394ff720,61fb5f4c5b136503b80ce1affef6b4332985c53dcbd5c130ca8b35243ef7c943,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_3b516739ae114c4686dfb545a338172d,grammar_lesson,glesson_db995a72a5ac4c5b855161e5e39a7d72,858685317810cc78d0771ff2b18c1f792b0b7be2384f39f1924db3a538aa8807,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_bbf691c623c24be29f5c3f3ef7f68dfd,grammar_lesson,glesson_46b84a7de49e4772a750a61d5bec8cc9,5c92cd5a313c275fd0d04de5573f805c91af55d86634d6e3408f529c40e32dd4,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_2bef0cd2cb994632a328ca2c5ca28924,grammar_lesson,glesson_77b3c6754a5e4c1d97dc166a76a2db8d,0ab153e4c606dd1c5ea675bf34295fc5489a56ad9018a18576f200625c1982aa,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_cde53efc283e41338cca29305a11ecd7,grammar_lesson,glesson_b49ce6a5128c454fa3be3acb1540abf7,e74bcf2255ff72e3de1c030127e5ea4a001f9baa045000a979045925f565ad8d,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_dd70d39d905845dfbe7bac00445e0ba7,grammar_lesson,glesson_15acb1d75c46459f99b079ced557b9b0,6b75bcef795b49b45900cb919e68ddc44aab9794e64d2de5b03b68ff578dd85e,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_c4c811b0321c4cc8bbc882ebd18f8f19,grammar_lesson,glesson_e8f9265e5c9d4c4f8dcdc6d045857372,18e4447e02048e250a3add43e22c7886d92afc19375063a30f163ad18141cd42,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_a3ccb539d6e84ca58a23e1b7898fb0c0,grammar_lesson,glesson_8b55af09f88745a6af81c4cde9573d68,73542bba066a8a3afc406a9f33b3ae702b01eec988b21210dcdddf09e09ce54e,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_b33fa57d62d94cd789881df2a1c31dec,grammar_lesson,glesson_ae778daeb15447bea503c3e2bea7e4a2,6cf2eefda093dbf1a178c3fe808c0569d130c36537a25373c16f61cacc6ca972,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_a7ae48fe82c643239a02c2cec9801ef5,grammar_lesson,glesson_36e95abd2250415aa183464effa23390,115ff1f739fa24a69bb994205e10407545ca75f0e192f0c317d39cf120c856a5,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_a6f39903055341ba8e0ec884c3241810,grammar_lesson,glesson_bee3f7b4aa384c42b6795c0adb6d56f9,1e0d0ce2af1a470ca93d67925be149d31cef8c8e8d32b66c939a01554a4f692d,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_a7172eedd45c474d8b03f24c89c3312a,grammar_lesson,glesson_5de2d33fd67d4f0ea3f7855d4e242d82,cb62d1a7b90cba81a85c6c44cc9903bd1d13ce2be72b6981326b8b47fa2afe33,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_f38bdd241fac4a3597e5ecdd1d9d93b7,grammar_lesson,glesson_6d88ea2c75964933848765ca878452de,975c7bffea10c068e397cf5bbf255765944a1abfeba4d58c60ec57b0712377e8,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_3b1b01cfcdc4444e9430240d9cf683c2,grammar_lesson,glesson_d7e5255c5b514cceb4c30bfa044800dd,78cc33dbce4a466d2dcdde253f21851219f07599b0f60c439226a434d9ecb0ca,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_cfc1dfed9af24eefb6c888fa1517b93d,grammar_lesson,glesson_5bedc574f1b04b7d8102149208a70c88,cd6c0c54f7f60d3d08e2dabe8e0905a905a4ff7561df6b6fa2a4051476ed2034,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_603b892cd7c3472b8d0496339309e181,grammar_lesson,glesson_20fbb3d2482a4bb1b9e153a9ad33fbdf,072efbce545503f14832cb12917c02a6d508ee936b6f116863b6d19feda11575,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_1cd5ac20f06240f387aa3515c9a9549c,grammar_lesson,glesson_e3981bef253e46c48e9f20daecf6002f,13fa9143d278bb416a56a5918c4c011f212ad242ebbdfe3346fb0924e9565a41,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_1de7f37d76b04b3782422823c49d241a,grammar_lesson,glesson_1c115b4f31ce47338c90eacee08d91c1,64d90203418d7bf431adbe5327e65884bb6e0b4128dcfda0609e4bf4757361a9,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_6c8f83eb45cc45d9a54cf6a430ee5c65,grammar_lesson,glesson_05bde99c7379415a9e1067abc6f1e4ce,a3e74e35e5b29a3e9325fac543af37e3e7d63bf00a74c629be0191fbaf9639af,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_a296d32b6f77475f92a4092a9b10017c,grammar_lesson,glesson_5029adfdc6f545af98383219c99bfa91,500c5c858314836b4959f2fd164f3c15560fa7e5b3e191240ab70b5eb05bf943,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_fb6af01a0b8048e1ad8b21780782d8a0,grammar_lesson,glesson_badca6da43d5461281a859c1d488ba49,9cdbc7e1b63930523d1c562f7588559a1d73846cc769a797f95380de3089ffbb,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_579a9214df464e80ac32f168221f2f54,grammar_lesson,glesson_9ef8d5cea59d47638f54e8f4a61765e1,8f0644b54028f7e91b15fd8dc2933dae471fdef6ad65f61869e11b7b8658831b,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_f0503416b127470c9683f60f339a1740,grammar_lesson,glesson_8f0d645b2a3f4c93abb66903f3c5558f,5501386d97a989f763e3c1eba627eabeeacff19d89ea07106d5e68cce2608763,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_ffe062f74705467e949970e0d32878a8,grammar_lesson,glesson_47f3b0ed04bf4a36a6956dd0695c632a,8c62340e7c14303dc6e23f80e9f4f3b66b5da3c41a39d920cc95a63feec6931c,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_d2621db9eace424bb839348a8eca3962,grammar_lesson,glesson_01b862ef28b441d2bc831c4224c8cc4a,a78c4b397950097582312dc15d13bbb5e4960ef4d54f0304a419a5fe878de399,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_1c9ee41f8ad04c07a7ebf4e905b545bd,grammar_lesson,glesson_f31d698d638445f1a9feb41d157fe04b,c00f64dbd46bbcaa1164b883423bf8dadd73420616f99847d04c4ce70fe6609f,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_7ec4c6c416994516a84da6f13e5363cd,grammar_lesson,glesson_ee41e6416f824d27b1eb8c57691de21b,56cfd20cc0e79859234e3125d2f8e82b8ee7b4fdda60009bd5182611d353af95,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_160ebc07ee2644998f217028820a1ab2,grammar_lesson,glesson_ede1b62f33a6494a85014b585331b428,d166d77b93f7f52223a7623a4ed525c07f858eade81e1124ff689b1f9e1f6d05,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_b8d2f3e8926b490aab71bede1bdee69c,grammar_lesson,glesson_c3771e2abd7742728367260732b013c7,392baf9299300c8967444c37ab717b3a17b6c9dceb001924e04e807ff84551c3,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_9d9f264819ce448184c67c5cbdc2962f,grammar_lesson,glesson_ffbf32e9af2f483ea949c0ad313f0001,05c3bee7b4278d616301ac6757850423e2c38aa1cc4c750a51c2f8331faba598,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_1aac8cdb9b144162a72da73bb2e770bd,grammar_lesson,glesson_a6853982d0af406fa888be25a7d45bd3,8f1d47f01b414a1df5bf097176c1807c6fc9a05649961e3d300432078cc3a400,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_305b3a4923754f0fb764af772e578e9a,grammar_lesson,glesson_52acdf2be231401cb6641db150ed1b78,592c4201ed158e238caf4f4f7198d06feb970c612d609b3b20aec91b046b4368,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_ced056bd67a94dd28e8772e27ee1db3a,grammar_lesson,glesson_b26122dc1f28458583e65e8d71623385,a88361c75d628edc415bed84c4baefe41b9e3a92581b1703b47ec7855610588e,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_9d71bfa7c19a4a7fbdc90656cfa34e43,grammar_lesson,glesson_a35f4c8b3a7545ddbd5495e9946d2dd3,6d5b2207d466b25958a366ddbb8eb66c7394fc088cc583aa3e2ec0bf05df1ada,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_9664e6f6f49f4e97a4d769b9d52638e2,grammar_lesson,glesson_a7c3f16190ef479f9dc90866f0f19fd3,3e64a5edcb1df09642dcca68d25b7756e8cf49351212176e80a7d5b17bf237b4,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_6a318c0c37e049968709e6f427354ded,grammar_lesson,glesson_8406c000714148ed93355a655ae380e4,96f87df7098ef6c48d6d57cf07afc06f8e283500eee2607ae4adb8dd9ff16091,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_64e7b7c2c36c4088b79af35f81ca80a6,grammar_lesson,glesson_8cd3774517fc4724be7340812ecbe749,02561cc687cadad240306ecd1f7eb9af30b28ee19c2b832d83af636869b0bb5f,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_90df9c05c70241b39c2f3dfd56977d2d,grammar_lesson,glesson_3eb252ea7d424841a3152d08aa6cc546,6d43f5f30c9586d1c41cd05392aedabda71221fe0aa5ee314e5b322686368ba4,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_82408c870dc34488a88756fd78e28987,grammar_lesson,glesson_6ef576543f8541009ddc1864bf774cfb,08fc7ad718c0a8711bfc4593068871ef048522af9d328a9050e03fd54bd5228a,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_619d05f0d1bb4a9f8c6032e2dc005695,grammar_lesson,glesson_0d882781e8774e09858c603addc4ffee,b6c8c3852c47f4dcf30ca7ecba28357daf60b2cd808021df1e6eda4424c0d14c,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_a07955e3543a488398ac7eb8cae6c1ac,grammar_lesson,glesson_ffe80b1988b84769a16676ccb04b2e61,2a2974a0500c49a0d990f25218858f2494eef7e6a9e634bf15c6f4346e90b5cc,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_e54716b6d88145d1bd01db0da2bea0fa,grammar_lesson,glesson_1498a4583ff14c99892cf06f0b72f6e6,0975376180cd65f444a8760ccac8be909dca35238c4881820fc8814ed59f3a42,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_86571af22c0e467b9209f1f60a99a409,grammar_lesson,glesson_993586dc6e8f4916b41298d63695c08d,075183f6343d0daa455a5092d900755701216b3aaae011c9b42bb9af66a65380,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_5b1aebf0f07b4fb885f2ac1ea2f20ab8,grammar_lesson,glesson_68db8b2f6deb4411af949bf10e1bb513,02117f3212d697973de678cffece66dbf0901be815cbbe213f6c2157f15a08d5,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_67be01f54fe34355a6ed228d62ed9bc9,grammar_lesson,glesson_03c64f5939e34fb5ae2e9318a50693cf,1303213780b90960e29945216cf9a1302caefd06ea1062653678850801ade6ea,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_28a4478f721c459d85ad680a75f57448,grammar_lesson,glesson_cd8a7497afe54bbeb49b0343599ed9ec,f195833dccca5669d8ba0eaa58e500033cd070d4857427278e35f68ee356c282,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
review_3388d45d2e5644b2b55d109cc31aeb3e,grammar_lesson,glesson_6f0127d426cf4bf68701631287733166,92acafa1ececed777d7ca821fe74d994b7ebe62eb4e35f551ed3d4d113e9a072,in_review,approved,codex-hsk2-cross-reviewer,agent,2026-07-13T16:01:44Z,Agent editorial review for the HSK 1-3 Grammar study page.
