grammar_example_id,grammar_lesson_id,grammar_pattern_id,sentence_id,example_order,context_note_en,example_kind,review_status,notes
gexample_5b24c462aa044d5f91369d01aa97aaee,glesson_f5920fa0a3c042a48c647c76dd37c313,,sent_1dbd1d4b62b8422d8c710c88943250e0,2,,variation,approved,
gexample_8370f8a046424dbaa24d4a8e802c9c24,glesson_21bd039e25d64151956190fa42876f2f,gpattern_165b1e8e992f450abaefaca081a9dc9f,sent_d44b58a078bf4b9eb53fe4ddb0483d40,1,,primary,approved,
gexample_986849ae57014c93a46cd716b8d457a9,glesson_21bd039e25d64151956190fa42876f2f,gpattern_165b1e8e992f450abaefaca081a9dc9f,sent_8ededb83e61e4d1e9d0d7c9dbc2e46d7,2,,variation,approved,
gexample_55815d6472fa400dba44bbaae76431ed,glesson_7152d114a79049a4993f58b6c7847994,,sent_5bafcd334a734a4aa841957de3b847f6,1,,primary,approved,
gexample_a7baa2c61a23455ea2b74312ccac834f,glesson_7152d114a79049a4993f58b6c7847994,,sent_a926e0b8bd2d4e12b63bc363493b57c7,2,,variation,approved,
gexample_9c99b8f9d57a4454b2dea633747d9372,glesson_945b84d2096b4309acee40e0e2adbc2b,gpattern_8a41faf69f4a49599bb6d9520770fb1d,sent_e1bb324946d4447b8b0e46f5620d6e26,1,,primary,approved,
gexample_1391458727414af19beea6cfbec1a593,glesson_945b84d2096b4309acee40e0e2adbc2b,gpattern_8a41faf69f4a49599bb6d9520770fb1d,sent_d345335b423a49e79a45db26ac2f454e,2,,variation,approved,
gexample_4bfbed213de44105bf69a4fa9a0500b8,glesson_558b9ebc01934fa89f4eecfe76570426,,sent_2887ac6f6ec542afa83b5cfd13ccc0f1,1,,primary,approved,
gexample_01e7043b830740c39ed5656f0e61e01b,glesson_558b9ebc01934fa89f4eecfe76570426,gpattern_1ec45bbd316e43c88cb47fdf891c8946,sent_9e4054bbb2f54a52b6abbd9f65d21566,2,,variation,approved,
gexample_b221023dea524363882ad43c7bf573cb,glesson_8e74d0cdc0324dcaa7ace1d175619c98,,sent_8554efa3cfdd4bf59612436fd54a2a5e,1,,primary,approved,
gexample_74451532160a4f80a6b2caa9f822b46f,glesson_8e74d0cdc0324dcaa7ace1d175619c98,,sent_4c77126929fe49fcaeb5f503f1c5fd68,2,,variation,approved,
gexample_d8f56ce24a88448db470debb1fc82c7d,glesson_b8e097ea884c4549b8f6422ad2a796a0,gpattern_b8f437d423d84d90bfae5bf196bc5580,sent_69a99a16da854ec28225307c590bdba3,1,,primary,approved,
gexample_88f448fab85549edad51537d3556a01a,glesson_b8e097ea884c4549b8f6422ad2a796a0,gpattern_b8f437d423d84d90bfae5bf196bc5580,sent_ba3fc3abc88d401d888cda5bbaa4ff41,2,,variation,approved,
gexample_d1dd72289466409abffb82fcda5977cc,glesson_8b0a999cf2e14b5ca047ac7de31d2997,,sent_5de64b56fdb140ea82949af953891504,1,,primary,approved,
gexample_9e94012cbd24447490c03664d63e3f6d,glesson_8b0a999cf2e14b5ca047ac7de31d2997,,sent_27e7b60f1b3c42f798d9a5d2f48d62e2,2,,variation,approved,
gexample_bdc3f03b9c9b433ea8751a4f9d894049,glesson_a91ecbb9ff784ac392a137fb2dbd5cdf,,sent_1dd1e93e80d545e19051558f6a3d9e2a,1,,primary,approved,
gexample_dfe6654b0b1347b9af4e5cf42eafbd83,glesson_a91ecbb9ff784ac392a137fb2dbd5cdf,,sent_28f2f407dcbf4b3bb66883d7351d1f0d,2,,variation,approved,
gexample_ea32b89407114fa0888edae9b2f7ed65,glesson_a91ecbb9ff784ac392a137fb2dbd5cdf,,sent_e9dcfae558104a75b9a36590f3d2678d,3,,variation,approved,
gexample_a1f4821b82f84cca80f5959d70e8a55a,glesson_a91ecbb9ff784ac392a137fb2dbd5cdf,,sent_fcbe4d6c0caa40b3bab37891339267f3,4,,variation,approved,
gexample_28e77e9aabef424c96324917b249d757,glesson_9e1e81c523f44c8cbc6c147e92033433,gpattern_2ff9bab40b9f4b37b149d34c0d0e8827,sent_333a743221584caaafee15ee2f8b4af4,1,,primary,approved,
gexample_544e10f8e1054816932cdb9013f316b2,glesson_9e1e81c523f44c8cbc6c147e92033433,gpattern_2ff9bab40b9f4b37b149d34c0d0e8827,sent_bd88f0cb3ac34edf9c444191488b94eb,2,,variation,approved,
gexample_414a84619c8e40b6978452169a5d70b5,glesson_9154adcdd1eb445d81f9f1b9e0f52031,,sent_64f86d220af74d46894a6bf2abbb1837,1,,primary,approved,
gexample_e29692fae9bc415990e3f28e1f433052,glesson_9154adcdd1eb445d81f9f1b9e0f52031,,sent_46f9e55c48a4464994cccad4a510ac32,2,,variation,approved,
gexample_fda1551acd434c499f95eb3ab3ec4415,glesson_9154adcdd1eb445d81f9f1b9e0f52031,,sent_30d74ae0d0e744b4905e3c96f11abbcf,3,,variation,approved,
gexample_a140f68ed2cb4d0ab879baa4206b729b,glesson_9154adcdd1eb445d81f9f1b9e0f52031,,sent_203d17c55f7a45d389586ef5341e71b6,4,,variation,approved,
gexample_bc91855c2d99445b891c6cbccd2792e2,glesson_5e7829e104354662a78adeb2b1d2dff9,gpattern_c0d6f5eec84c41b39c642bc6775e014e,sent_1844891c0d9740daa8f000cef1053fe8,1,,primary,approved,
gexample_710bbbe2cfd84255945b002bba975b7d,glesson_5e7829e104354662a78adeb2b1d2dff9,gpattern_c0d6f5eec84c41b39c642bc6775e014e,sent_f1e0d20ee78e4c59a97bb4962693ed99,2,,variation,approved,
gexample_c7a02f9668594287a764079943dbf2a8,glesson_80527658633340f598660551f1dd2e41,gpattern_1d2ce7c2e68944a489007003fd915c43,sent_3b7b5817286840fda406a47b8840c7ea,1,,primary,approved,
gexample_26f3d030bb624190bf54f9b44535641c,glesson_80527658633340f598660551f1dd2e41,gpattern_1d2ce7c2e68944a489007003fd915c43,sent_b44fd8758d41430ca23c7fd8c3c8402b,2,,variation,approved,
gexample_e6aeb5dba54c4c259c560955259f8cfc,glesson_125dc9b62eb74fe4bbc800701647cd66,,sent_19833278bb2a4e73a0a1d0b657ffb51c,1,,primary,approved,
gexample_3fd0dacaea3c4764a83aa6d77f45f052,glesson_125dc9b62eb74fe4bbc800701647cd66,,sent_1856f47d4ded4cf1939dca2fde85befb,2,,variation,approved,
gexample_5e66f5204e9c467780c9a3dc8696c768,glesson_125dc9b62eb74fe4bbc800701647cd66,,sent_d84e6980a2494cbeb538d8bca71e8c38,3,,variation,approved,
gexample_50436c41a2244ab29ebe2b7ee28e7829,glesson_125dc9b62eb74fe4bbc800701647cd66,,sent_07972494eea1458195a490e00ac70361,4,,variation,approved,
gexample_bb32d201885a41ca85ab283e572bd375,glesson_125dc9b62eb74fe4bbc800701647cd66,gpattern_97b7ece99f154ce09bcfd346d170ae37,sent_c5a8b9a56f5449d2b70f0ff1408fd3fa,5,,variation,approved,
gexample_a12790946eba46798201cabcf211137d,glesson_cd8068aa406c4cf9973d0172420ae334,,sent_c3e21222c7e94778a961985a3d79a040,1,,primary,approved,
gexample_84b2b00cc775483e81c83d40257ab56c,glesson_cd8068aa406c4cf9973d0172420ae334,,sent_c35f46d1af454b16a0cc691e2fca8fe8,2,,variation,approved,
gexample_1daa0aff7a6c43fcaa3075bdffd57cf9,glesson_44413e91370f40a69c2f6302b2076397,,sent_8169a1e15dc14f09beddc498eda5d9ea,1,,primary,approved,
gexample_91432b4264914465b8d3ea7d683311cb,glesson_44413e91370f40a69c2f6302b2076397,,sent_426163480bda486cbe6e645433217bec,2,,variation,approved,
gexample_1834ae400a80478caf94912a5e561502,glesson_44413e91370f40a69c2f6302b2076397,,sent_4e0bfa330ad8477db2990d30c11b83b4,3,,variation,approved,
gexample_fac584e17610409cb100cb7b86113b9b,glesson_48ee165d96084cee99e07d3fc899fa39,,sent_3185264171f946498b99abdefa057b39,1,,primary,approved,
gexample_8468c8dd777742f882afbbb3b854df22,glesson_48ee165d96084cee99e07d3fc899fa39,,sent_e4dca811d15342aea9afb71111f274c9,2,,variation,approved,
gexample_51994b263f3243518127ebf495420dd3,glesson_48ee165d96084cee99e07d3fc899fa39,,sent_1fd121b737324c4c9bcb98d285fabbb9,3,,variation,approved,
gexample_620d7923e37e4d08a1034f9f65cfd0d3,glesson_48ee165d96084cee99e07d3fc899fa39,,sent_1631d190452f490bb60a4bb45c390b66,4,,variation,approved,
gexample_bd43736ae71f441a946cfb0e815487d7,glesson_7120c20f6c874ce5b1af39be029dfd59,gpattern_ee8e5b72ad704a9f868fa4f5ae48d856,sent_0645e2e9c4494c11a9ab68a534c0a6c9,1,,primary,approved,
gexample_68000336e71a45cd9211e425780b42c1,glesson_7120c20f6c874ce5b1af39be029dfd59,gpattern_ee8e5b72ad704a9f868fa4f5ae48d856,sent_1622af2c566a4f7f99cb3502ee24b6c1,2,,variation,approved,
gexample_0a378ba0a805427d9b4132ddfe998807,glesson_2ada6849a2bc4a1f9e2abad367cf7408,gpattern_00516c28863644aa8db999b3434bad43,sent_70e5676297464083bddfbfbfe70280c1,1,,primary,approved,
gexample_0bf5339370c9412aa4d29ef9bbc60c5e,glesson_2ada6849a2bc4a1f9e2abad367cf7408,gpattern_00516c28863644aa8db999b3434bad43,sent_bbaf2d917eaf4f688870d694ce6b55a0,2,,variation,approved,
gexample_6f7e79550f8e4a4dbfe0758c7d8856e8,glesson_1f5b7591c8de4534a071d4e868fa3f63,,sent_5a9eb4b7b1be497daba208435930181a,1,,primary,approved,
gexample_f10e690724064736866913b03ff53abd,glesson_1f5b7591c8de4534a071d4e868fa3f63,,sent_31e628d651ca40cd8283b7a4b7f1e401,2,,variation,approved,
gexample_8e404e12f7fa45b887a0b5d33087a9de,glesson_1f5b7591c8de4534a071d4e868fa3f63,gpattern_e6d2566946924674b64435c04322d149,sent_9d088786bb6e42f9bd8e1a26b4668ec0,3,,variation,approved,
gexample_fec31711d6414270a08b8d85d6459991,glesson_c9eb971d6b9c48a191b9422e545b52e3,gpattern_295fe9f72fe5487984319bca28cb6922,sent_3b43e9686b324905a1a46bcae857fc70,1,,primary,approved,
gexample_4a1e2bd0653c4442acd2c0f7beb9d87c,glesson_c9eb971d6b9c48a191b9422e545b52e3,gpattern_295fe9f72fe5487984319bca28cb6922,sent_61282d26815a4d0ea32bed404b4bc2c1,2,,variation,approved,
gexample_58a738a012c74dc1a41c6c9e8fc11db3,glesson_32b7676dc1714d9390f46157a5251722,,sent_68f62e322e524c46817842c1b776dd1a,1,,primary,approved,
gexample_5b063d0555734638b455daad17e3d905,glesson_32b7676dc1714d9390f46157a5251722,,sent_4a67e27cabf041c4b961f2595596d779,2,,variation,approved,
gexample_6767a27e97ff4943a13621ea107f0c1c,glesson_32b7676dc1714d9390f46157a5251722,,sent_5e58a67044ad4624aeb9d94314c84877,3,,variation,approved,
gexample_4766766d5b3f48afa08657ff85d2c2e4,glesson_32b7676dc1714d9390f46157a5251722,,sent_b132692613144d89b866f53bd92d6780,4,,variation,approved,
gexample_8de4b219f57a40ff8ef3f2f30bd34a4f,glesson_32b7676dc1714d9390f46157a5251722,,sent_23aa89587ff4400cb38380f55a113a24,5,,variation,approved,
gexample_dbd6b13e94174ffd92af1bcc1532c3e7,glesson_32b7676dc1714d9390f46157a5251722,,sent_517fadd24812452cba21b2ddab4253b1,6,,variation,approved,
gexample_1a1b6db3e4d644d6ab40d6fd9b88a280,glesson_32b7676dc1714d9390f46157a5251722,,sent_e49d07f5a3214402b04b27059260b1f3,7,,variation,approved,
gexample_026b8b49ef9e4ba7ad9050e8b92f7d41,glesson_8b5643c69b5541b087e6806ecef94f7e,,sent_91fb6ac727c143ff9820f00dc6888cde,1,,primary,approved,
gexample_cba73f3418984f249fc4b0f243602a36,glesson_8b5643c69b5541b087e6806ecef94f7e,,sent_49e2e3ba3ebd4014b4b8ee7e06c18bc5,2,,variation,approved,
gexample_cac02c86d79249e09a9d205619324491,glesson_6eec0008af9b4d6fbc582149b6303e6e,gpattern_6a5bf45b22ed4fe4b6f517c26e86bde7,sent_6edb84541c9e4690b36c4e23ab24af71,1,,primary,approved,
gexample_36c25f07c9044a8889b6cb00bce1978e,glesson_6eec0008af9b4d6fbc582149b6303e6e,gpattern_6a5bf45b22ed4fe4b6f517c26e86bde7,sent_05003ff9335c45ebb19a2b3f6f48aae5,2,,variation,approved,
gexample_10325cac6dbd48a68ae8298734c16024,glesson_645bec7bf7d34fab8a8a2dd3559217e8,gpattern_d09d3f2e23884000b45daa5f0c6d0ccb,sent_06f232bebef646ada69eaf6e97b76903,1,,primary,approved,
gexample_e2226f2abb684c3aa6ac67febb47df3b,glesson_645bec7bf7d34fab8a8a2dd3559217e8,gpattern_dd469d3ee5c34a78bc0d498c1185ee33,sent_6108a2b4d2594e08b9ff3475b02b8dfa,2,,variation,approved,
gexample_abfc9162eb744e18ae1560eab69c12f0,glesson_527c85c04e5b411f83b5db806dc52df8,gpattern_59cff157eace4f7e9440685cc7a1b0e6,sent_5c367d36c6024d309e33108a3d61f951,1,,primary,approved,
gexample_ee20a5da4c784e9899f395d3e06897e9,glesson_527c85c04e5b411f83b5db806dc52df8,gpattern_bdd14334207d4565b93c7070f1cdc5f4,sent_d277b2eb2d8f4389be10bc6f2848fb23,2,,variation,approved,
gexample_00350ca8d2d640e8b0a98307fb9108c8,glesson_527c85c04e5b411f83b5db806dc52df8,gpattern_3657b1d6972b472d8123188ceca83121,sent_7b10082c89254f33bcf7ea51c6c59c28,3,,variation,approved,
gexample_19c48a38ca7f4c34b4dc77abb2211ab5,glesson_55984ca37edd412280de4d44daaa9275,gpattern_ba4976d71a444475af1772c373d452c7,sent_0ec4b29b85834510b9d2ec657e30c8a8,1,,primary,approved,
gexample_da8c85455cc8473e8ff4d6c682c853d4,glesson_55984ca37edd412280de4d44daaa9275,gpattern_ba4976d71a444475af1772c373d452c7,sent_37ce46d7076044088512418d621bf2eb,2,,variation,approved,
gexample_5667106dd8f440108ff9db8ef18f6a26,glesson_6d2bab0c242a402a809aabb3179c3e00,gpattern_7f9a497f098043f793451eed1f61b46a,sent_bea441a71b724a668a106e54f0206546,1,,primary,approved,
gexample_f612afdb49fd4c63be3fe86b0850a7d3,glesson_6d2bab0c242a402a809aabb3179c3e00,gpattern_7f9a497f098043f793451eed1f61b46a,sent_bd8d96ac38db4543bad554446ee91a8d,2,,variation,approved,
gexample_43a669e90c724f2692d088f0d972bc6d,glesson_5e8e696279814a90be92d5a941dd0a09,gpattern_216cb31200b44e759f50bbfb27d5a624,sent_70b5e5085f174e9b879fb7c034efb544,1,,primary,approved,
gexample_b4b36f7b7e14491ebd7ebb9161f9fd46,glesson_5e8e696279814a90be92d5a941dd0a09,gpattern_216cb31200b44e759f50bbfb27d5a624,sent_747c307f62694c47b2dc0c6988100267,2,,variation,approved,
gexample_036263a68b2b40e5b8a504da4b95bfb0,glesson_77963a8dd549420597887a52f0701f48,gpattern_1e52a428c8934e4ca1ab524b6d420fb5,sent_d53cb8ed112c47268c736e8e1b5393b6,1,,primary,approved,
gexample_3c27e6325d994619aea51b62501ddcde,glesson_77963a8dd549420597887a52f0701f48,gpattern_1e52a428c8934e4ca1ab524b6d420fb5,sent_2d616e21bc734171865acd64724d5f9e,2,,variation,approved,
gexample_bd1aa6584fed4a258cc1c77b5eac05ec,glesson_a0dc28dcfc874f248315ca3e394ff720,gpattern_938ea5befd3c49dfb833c32b48aea7e2,sent_87d558ba81a04a4a981977575af19e76,1,,primary,approved,
gexample_f8475265ce8446b490e043ce85df13c2,glesson_a0dc28dcfc874f248315ca3e394ff720,gpattern_938ea5befd3c49dfb833c32b48aea7e2,sent_feae604de65b46c3b8b9d68015c88d97,2,,variation,approved,
gexample_81ebf0791f9c4b00b06ebc336b0ceaf8,glesson_db995a72a5ac4c5b855161e5e39a7d72,gpattern_a68cdaf93b034450b607383165e5d53e,sent_802ce5951f3a4c7ba17462567143939b,1,,primary,approved,
gexample_952e59c00f484419a2b6d4b781dd8a99,glesson_db995a72a5ac4c5b855161e5e39a7d72,gpattern_a68cdaf93b034450b607383165e5d53e,sent_37d893c3d8ff4c08bac852c2cd4d727a,2,,variation,approved,
gexample_781a2813adce4865b08d5f4ac4b8de92,glesson_46b84a7de49e4772a750a61d5bec8cc9,gpattern_b7fdec329f444b0c88a9c0b32ea1ebfd,sent_d79c3684731a4688ab4e2538a1c78fb5,1,,primary,approved,
gexample_ed20db21759a49c6b6eb286275680339,glesson_46b84a7de49e4772a750a61d5bec8cc9,gpattern_b7fdec329f444b0c88a9c0b32ea1ebfd,sent_b8fdd5723317455fa0246e0e61e08c08,2,,variation,approved,
gexample_debd8a07a5694eb297d262437171d152,glesson_77b3c6754a5e4c1d97dc166a76a2db8d,gpattern_d4ce203348884f0f988456cd146a19b9,sent_d035aad2e2ee4b62a53d6f1915b9e276,1,,primary,approved,
gexample_af981f05c1ca45088f23009146b3fda3,glesson_77b3c6754a5e4c1d97dc166a76a2db8d,gpattern_d4ce203348884f0f988456cd146a19b9,sent_cfa9eb3632a5451f9511be334faa05b9,2,,variation,approved,
gexample_860c8b7d94e244a8bd87479ad082a02b,glesson_b49ce6a5128c454fa3be3acb1540abf7,,sent_db982fd976f541caa26a05290097f5e8,1,,primary,approved,
gexample_5a5aa6a89a8d4383b40eb2b17d2a7bb6,glesson_b49ce6a5128c454fa3be3acb1540abf7,,sent_f2ca0b4328d044ecba420f625f47e222,2,,variation,approved,
gexample_502f41cff70a4798a06b834820d31aec,glesson_b49ce6a5128c454fa3be3acb1540abf7,gpattern_99a19f6af81a4e3f89594fbd33ec4081,sent_545e3079514b4ef88cc10d9d0470c239,3,,variation,approved,
gexample_e2c7d58a14e94b4a8796cdafc7590a91,glesson_b49ce6a5128c454fa3be3acb1540abf7,,sent_7d1293b47f9e46de9e45d1dad4093d4e,4,,variation,approved,
gexample_4e7c35a7e5564ffeb4e81cb69dbba805,glesson_b49ce6a5128c454fa3be3acb1540abf7,gpattern_8b8de0a5cafa45b98d43cb6111c32838,sent_1b46c2f85614483abaf648137698414f,5,,variation,approved,
gexample_e22c0b0092d2414cb83baa9e11c6b300,glesson_b49ce6a5128c454fa3be3acb1540abf7,,sent_a6e590aa1512432d97e48c3c02f9c6d7,6,,variation,approved,
gexample_975cf1be814a4300a0bfc990b9ef55e3,glesson_15acb1d75c46459f99b079ced557b9b0,gpattern_f29eb98d3b3e4c8d92d44e5998d95f36,sent_f1b88a1122d6496fbcbb8b2a1c0d5c7d,1,,primary,approved,
gexample_87d719739f0a49b78931b8c77decaacd,glesson_15acb1d75c46459f99b079ced557b9b0,gpattern_a4f7a288649042fdad3aa5a0eb4ad491,sent_6fa5df43eb4246248781d0595c4452e0,2,,variation,approved,
gexample_5de41acf6f6742eb910e0d1bcea9fad3,glesson_e8f9265e5c9d4c4f8dcdc6d045857372,gpattern_b85e0faea6034c4d916253ed2472cab1,sent_25999e6bdf2a49c28f66a79d5fc541bd,1,,primary,approved,
gexample_a570a09b0a26430b921f4abcdd805371,glesson_e8f9265e5c9d4c4f8dcdc6d045857372,gpattern_b85e0faea6034c4d916253ed2472cab1,sent_ba9795dd27e24f0488b91a003439acb1,2,,variation,approved,
gexample_529ade19061d4723bd87261871bde4dc,glesson_8b55af09f88745a6af81c4cde9573d68,gpattern_24369c6380d44d4d9095c159e96a301d,sent_e1f07060d76d4a909e7bab68ef5a2365,1,,primary,approved,
gexample_2e2a23094fee499990dbc5252913a554,glesson_8b55af09f88745a6af81c4cde9573d68,gpattern_24369c6380d44d4d9095c159e96a301d,sent_32f5e574b5cc4427ade7c7f415b6ee05,2,,variation,approved,
gexample_d0b3a100cbf347a3b5c9a00c8e2579a2,glesson_ae778daeb15447bea503c3e2bea7e4a2,,sent_adca2cd55ada403bb44bc208e77a80a9,1,,primary,approved,
gexample_ecb009d44a9f4267a350b129064a25a9,glesson_ae778daeb15447bea503c3e2bea7e4a2,,sent_1e8e24c0fa3e461e9510b68e57fd7270,2,,variation,approved,
gexample_5b2359407c854562893e4e3a9a7b5add,glesson_ae778daeb15447bea503c3e2bea7e4a2,,sent_9eed3c8cccdc43b29873d8aad6165507,3,,variation,approved,
gexample_f405f876bfc448788c15afb99f765f69,glesson_ae778daeb15447bea503c3e2bea7e4a2,,sent_46a8ea8ed11e4ae99fd583aa61d38aac,4,,variation,approved,
gexample_0300338770b540059d3a48e032887ee7,glesson_36e95abd2250415aa183464effa23390,,sent_caee7daecd4b4e8c91e45e4497e98c4c,1,,primary,approved,
gexample_a427b4012d2b446abd997e9f8d14d47a,glesson_36e95abd2250415aa183464effa23390,,sent_88c6a056876740848cbc12a90aa2b0ca,2,,variation,approved,
gexample_34abbbf7a6ab4030bec3fff37d4eb0c5,glesson_bee3f7b4aa384c42b6795c0adb6d56f9,gpattern_9cf55261b7ac4bb1b66ca6541f2c75db,sent_3de32e3536684360b92bcb34d2969e39,1,,primary,approved,
gexample_3f693f020a3842f8b04728e362e2b40b,glesson_bee3f7b4aa384c42b6795c0adb6d56f9,gpattern_9cf55261b7ac4bb1b66ca6541f2c75db,sent_35293039cf7b4ed580e978726e6bd895,2,,variation,approved,
gexample_48a957dfcd67488f844b5e0f037358de,glesson_5de2d33fd67d4f0ea3f7855d4e242d82,gpattern_65428227d3ee47a8af206bf15ae8f01f,sent_c5d0dda025b84d978cab74e7b84a7b0e,1,,primary,approved,
gexample_e3f93b95097641039f30df0029bb3fdc,glesson_5de2d33fd67d4f0ea3f7855d4e242d82,gpattern_65428227d3ee47a8af206bf15ae8f01f,sent_433f5fdcdb204dc5bd3f2909c98b62f7,2,,variation,approved,
gexample_320a74063f6844809e60df23a0873e64,glesson_6d88ea2c75964933848765ca878452de,gpattern_17bf3dbd058f4ffe8f9c76b79611d798,sent_67fc474bd3934a4c960b3d40b3f84113,1,,primary,approved,
gexample_578bdfb13c9a4fc5b9337ffc18cdfd54,glesson_6d88ea2c75964933848765ca878452de,gpattern_17bf3dbd058f4ffe8f9c76b79611d798,sent_2792259abf4a47298e01671113b2f33a,2,,variation,approved,
gexample_3b5aa5af8fca4ac7978dbae8291af38f,glesson_d7e5255c5b514cceb4c30bfa044800dd,,sent_852da9837587474580a40442e758e180,1,,primary,approved,
gexample_f7dbaabcc28242239527fa55d249a363,glesson_d7e5255c5b514cceb4c30bfa044800dd,,sent_49035f354efd428089805bf2216a6fea,2,,variation,approved,
gexample_adf74389104149fe8ed36f480bea3555,glesson_5bedc574f1b04b7d8102149208a70c88,,sent_44db996af8a142edbe38525fbe827d67,1,,primary,approved,
gexample_2dbaee2b470d413ab73d4ac2654196fb,glesson_5bedc574f1b04b7d8102149208a70c88,,sent_273901a448e847379ab1c476cf366c30,2,,variation,approved,
gexample_c98d4e8d106d4be599fa3737f759322d,glesson_20fbb3d2482a4bb1b9e153a9ad33fbdf,,sent_978d3f3213e84e719ccad3fd341dbafd,1,,primary,approved,
gexample_4d9a76937b23436887d754ae24ef1422,glesson_20fbb3d2482a4bb1b9e153a9ad33fbdf,,sent_55f806c594a34759b3cff79f25bdd861,2,,variation,approved,
gexample_02a5c6492386448e8b2960031c7b5656,glesson_e3981bef253e46c48e9f20daecf6002f,gpattern_229d05349220450aa9b6e664235e91dc,sent_e3daa3da83244391bb6629869214a6d4,1,,primary,approved,
gexample_9f276f6f70e549c2ad36d358be70fd6b,glesson_e3981bef253e46c48e9f20daecf6002f,gpattern_229d05349220450aa9b6e664235e91dc,sent_0b2b403f94ac4f5b8344f00814ca5483,2,,variation,approved,
gexample_c91cdb2869e74deb809731e798e7f7b7,glesson_1c115b4f31ce47338c90eacee08d91c1,gpattern_3dcce99fa2f941dd90ae31d348f27d51,sent_f2effe8d09934cafb5c805b0c5ca1a04,1,,primary,approved,
gexample_731e096f91b34f1284dd4447bc40d988,glesson_1c115b4f31ce47338c90eacee08d91c1,gpattern_3dcce99fa2f941dd90ae31d348f27d51,sent_bfd1e6c7bb4648a893396f89496f90ef,2,,variation,approved,
gexample_47649edb3cdb429a93de33f7a078abe5,glesson_05bde99c7379415a9e1067abc6f1e4ce,,sent_f049b251c6e742299b2c5ecf7df73cd7,1,,primary,approved,
gexample_e2056209ad7e47b6a27c79c9b88ab1f8,glesson_05bde99c7379415a9e1067abc6f1e4ce,,sent_f570aa91f1954d3db142f98b68a845a4,2,,variation,approved,
gexample_0ba6cbd83193484aae65774ffe1b3ca8,glesson_05bde99c7379415a9e1067abc6f1e4ce,,sent_26784020eee346e682e286d32a7f3224,3,,variation,approved,
gexample_9c8b85eb75004802bc78bfa35b6f55b6,glesson_5029adfdc6f545af98383219c99bfa91,gpattern_c5c75827affe4e15bdaaa011b3a4b70f,sent_cc0a5f439de74aa882e289bc948992cb,1,,primary,approved,
gexample_e5fa18391a024d91ba8e6aedac88c0df,glesson_5029adfdc6f545af98383219c99bfa91,gpattern_c5c75827affe4e15bdaaa011b3a4b70f,sent_ab1700ed819c4c3c9646c9f82e0578e9,2,,variation,approved,
gexample_4acf57139da64b2ab8dba39a84771d0c,glesson_badca6da43d5461281a859c1d488ba49,gpattern_5b87735d26534052b0a91442dbd3e11c,sent_11f2878ad9574daf81ce61f28273d019,1,,primary,approved,
gexample_6616f8d80fe34ce6b5a56ae4ccf75bb8,glesson_badca6da43d5461281a859c1d488ba49,gpattern_5b87735d26534052b0a91442dbd3e11c,sent_68f9b5147bbe41d0a797a88496acf7f8,2,,variation,approved,
gexample_90f6497715964cf19dcb12a939ba8cfb,glesson_9ef8d5cea59d47638f54e8f4a61765e1,gpattern_c8090c595ad4489989315035d07923e7,sent_ed2be6f8094d4e34ae5e57e8396d1df5,1,,primary,approved,
gexample_8e15edf9522d4edea2cfdecdcaff39d0,glesson_9ef8d5cea59d47638f54e8f4a61765e1,gpattern_c8090c595ad4489989315035d07923e7,sent_875257f66de14708ac07e51d52892c6f,2,,variation,approved,
gexample_8ce5a1797e304eeb8b92656056a07a93,glesson_8f0d645b2a3f4c93abb66903f3c5558f,,sent_aa666e675ca046a8bef4712dbe30ade5,1,,primary,approved,
gexample_dcd0774cd5b64ce09518ba8be9d06fec,glesson_8f0d645b2a3f4c93abb66903f3c5558f,,sent_bcf198cc461742a8997a2ddbca1af133,2,,variation,approved,
gexample_1ab8c2db7a704216b5fb591eb8528ab8,glesson_47f3b0ed04bf4a36a6956dd0695c632a,,sent_abdde6b787f14870952de90292b0eb0e,1,,primary,approved,
gexample_e0e982a211ae4866aac6d79e7cf45c58,glesson_47f3b0ed04bf4a36a6956dd0695c632a,,sent_099fbb68d208496c9bf4f52e1e40445f,2,,variation,approved,
gexample_5c8496827181423fb1e48fd9d32b3629,glesson_47f3b0ed04bf4a36a6956dd0695c632a,,sent_4e24a8dd02034c76966308ed0ed1bfb4,3,,variation,approved,
gexample_3dd1fa6a07e24e378a482e752588f430,glesson_47f3b0ed04bf4a36a6956dd0695c632a,,sent_9581c04441904d96baaba222f5b5f151,4,,variation,approved,
gexample_5ea4975f48e14014b17d808cb6f65024,glesson_47f3b0ed04bf4a36a6956dd0695c632a,,sent_c54f07197b154b8283b9cc08869d6c46,5,,variation,approved,
gexample_b06f268adc1143beb35ed5a6fb012e6d,glesson_01b862ef28b441d2bc831c4224c8cc4a,,sent_1de88a41b0e74e1cbf2f749d173abf2f,1,,primary,approved,
gexample_27152433db0c40d9b98229fca4c1df10,glesson_01b862ef28b441d2bc831c4224c8cc4a,,sent_fd4ea38d0021445e98d3432cdcdf730e,2,,variation,approved,
gexample_5a9c2db419c64a368dba204cf279fdfc,glesson_f31d698d638445f1a9feb41d157fe04b,,sent_8f0b726eab6d40f99517ff84f3016e5a,1,,primary,approved,
gexample_14273243fb134378b548c118e4ec6548,glesson_f31d698d638445f1a9feb41d157fe04b,,sent_5335a0e95946488b8f62cca1bdf26927,2,,variation,approved,
