vocab_id,locale,text,review_status,source_id,notes
hsk26-v00350,en,to go over; to pass by,legacy_unreviewed,legacy-runtime,
hsk26-v00351,en,experienced action marker,legacy_unreviewed,legacy-runtime,
hsk26-v00352,en,still; or,legacy_unreviewed,legacy-runtime,
hsk26-v00353,en,black,legacy_unreviewed,legacy-runtime,
hsk26-v00354,en,black tea; CL: 杯 [bei1]; 壶 [hu2],legacy_unreviewed,legacy-runtime,
hsk26-v00355,en,red color,legacy_unreviewed,legacy-runtime,
hsk26-v00356,en,the back; the rear,legacy_unreviewed,legacy-runtime,
hsk26-v00357,en,to spend,legacy_unreviewed,legacy-runtime,
hsk26-v00358,en,flower; blossom; CL: 朵 [duo3]; 支 [zhi1]; 束 [shu4]; 把 [ba3]; 盆 [pen2]; 簇 [cu4],legacy_unreviewed,legacy-runtime,
hsk26-v00359,en,to draw; to paint; picture; painting; CL: 幅 [fu2]; 张 [zhang1],legacy_unreviewed,legacy-runtime,
hsk26-v00360,en,bad; spoiled,legacy_unreviewed,legacy-runtime,
hsk26-v00361,en,to return; to come back,legacy_unreviewed,legacy-runtime,
hsk26-v00362,en,to go back; to return there,legacy_unreviewed,legacy-runtime,
hsk26-v00363,en,airport; airfield; CL: 家 [jia1]; 处 [chu4],legacy_unreviewed,legacy-runtime,
hsk26-v00364,en,plane ticket; airline ticket; CL: 张 [zhang1],legacy_unreviewed,legacy-runtime,
hsk26-v00365,en,to remember,legacy_unreviewed,legacy-runtime,
hsk26-v00366,en,room; classifier for rooms,legacy_unreviewed,legacy-runtime,
hsk26-v00367,en,to teach; to instruct,legacy_unreviewed,legacy-runtime,
hsk26-v00368,en,classroom; CL: 间 [jian1],legacy_unreviewed,legacy-runtime,
hsk26-v00369,en,to introduce; to give a presentation,legacy_unreviewed,legacy-runtime,
hsk26-v00370,en,to go forward; to advance,legacy_unreviewed,legacy-runtime,
hsk26-v00371,en,near; close to,legacy_unreviewed,legacy-runtime,
hsk26-v00372,en,to come in,legacy_unreviewed,legacy-runtime,
hsk26-v00373,en,to go in,legacy_unreviewed,legacy-runtime,
hsk26-v00374,en,frequently; constantly,legacy_unreviewed,legacy-runtime,
hsk26-v00375,en,hotel,legacy_unreviewed,legacy-runtime,
hsk26-v00376,en,in that case; then,legacy_unreviewed,legacy-runtime,
hsk26-v00377,en,coffee; CL: 杯 [bei1],legacy_unreviewed,legacy-runtime,
hsk26-v00378,en,to begin; beginning; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00379,en,school starts; semester begins,legacy_unreviewed,legacy-runtime,
hsk26-v00380,en,to test; to examine,legacy_unreviewed,legacy-runtime,
hsk26-v00381,en,to take an exam; exam; CL: 次 [ci4],legacy_unreviewed,legacy-runtime,
hsk26-v00382,en,might; possible; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00383,en,trousers; pants; CL: 条 [tiao2],legacy_unreviewed,legacy-runtime,
hsk26-v00384,en,rapid; quick,legacy_unreviewed,legacy-runtime,
hsk26-v00385,en,happy; joyful,legacy_unreviewed,legacy-runtime,
hsk26-v00386,en,nearly at the point of; about to,legacy_unreviewed,legacy-runtime,
hsk26-v00387,en,basketball; CL: 个 [ge4]; 只 [zhi1],legacy_unreviewed,legacy-runtime,
hsk26-v00388,en,tired; weary,legacy_unreviewed,legacy-runtime,
hsk26-v00389,en,to leave; to part from,legacy_unreviewed,legacy-runtime,
hsk26-v00390,en,inside; interior,legacy_unreviewed,legacy-runtime,
hsk26-v00391,en,house with more than 1 story; CL: 层 [ceng2]; 座 [zuo4]; 栋 [dong4],legacy_unreviewed,legacy-runtime,
hsk26-v00392,en,road; journey; CL: 条 [tiao2],legacy_unreviewed,legacy-runtime,
hsk26-v00393,en,on the road; on the way; en route,legacy_unreviewed,legacy-runtime,
hsk26-v00394,en,to travel; tourism,legacy_unreviewed,legacy-runtime,
hsk26-v00395,en,green tea,legacy_unreviewed,legacy-runtime,
hsk26-v00396,en,green,legacy_unreviewed,legacy-runtime,
hsk26-v00397,en,slow,legacy_unreviewed,legacy-runtime,
hsk26-v00398,en,boring; of no interest,legacy_unreviewed,legacy-runtime,
hsk26-v00399,en,each; every,legacy_unreviewed,legacy-runtime,
hsk26-v00400,en,gate; door; CL: 扇 [shan4]; 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00401,en,doorway; gate; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00402,en,admission ticket,legacy_unreviewed,legacy-runtime,
hsk26-v00403,en,side; aspect; surface suffix,legacy_unreviewed,legacy-runtime,
hsk26-v00404,en,name; classifier for people,legacy_unreviewed,legacy-runtime,
hsk26-v00405,en,to hold; to seize,legacy_unreviewed,legacy-runtime,
hsk26-v00406,en,like that; in that way,legacy_unreviewed,legacy-runtime,
hsk26-v00407,en,that kind; that sort,legacy_unreviewed,legacy-runtime,
hsk26-v00408,en,milk tea,legacy_unreviewed,legacy-runtime,
hsk26-v00409,en,grandmother; paternal grandma; CL: 位 [wei4],legacy_unreviewed,legacy-runtime,
hsk26-v00410,en,boy,legacy_unreviewed,legacy-runtime,
hsk26-v00411,en,"bird; ""bird"" radical in Chinese characters; CL: 只 [zhi1]; 群 [qun2]",legacy_unreviewed,legacy-runtime,
hsk26-v00412,en,girl,legacy_unreviewed,legacy-runtime,
hsk26-v00413,en,beside; next to,legacy_unreviewed,legacy-runtime,
hsk26-v00414,en,to run; to run away,legacy_unreviewed,legacy-runtime,
hsk26-v00415,en,to run; to jog,legacy_unreviewed,legacy-runtime,
hsk26-v00416,en,ticket; ballot; CL: 张 [zhang1],legacy_unreviewed,legacy-runtime,
hsk26-v00417,en,wife,legacy_unreviewed,legacy-runtime,
hsk26-v00418,en,to stand up; to get up,legacy_unreviewed,legacy-runtime,
hsk26-v00419,en,ahead; in front,legacy_unreviewed,legacy-runtime,
hsk26-v00420,en,clear; fine,legacy_unreviewed,legacy-runtime,
hsk26-v00421,en,ball used for playing games; CL: 个 [ge4]; 场 [chang3],legacy_unreviewed,legacy-runtime,
hsk26-v00422,en,to let; to allow,legacy_unreviewed,legacy-runtime,
hsk26-v00423,en,meat; flesh,legacy_unreviewed,legacy-runtime,
hsk26-v00424,en,shopping mall; shopping center; CL: 家 [jia1],legacy_unreviewed,legacy-runtime,
hsk26-v00425,en,to come up; to approach,legacy_unreviewed,legacy-runtime,
hsk26-v00426,en,on top of; above-mentioned,legacy_unreviewed,legacy-runtime,
hsk26-v00427,en,to go up,legacy_unreviewed,legacy-runtime,
hsk26-v00428,en,to go online; to connect to the Internet,legacy_unreviewed,legacy-runtime,
hsk26-v00429,en,the body; one's health,legacy_unreviewed,legacy-runtime,
hsk26-v00430,en,birthday; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00431,en,time; o'clock,legacy_unreviewed,legacy-runtime,
hsk26-v00432,en,affair; matter; CL: 件 [jian4]; 桩 [zhuang1],legacy_unreviewed,legacy-runtime,
hsk26-v00433,en,hand; CL: 双 [shuang1]; 只 [zhi1],legacy_unreviewed,legacy-runtime,
hsk26-v00434,en,wristwatch; CL: 块 [kuai4]; 只 [zhi1]; 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00435,en,schoolbag; satchel; CL: 个 [ge4]; 只 [zhi1],legacy_unreviewed,legacy-runtime,
hsk26-v00436,en,comfortable; feeling well,legacy_unreviewed,legacy-runtime,
hsk26-v00437,en,to send; to deliver,legacy_unreviewed,legacy-runtime,
hsk26-v00438,en,although; even though,legacy_unreviewed,legacy-runtime,
hsk26-v00439,en,therefore; as a result,legacy_unreviewed,legacy-runtime,
hsk26-v00440,en,painful; sore,legacy_unreviewed,legacy-runtime,
hsk26-v00441,en,to kick; to play,legacy_unreviewed,legacy-runtime,
hsk26-v00442,en,topic; problem for discussion; CL: 个 [ge4]; 道 [dao4],legacy_unreviewed,legacy-runtime,
hsk26-v00443,en,strip; article; classifier for long thin things,legacy_unreviewed,legacy-runtime,
hsk26-v00444,en,to dance,legacy_unreviewed,legacy-runtime,
hsk26-v00445,en,head; hair style; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00446,en,foreign country,legacy_unreviewed,legacy-runtime,
hsk26-v00447,en,outside; surface,legacy_unreviewed,legacy-runtime,
hsk26-v00448,en,to finish; to be over,legacy_unreviewed,legacy-runtime,
hsk26-v00449,en,ten thousand; a great number,legacy_unreviewed,legacy-runtime,
hsk26-v00450,en,toward; in the direction of,legacy_unreviewed,legacy-runtime,
hsk26-v00451,en,online,legacy_unreviewed,legacy-runtime,
hsk26-v00452,en,to forget; to overlook,legacy_unreviewed,legacy-runtime,
hsk26-v00453,en,classifier for people (honorific),legacy_unreviewed,legacy-runtime,
hsk26-v00454,en,why?; for what reason?,legacy_unreviewed,legacy-runtime,
hsk26-v00455,en,to hope; a hope; a wish; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00456,en,to wash,legacy_unreviewed,legacy-runtime,
hsk26-v00457,en,toilet; lavatory,legacy_unreviewed,legacy-runtime,
hsk26-v00458,en,to come down,legacy_unreviewed,legacy-runtime,
hsk26-v00459,en,below; under,legacy_unreviewed,legacy-runtime,
hsk26-v00460,en,to go down; to descend,legacy_unreviewed,legacy-runtime,
hsk26-v00461,en,child; kid,legacy_unreviewed,legacy-runtime,
hsk26-v00462,en,in one's childhood,legacy_unreviewed,legacy-runtime,
hsk26-v00463,en,to laugh; to smile,legacy_unreviewed,legacy-runtime,
hsk26-v00464,en,family name; surname,legacy_unreviewed,legacy-runtime,
hsk26-v00465,en,surname and given name; full name,legacy_unreviewed,legacy-runtime,
hsk26-v00466,en,color; countenance,legacy_unreviewed,legacy-runtime,
hsk26-v00467,en,eye; CL: 只 [zhi1]; 双 [shuang1],legacy_unreviewed,legacy-runtime,
hsk26-v00468,en,medicine; CL: 种 [zhong3]; 服 [fu4]; 味 [wei4],legacy_unreviewed,legacy-runtime,
hsk26-v00469,en,pharmacy; drugstore,legacy_unreviewed,legacy-runtime,
hsk26-v00470,en,paternal grandfather; grandpa,legacy_unreviewed,legacy-runtime,
hsk26-v00471,en,a moment; a while,legacy_unreviewed,legacy-runtime,
hsk26-v00472,en,already,legacy_unreviewed,legacy-runtime,
hsk26-v00473,en,together; with each other,legacy_unreviewed,legacy-runtime,
hsk26-v00474,en,meaning; idea; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00475,en,overcast; cloudy,legacy_unreviewed,legacy-runtime,
hsk26-v00476,en,because; owing to,legacy_unreviewed,legacy-runtime,
hsk26-v00477,en,to swim; to travel around,legacy_unreviewed,legacy-runtime,
hsk26-v00478,en,to swim; swimming,legacy_unreviewed,legacy-runtime,
hsk26-v00479,en,interesting; meaningful,legacy_unreviewed,legacy-runtime,
hsk26-v00480,en,sometimes; now and then,legacy_unreviewed,legacy-runtime,
hsk26-v00481,en,right; right-hand side,legacy_unreviewed,legacy-runtime,
hsk26-v00482,en,"right side; right, to the right",legacy_unreviewed,legacy-runtime,
hsk26-v00483,en,fish; CL: 条 [tiao2]; 尾 [wei3],legacy_unreviewed,legacy-runtime,
hsk26-v00484,en,far; distant,legacy_unreviewed,legacy-runtime,
hsk26-v00485,en,sport; exercise; to exercise; CL: 场 [chang3],legacy_unreviewed,legacy-runtime,
hsk26-v00486,en,station; stop,legacy_unreviewed,legacy-runtime,
hsk26-v00487,en,husband,legacy_unreviewed,legacy-runtime,
hsk26-v00488,en,so much; this much,legacy_unreviewed,legacy-runtime,
hsk26-v00489,en,this way; like this,legacy_unreviewed,legacy-runtime,
hsk26-v00490,en,aspect particle for ongoing state,legacy_unreviewed,legacy-runtime,
hsk26-v00491,en,just; exactly; currently,legacy_unreviewed,legacy-runtime,
hsk26-v00492,en,week,legacy_unreviewed,legacy-runtime,
hsk26-v00493,en,to prepare; preparation,legacy_unreviewed,legacy-runtime,
hsk26-v00494,en,oneself; one's own,legacy_unreviewed,legacy-runtime,
hsk26-v00495,en,to walk; to go,legacy_unreviewed,legacy-runtime,
hsk26-v00496,en,to walk; to go on foot,legacy_unreviewed,legacy-runtime,
hsk26-v00497,en,soccer; football; a soccer ball; a football; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00498,en,most; -est,legacy_unreviewed,legacy-runtime,
hsk26-v00499,en,left,legacy_unreviewed,legacy-runtime,
hsk26-v00500,en,left side,legacy_unreviewed,legacy-runtime,
hsk26-v00501,en,auntie; maternal aunt; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00502,en,short; low,legacy_unreviewed,legacy-runtime,
hsk26-v00503,en,spouse; partner; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00504,en,quiet; peaceful,legacy_unreviewed,legacy-runtime,
hsk26-v00505,en,safe; secure; safety; security,legacy_unreviewed,legacy-runtime,
hsk26-v00506,en,BA preposition; handful classifier,legacy_unreviewed,legacy-runtime,
hsk26-v00507,en,to move; to carry,legacy_unreviewed,legacy-runtime,
hsk26-v00508,en,class; grade,legacy_unreviewed,legacy-runtime,
hsk26-v00509,en,to move house; to relocate,legacy_unreviewed,legacy-runtime,
hsk26-v00510,en,to handle; to manage,legacy_unreviewed,legacy-runtime,
hsk26-v00511,en,solution; way to handle something; CL: 条 [tiao2]; 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00512,en,office; business premises,legacy_unreviewed,legacy-runtime,
hsk26-v00513,en,half a day; a long time; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00514,en,to help; assistance,legacy_unreviewed,legacy-runtime,
hsk26-v00515,en,full; satisfied,legacy_unreviewed,legacy-runtime,
hsk26-v00516,en,newspaper; newsprint; CL: 份 [fen4]; 期 [qi1]; 张 [zhang1],legacy_unreviewed,legacy-runtime,
hsk26-v00517,en,north,legacy_unreviewed,legacy-runtime,
hsk26-v00518,en,north; northern region,legacy_unreviewed,legacy-runtime,
hsk26-v00519,en,passive marker; by,legacy_unreviewed,legacy-runtime,
hsk26-v00520,en,notes; CL: 本 [ben3],legacy_unreviewed,legacy-runtime,
hsk26-v00521,en,relatively; comparatively; to compare,legacy_unreviewed,legacy-runtime,
hsk26-v00522,en,notebook; laptop; CL: 本 [ben3],legacy_unreviewed,legacy-runtime,
hsk26-v00523,en,for example,legacy_unreviewed,legacy-runtime,
hsk26-v00524,en,competition; match; CL: 场 [chang3]; 次 [ci4],legacy_unreviewed,legacy-runtime,
hsk26-v00525,en,must; have to,legacy_unreviewed,legacy-runtime,
hsk26-v00526,en,to change; to become different,legacy_unreviewed,legacy-runtime,
hsk26-v00527,en,one time; once over; classifier for actions,legacy_unreviewed,legacy-runtime,
hsk26-v00528,en,to change into; to turn into,legacy_unreviewed,legacy-runtime,
hsk26-v00529,en,to change; to vary; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00530,en,to perform; performance; CL: 场 [chang3],legacy_unreviewed,legacy-runtime,
hsk26-v00531,en,else; other,legacy_unreviewed,legacy-runtime,
hsk26-v00532,en,other people; others,legacy_unreviewed,legacy-runtime,
hsk26-v00533,en,hotel; guesthouse; CL: 个 [ge4]; 家 [jia1],legacy_unreviewed,legacy-runtime,
hsk26-v00534,en,ice; CL: 块 [kuai4],legacy_unreviewed,legacy-runtime,
hsk26-v00535,en,ice cream,legacy_unreviewed,legacy-runtime,
hsk26-v00536,en,refrigerator; icebox,legacy_unreviewed,legacy-runtime,
hsk26-v00537,en,sick person; patient; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00538,en,not only,legacy_unreviewed,legacy-runtime,
hsk26-v00539,en,to disappear; not see,legacy_unreviewed,legacy-runtime,
hsk26-v00540,en,need not,legacy_unreviewed,legacy-runtime,
hsk26-v00541,en,different,legacy_unreviewed,legacy-runtime,
hsk26-v00542,en,not long; before too long,legacy_unreviewed,legacy-runtime,
hsk26-v00543,en,won't do; be out of the question,legacy_unreviewed,legacy-runtime,
hsk26-v00544,en,only then; just,legacy_unreviewed,legacy-runtime,
hsk26-v00545,en,menu; CL: 份 [fen4]; 张 [zhang1],legacy_unreviewed,legacy-runtime,
hsk26-v00546,en,to participate; to take part,legacy_unreviewed,legacy-runtime,
hsk26-v00547,en,grass; straw; CL: 棵 [ke1]; 撮 [zuo3]; 株 [zhu1]; 根 [gen1],legacy_unreviewed,legacy-runtime,
hsk26-v00548,en,lawn; meadow; CL: 片 [pian4],legacy_unreviewed,legacy-runtime,
hsk26-v00549,en,layer; floor; classifier for layers,legacy_unreviewed,legacy-runtime,
hsk26-v00550,en,to check; to look up,legacy_unreviewed,legacy-runtime,
hsk26-v00551,en,bad; poor; wrong,legacy_unreviewed,legacy-runtime,
hsk26-v00552,en,almost; about the same,legacy_unreviewed,legacy-runtime,
hsk26-v00553,en,to taste,legacy_unreviewed,legacy-runtime,
hsk26-v00554,en,often; usually,legacy_unreviewed,legacy-runtime,
hsk26-v00555,en,common; often seen,legacy_unreviewed,legacy-runtime,
hsk26-v00556,en,commonly used,legacy_unreviewed,legacy-runtime,
hsk26-v00557,en,often; frequently,legacy_unreviewed,legacy-runtime,
hsk26-v00558,en,shirt; blouse; CL: 件 [jian4],legacy_unreviewed,legacy-runtime,
hsk26-v00559,en,grade; score; achievement; CL: 项 [xiang4]; 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00560,en,city; town; CL: 座 [zuo4],legacy_unreviewed,legacy-runtime,
hsk26-v00561,en,to arrive late,legacy_unreviewed,legacy-runtime,
hsk26-v00562,en,to set off; to start,legacy_unreviewed,legacy-runtime,
hsk26-v00563,en,to be born,legacy_unreviewed,legacy-runtime,
hsk26-v00564,en,to leave hospital; to be discharged from hospital,legacy_unreviewed,legacy-runtime,
hsk26-v00565,en,junior high school,legacy_unreviewed,legacy-runtime,
hsk26-v00566,en,apart from; besides,legacy_unreviewed,legacy-runtime,
hsk26-v00567,en,boat; vessel; CL: 条 [tiao2]; 艘 [sou1]; 只 [zhi1],legacy_unreviewed,legacy-runtime,
hsk26-v00568,en,spring; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00569,en,word dictionary; CL: 部 [bu4]; 本 [ben3],legacy_unreviewed,legacy-runtime,
hsk26-v00570,en,intelligent; clever,legacy_unreviewed,legacy-runtime,
hsk26-v00571,en,to clean; to sweep,legacy_unreviewed,legacy-runtime,
hsk26-v00572,en,to plan; plan; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00573,en,probably; roughly,legacy_unreviewed,legacy-runtime,
hsk26-v00574,en,adult; grownup,legacy_unreviewed,legacy-runtime,
hsk26-v00575,en,size,legacy_unreviewed,legacy-runtime,
hsk26-v00576,en,giant panda,legacy_unreviewed,legacy-runtime,
hsk26-v00577,en,overcoat; topcoat; CL: 件 [jian4],legacy_unreviewed,legacy-runtime,
hsk26-v00578,en,to bring; to take along; CL: 条 [tiao2],legacy_unreviewed,legacy-runtime,
hsk26-v00579,en,to worry; to be concerned,legacy_unreviewed,legacy-runtime,
hsk26-v00580,en,cake; CL: 块 [kuai4]; 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00581,en,of course; naturally,legacy_unreviewed,legacy-runtime,
hsk26-v00582,en,everywhere,legacy_unreviewed,legacy-runtime,
hsk26-v00583,en,to get; to obtain,legacy_unreviewed,legacy-runtime,
hsk26-v00584,en,to obtain; to receive,legacy_unreviewed,legacy-runtime,
hsk26-v00585,en,to score; score,legacy_unreviewed,legacy-runtime,
hsk26-v00586,en,if,legacy_unreviewed,legacy-runtime,
hsk26-v00587,en,have to; need to,legacy_unreviewed,legacy-runtime,
hsk26-v00588,en,lamp; light; CL: 盏 [zhan3],legacy_unreviewed,legacy-runtime,
hsk26-v00589,en,ground; land; CL: 片 [pian4],legacy_unreviewed,legacy-runtime,
hsk26-v00590,en,place; site; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00591,en,place; location; aspect; part; CL: 个 [ge4]; 处 [chu4],legacy_unreviewed,legacy-runtime,
hsk26-v00592,en,map; CL: 张 [zhang1]; 本 [ben3],legacy_unreviewed,legacy-runtime,
hsk26-v00593,en,lightning; electricity,legacy_unreviewed,legacy-runtime,
hsk26-v00594,en,elevator; escalator; CL: 台 [tai2]; 部 [bu4],legacy_unreviewed,legacy-runtime,
hsk26-v00595,en,electronic book; e-book,legacy_unreviewed,legacy-runtime,
hsk26-v00596,en,to lose; to put aside,legacy_unreviewed,legacy-runtime,
hsk26-v00597,en,east,legacy_unreviewed,legacy-runtime,
hsk26-v00598,en,northeast,legacy_unreviewed,legacy-runtime,
hsk26-v00599,en,the East; eastern direction,legacy_unreviewed,legacy-runtime,
hsk26-v00600,en,southeast,legacy_unreviewed,legacy-runtime,
hsk26-v00601,en,winter; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00602,en,to understand; to know,legacy_unreviewed,legacy-runtime,
hsk26-v00603,en,animal; CL: 只 [zhi1]; 群 [qun2]; 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00604,en,zoo; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00605,en,short; brief,legacy_unreviewed,legacy-runtime,
hsk26-v00606,en,short pants; shorts,legacy_unreviewed,legacy-runtime,
hsk26-v00607,en,section; paragraph; classifier for sections,legacy_unreviewed,legacy-runtime,
hsk26-v00608,en,to exercise; to train,legacy_unreviewed,legacy-runtime,
hsk26-v00609,en,to talk; dialogue; conversation,legacy_unreviewed,legacy-runtime,
hsk26-v00610,en,hungry; to starve,legacy_unreviewed,legacy-runtime,
hsk26-v00611,en,but also; moreover,legacy_unreviewed,legacy-runtime,
hsk26-v00612,en,ear; handle; CL: 只 [zhi1]; 个 [ge4]; 对 [dui4],legacy_unreviewed,legacy-runtime,
hsk26-v00613,en,headphones; earphones,legacy_unreviewed,legacy-runtime,
hsk26-v00614,en,to send; to issue,legacy_unreviewed,legacy-runtime,
hsk26-v00615,en,to have a high temperature; to have a fever,legacy_unreviewed,legacy-runtime,
hsk26-v00616,en,to happen; to occur,legacy_unreviewed,legacy-runtime,
hsk26-v00617,en,to discover; to find,legacy_unreviewed,legacy-runtime,
hsk26-v00618,en,to develop; development,legacy_unreviewed,legacy-runtime,
hsk26-v00619,en,convenient; suitable,legacy_unreviewed,legacy-runtime,
hsk26-v00620,en,instant noodles,legacy_unreviewed,legacy-runtime,
hsk26-v00621,en,method; way; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00622,en,direction; orientation; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00623,en,house; building; CL: 栋 [dong4]; 幢 [zhuang4]; 座 [zuo4]; 套 [tao4]; 间 [jian1],legacy_unreviewed,legacy-runtime,
hsk26-v00624,en,to put; to place; to release,legacy_unreviewed,legacy-runtime,
hsk26-v00625,en,to have a holiday or vacation,legacy_unreviewed,legacy-runtime,
hsk26-v00626,en,to feel relieved; to feel reassured,legacy_unreviewed,legacy-runtime,
hsk26-v00627,en,school ends,legacy_unreviewed,legacy-runtime,
hsk26-v00628,en,to separate; to part,legacy_unreviewed,legacy-runtime,
hsk26-v00629,en,wind; CL: 阵 [zhen4]; 丝 [si1],legacy_unreviewed,legacy-runtime,
hsk26-v00630,en,classifier for letters,legacy_unreviewed,legacy-runtime,
hsk26-v00631,en,husband and wife; married couple,legacy_unreviewed,legacy-runtime,
hsk26-v00632,en,to serve; service; CL: 项 [xiang4],legacy_unreviewed,legacy-runtime,
hsk26-v00633,en,nearby; vicinity,legacy_unreviewed,legacy-runtime,
hsk26-v00634,en,to review; revision; CL: 次 [ci4],legacy_unreviewed,legacy-runtime,
hsk26-v00635,en,should; ought to,legacy_unreviewed,legacy-runtime,
hsk26-v00636,en,clean; neat,legacy_unreviewed,legacy-runtime,
hsk26-v00637,en,to be interested,legacy_unreviewed,legacy-runtime,
hsk26-v00638,en,to feel; to sense,legacy_unreviewed,legacy-runtime,
hsk26-v00639,en,to catch cold; cold; CL: 场 [chang2]; 次 [ci4],legacy_unreviewed,legacy-runtime,
hsk26-v00640,en,to do; to work on,legacy_unreviewed,legacy-runtime,
hsk26-v00641,en,just; exactly,legacy_unreviewed,legacy-runtime,
hsk26-v00642,en,just now,legacy_unreviewed,legacy-runtime,
hsk26-v00643,en,just now; just recently,legacy_unreviewed,legacy-runtime,
hsk26-v00644,en,high speed rail,legacy_unreviewed,legacy-runtime,
hsk26-v00645,en,according to; basis; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00646,en,more; even more,legacy_unreviewed,legacy-runtime,
hsk26-v00647,en,kilogram,legacy_unreviewed,legacy-runtime,
hsk26-v00648,en,park; CL: 座 [zuo4],legacy_unreviewed,legacy-runtime,
hsk26-v00649,en,workday; working day,legacy_unreviewed,legacy-runtime,
hsk26-v00650,en,story,legacy_unreviewed,legacy-runtime,
hsk26-v00651,en,to blow; to scrape,legacy_unreviewed,legacy-runtime,
hsk26-v00652,en,to close; to shut,legacy_unreviewed,legacy-runtime,
hsk26-v00653,en,to turn off a device,legacy_unreviewed,legacy-runtime,
hsk26-v00654,en,relationship; connection; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00655,en,to be concerned about; to care about,legacy_unreviewed,legacy-runtime,
hsk26-v00656,en,pertaining to; concerning,legacy_unreviewed,legacy-runtime,
hsk26-v00657,en,to pay attention to; to follow sth closely,legacy_unreviewed,legacy-runtime,
hsk26-v00658,en,country; nation; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00659,en,to celebrate a festival,legacy_unreviewed,legacy-runtime,
hsk26-v00660,en,the past,legacy_unreviewed,legacy-runtime,
hsk26-v00661,en,ocean; sea; CL: 个 [ge4]; 片 [pian4],legacy_unreviewed,legacy-runtime,
hsk26-v00662,en,to be afraid; to be scared,legacy_unreviewed,legacy-runtime,
hsk26-v00663,en,many; quite a lot,legacy_unreviewed,legacy-runtime,
hsk26-v00664,en,quite a while,legacy_unreviewed,legacy-runtime,
hsk26-v00665,en,as if; to seem like,legacy_unreviewed,legacy-runtime,
hsk26-v00666,en,number; CL: 堆 [dui1]; 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00667,en,river; CL: 条 [tiao2]; 道 [dao4],legacy_unreviewed,legacy-runtime,
hsk26-v00668,en,suitable; fitting,legacy_unreviewed,legacy-runtime,
hsk26-v00669,en,blackboard; CL: 块 [kuai4]; 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00670,en,traffic light; traffic signal,legacy_unreviewed,legacy-runtime,
hsk26-v00671,en,later; afterwards,legacy_unreviewed,legacy-runtime,
hsk26-v00672,en,the year after next,legacy_unreviewed,legacy-runtime,
hsk26-v00673,en,the day after tomorrow,legacy_unreviewed,legacy-runtime,
hsk26-v00674,en,passport; CL: 本 [ben3]; 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00675,en,garden; CL: 座 [zuo4],legacy_unreviewed,legacy-runtime,
hsk26-v00676,en,painter; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00677,en,to welcome; welcome,legacy_unreviewed,legacy-runtime,
hsk26-v00678,en,to pay back; to return,legacy_unreviewed,legacy-runtime,
hsk26-v00679,en,environment; circumstances; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00680,en,to exchange; to change,legacy_unreviewed,legacy-runtime,
hsk26-v00681,en,yellow color,legacy_unreviewed,legacy-runtime,
hsk26-v00682,en,to reply; to answer,legacy_unreviewed,legacy-runtime,
hsk26-v00683,en,meeting; gathering,legacy_unreviewed,legacy-runtime,
hsk26-v00684,en,meeting; conference; CL: 场 [chang3]; 届 [jie4],legacy_unreviewed,legacy-runtime,
