sentence_id,position,surface_form,vocab_id,resolution_status,coverage_type,review_status,notes
hsk3_sent_zh_en_026,7,身体,hsk26-v00429,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_026,1,了,hsk26-v00108,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_026,2,们,hsk26-v00124,exact,bound_surface,legacy_unreviewed,
hsk3_sent_en_zh_026,3,到,hsk26-v00029,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_026,4,园,hsk26-v00955,exact,bound_surface,legacy_unreviewed,
hsk3_sent_en_zh_026,5,在,hsk26-v00271,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_026,6,看,hsk26-v00099,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_026,7,我们,hsk26-v00222,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_026,8,动物园,hsk26-v00604,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_026,9,大熊猫,hsk26-v00576,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_026,1,了,hsk26-v00108,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_026,2,你,hsk26-v00146,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_026,3,吗,hsk26-v00115,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_026,4,我,hsk26-v00221,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_026,5,把,hsk26-v00506,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_026,6,看,hsk26-v00099,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_026,7,给,hsk26-v00061,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_026,8,客人,hsk26-v00737,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_026,9,没有,hsk26-v00122,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_026,10,菜单,hsk26-v00545,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_027,1,学,hsk26-v00247,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_027,2,想,hsk26-v00233,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_027,3,我,hsk26-v00221,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_027,4,中文,hsk26-v00290,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_027,1,不,hsk26-v00013,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_027,2,你,hsk26-v00146,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_027,3,是,hsk26-v00188,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_027,4,的,hsk26-v00030,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_027,5,这,hsk26-v00279,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_027,6,手机,hsk26-v00189,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_027,1,不,hsk26-v00013,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_027,2,他,hsk26-v00200,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_027,3,你,hsk26-v00146,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_027,4,吗,hsk26-v00115,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_027,5,我,hsk26-v00221,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_027,6,的,hsk26-v00030,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_027,7,名字,hsk26-v00130,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_027,8,知道,hsk26-v00288,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_027,1,你,hsk26-v00146,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_027,2,吗,hsk26-v00115,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_027,3,可以,hsk26-v00102,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_027,4,打开,hsk26-v00329,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_027,5,电脑,hsk26-v00036,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_027,1,她,hsk26-v00202,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_027,2,水,hsk26-v00192,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_027,3,给,hsk26-v00061,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_027,4,奶奶,hsk26-v00409,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_027,1,不,hsk26-v00013,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_027,2,你,hsk26-v00146,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_027,3,吗,hsk26-v00115,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_027,4,懂,hsk26-v00337,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_027,5,我,hsk26-v00221,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_027,6,看,hsk26-v00099,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_027,7,能,hsk26-v00145,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_027,8,题,hsk26-v00442,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_027,9,这个,hsk26-v00281,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_027,1,们,hsk26-v00124,exact,bound_surface,legacy_unreviewed,
hsk3_sent_zh_en_027,2,去,hsk26-v00167,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_027,3,园,hsk26-v00955,exact,bound_surface,legacy_unreviewed,
hsk3_sent_zh_en_027,4,看,hsk26-v00099,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_027,5,周末,hsk26-v00986,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_027,6,我们,hsk26-v00222,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_027,7,动物园,hsk26-v00604,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_027,8,大熊猫,hsk26-v00576,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_027,1,工作,hsk26-v00063,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_027,2,检查,hsk26-v00698,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_027,3,正在,hsk26-v00286,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_027,4,经理,hsk26-v00718,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_027,1,不,hsk26-v00013,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_027,2,你,hsk26-v00146,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_027,3,吗,hsk26-v00115,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_027,4,我,hsk26-v00221,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_027,5,今天,hsk26-v00094,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_027,6,出发,hsk26-v00562,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_028,1,唱,hsk26-v00018,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_028,2,歌,hsk26-v00058,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_028,3,喜欢,hsk26-v00225,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_028,4,那个,hsk26-v00138,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_028,5,小朋友,hsk26-v00235,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_028,1,不,hsk26-v00013,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_028,2,我,hsk26-v00221,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_028,3,先生,hsk26-v00231,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_028,4,认识,hsk26-v00171,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_028,5,那个,hsk26-v00138,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_028,1,你,hsk26-v00146,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_028,2,吗,hsk26-v00115,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_028,3,喝,hsk26-v00077,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_028,4,我,hsk26-v00221,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_028,5,水,hsk26-v00192,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_028,6,要,hsk26-v00252,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_028,7,不要,hsk26-v00015,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_028,1,写,hsk26-v00240,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_028,2,她,hsk26-v00202,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_028,3,字,hsk26-v00296,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_028,4,得,hsk26-v00332,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_028,5,不错,hsk26-v00312,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_028,1,了,hsk26-v00108,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_028,2,我,hsk26-v00221,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_028,3,告诉,hsk26-v00343,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_028,4,已经,hsk26-v00472,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_028,5,老师,hsk26-v00107,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_028,1,买,hsk26-v00116,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_028,2,你,hsk26-v00146,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_028,3,吗,hsk26-v00115,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_028,4,我,hsk26-v00221,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_028,5,要,hsk26-v00252,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_028,6,不要,hsk26-v00015,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_028,7,机票,hsk26-v00364,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_028,1,了,hsk26-v00108,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_028,2,他,hsk26-v00200,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_028,3,把,hsk26-v00506,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_028,4,关机,hsk26-v00653,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_028,5,电脑,hsk26-v00036,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_028,1,他,hsk26-v00200,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_028,2,写,hsk26-v00240,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_028,3,很,hsk26-v00079,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_028,4,得,,ambiguous,exact,legacy_unreviewed,
hsk3_sent_en_zh_028,5,把,hsk26-v00506,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_028,6,名字,hsk26-v00130,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_028,7,清楚,hsk26-v00807,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_028,1,不,hsk26-v00013,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_028,2,你,hsk26-v00146,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_028,3,吗,hsk26-v00115,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_028,4,我,hsk26-v00221,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_028,5,害怕,hsk26-v00662,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_028,6,感到,hsk26-v00638,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_029,1,二,hsk26-v00049,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_029,2,十,hsk26-v00184,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_029,3,岁,hsk26-v00199,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_029,4,今年,hsk26-v00093,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_029,5,姐姐,hsk26-v00092,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_029,1,听,hsk26-v00209,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_029,2,她,hsk26-v00202,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_029,3,歌,hsk26-v00058,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_029,4,喜欢,hsk26-v00225,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_029,1,不,hsk26-v00013,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_029,2,你,hsk26-v00146,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_029,3,吗,hsk26-v00115,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_029,4,我,hsk26-v00221,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_029,5,上午,hsk26-v00178,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_029,6,工作,hsk26-v00063,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_029,1,去,hsk26-v00167,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_029,2,坐,hsk26-v00298,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_029,3,想,hsk26-v00233,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_029,4,我,hsk26-v00221,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_029,5,外国,hsk26-v00446,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_029,6,火车,hsk26-v00083,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_029,1,不,hsk26-v00013,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_029,2,家,hsk26-v00086,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_029,3,离,hsk26-v00389,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_029,4,这,hsk26-v00279,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_029,5,远,hsk26-v00484,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_029,6,车站,hsk26-v00315,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_029,7,饭馆,hsk26-v00339,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_029,1,你,hsk26-v00146,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_029,2,吗,hsk26-v00115,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_029,3,在,hsk26-v00271,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_029,4,我,hsk26-v00221,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_029,5,洗,hsk26-v00456,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_029,6,正在,hsk26-v00286,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_029,7,没有,hsk26-v00122,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_029,8,衣服,hsk26-v00255,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_029,1,对,hsk26-v00044,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_029,2,很,hsk26-v00079,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_029,3,我,hsk26-v00221,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_029,4,历史,hsk26-v00749,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_029,5,感兴趣,hsk26-v00637,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_029,1,对,hsk26-v00044,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_029,2,很,hsk26-v00079,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_029,3,我,hsk26-v00221,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_029,4,中国,hsk26-v00289,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_029,5,文化,hsk26-v00878,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_029,6,感兴趣,hsk26-v00637,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_029,1,不,hsk26-v00013,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_029,2,他,hsk26-v00200,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_029,3,你,hsk26-v00146,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_029,4,吗,hsk26-v00115,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_029,5,我,hsk26-v00221,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_029,6,聪明,hsk26-v00570,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_029,7,认为,hsk26-v00816,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_030,1,们,hsk26-v00124,exact,bound_surface,legacy_unreviewed,
hsk1_sent_zh_en_030,2,看,hsk26-v00099,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_030,3,我们,hsk26-v00222,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_030,4,晚上,hsk26-v00217,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_030,5,电影,hsk26-v00038,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_030,1,人,hsk26-v00170,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_030,2,们,hsk26-v00124,exact,bound_surface,legacy_unreviewed,
hsk1_sent_en_zh_030,3,几,hsk26-v00085,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_030,4,去,hsk26-v00167,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_030,5,你们,hsk26-v00148,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_030,1,不,hsk26-v00013,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_030,2,你,hsk26-v00146,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_030,3,吗,hsk26-v00115,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_030,4,我,hsk26-v00221,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_030,5,早,hsk26-v00273,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_030,6,晚上,hsk26-v00217,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_030,7,睡觉,hsk26-v00195,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_030,1,上,hsk26-v00175,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_030,2,他,hsk26-v00200,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_030,3,子,hsk26-v00992,component_only,bound_surface,legacy_unreviewed,
hsk2_sent_zh_en_030,4,有,hsk26-v00263,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_030,5,的,hsk26-v00030,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_030,6,这,hsk26-v00279,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_030,7,姓名,hsk26-v00465,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_030,8,本子,hsk26-v00308,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_030,1,他,hsk26-v00200,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_030,2,着,hsk26-v00490,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_030,3,笑,hsk26-v00463,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_030,4,说,hsk26-v00196,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_030,5,没关系,hsk26-v00120,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_030,1,了,hsk26-v00108,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_030,2,从,hsk26-v00324,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_030,3,你,hsk26-v00146,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_030,4,吗,hsk26-v00115,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_030,5,我,hsk26-v00221,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_030,6,还,hsk26-v00067,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_030,7,出来,hsk26-v00318,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_030,8,学校,hsk26-v00250,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_030,9,没有,hsk26-v00122,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_030,1,刮,hsk26-v00651,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_030,2,风,hsk26-v00629,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_030,3,季节,hsk26-v00694,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_030,4,常常,hsk26-v00557,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_030,5,这个,hsk26-v00281,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_030,1,九,hsk26-v00095,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_030,2,他,hsk26-v00200,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_030,3,关,hsk26-v00652,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_030,4,在,hsk26-v00271,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_030,5,被,hsk26-v00519,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_030,6,里,hsk26-v00110,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_030,7,分钟,hsk26-v00056,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_030,8,电梯,hsk26-v00594,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_030,1,了,hsk26-v00108,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_030,2,你,hsk26-v00146,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_030,3,吗,hsk26-v00115,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_030,4,我,hsk26-v00221,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_030,5,把,hsk26-v00506,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_030,6,放,hsk26-v00624,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_030,7,进,hsk26-v00370,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_030,8,冰箱,hsk26-v00536,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_030,9,没有,hsk26-v00122,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_030,10,进去,hsk26-v00373,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_030,11,饮料,hsk26-v00938,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_031,1,不,hsk26-v00013,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_031,2,书,hsk26-v00190,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_031,3,我,hsk26-v00221,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_031,4,是,hsk26-v00188,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_031,5,的,hsk26-v00030,exact,exact,legacy_unreviewed,
hsk1_sent_zh_en_031,6,这,hsk26-v00279,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_031,1,人,hsk26-v00170,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_031,2,多,hsk26-v00046,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_031,3,很,hsk26-v00079,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_031,4,有,hsk26-v00263,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_031,5,里,hsk26-v00110,exact,exact,legacy_unreviewed,
hsk1_sent_en_zh_031,6,饭店,hsk26-v00051,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_031,1,你,hsk26-v00146,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_031,2,吗,hsk26-v00115,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_031,3,我,hsk26-v00221,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_031,4,有,hsk26-v00263,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_031,5,课,hsk26-v00103,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_031,6,中文,hsk26-v00290,exact,exact,legacy_unreviewed,
hsk1_sent_zh_qa_031,7,没有,hsk26-v00122,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_031,1,上,hsk26-v00175,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_031,2,个,hsk26-v00060,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_031,3,了,hsk26-v00108,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_031,4,们,hsk26-v00124,exact,bound_surface,legacy_unreviewed,
hsk2_sent_zh_en_031,5,去,hsk26-v00167,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_031,6,月,hsk26-v00269,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_031,7,我们,hsk26-v00222,exact,exact,legacy_unreviewed,
hsk2_sent_zh_en_031,8,旅游,hsk26-v00394,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_031,1,们,hsk26-v00124,exact,bound_surface,legacy_unreviewed,
hsk2_sent_en_zh_031,2,别,hsk26-v00311,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_031,3,的,hsk26-v00030,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_031,4,上课,hsk26-v00177,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_031,5,我们,hsk26-v00222,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_031,6,时候,hsk26-v00185,exact,exact,legacy_unreviewed,
hsk2_sent_en_zh_031,7,说话,hsk26-v00197,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_031,1,不,hsk26-v00013,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_031,2,们,hsk26-v00124,exact,bound_surface,legacy_unreviewed,
hsk2_sent_zh_qa_031,3,去,hsk26-v00167,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_031,4,后,hsk26-v00080,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_031,5,吗,hsk26-v00115,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_031,6,下课,hsk26-v00229,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_031,7,你们,hsk26-v00148,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_031,8,我们,hsk26-v00222,exact,exact,legacy_unreviewed,
hsk2_sent_zh_qa_031,9,饭馆,hsk26-v00339,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_031,1,他,hsk26-v00200,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_031,2,会议,hsk26-v00684,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_031,3,参加,hsk26-v00546,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_031,4,因为,hsk26-v00476,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_031,5,感冒,hsk26-v00639,exact,exact,legacy_unreviewed,
hsk3_sent_zh_en_031,6,没有,hsk26-v00122,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_031,1,去,hsk26-v00167,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_031,2,就,hsk26-v00376,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_031,3,我,hsk26-v00221,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_031,4,只要,hsk26-v00979,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_031,5,合适,hsk26-v00668,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_031,6,旅游,hsk26-v00394,exact,exact,legacy_unreviewed,
hsk3_sent_en_zh_031,7,机会,hsk26-v00689,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_031,1,不,hsk26-v00013,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_031,2,你,hsk26-v00146,exact,exact,legacy_unreviewed,
hsk3_sent_zh_qa_031,3,吗,hsk26-v00115,exact,exact,legacy_unreviewed,
