grammar_target_id,grammar_example_id,grammar_element_id,target_order,target_role,target_text_zh,occurrence_number,review_status,notes
gtarget_c4c5edb5bfe0463b97a184f35215fcc2,gexample_ea32b89407114fa0888edae9b2f7ed65,gelement_48625bab541d451a895f1f7fcbe76a16,1,reduplicated_verb,看了看,1,approved,
gtarget_92bfa9c8b30a4901aa3a3b8e3a47c6ef,gexample_a1f4821b82f84cca80f5959d70e8a55a,gelement_79b7fab83b6b477e93b09315960efa61,1,reduplicated_verb,休息休息,1,approved,
gtarget_0ff19f124b2c4603aad947b88c3aeeb0,gexample_28e77e9aabef424c96324917b249d757,gelement_a87e802d9e374f6cb25d50f99f974d56,1,modal,可能,1,approved,
gtarget_ef72b0429df143aa877d1e25f5ce6911,gexample_544e10f8e1054816932cdb9013f316b2,gelement_a87e802d9e374f6cb25d50f99f974d56,1,modal,可能,1,approved,
gtarget_d6d765b4d5a7436387fde7061309312e,gexample_414a84619c8e40b6978452169a5d70b5,gelement_1b8ebd108e374390940f938ff4371414,1,verb_part,帮,1,approved,
gtarget_3fc2fd7e3bc449c292a32c062bae6e7b,gexample_414a84619c8e40b6978452169a5d70b5,gelement_1b8ebd108e374390940f938ff4371414,2,object_part,忙,1,approved,
gtarget_898b32846351425294c0bbcdfc5a387c,gexample_e29692fae9bc415990e3f28e1f433052,gelement_645edbcc339043f28f4a0d62131b0644,1,separable_word,游泳,1,approved,
gtarget_86b39e60c4f44ba0b35de127fb8e7b97,gexample_fda1551acd434c499f95eb3ab3ec4415,gelement_89b4b3038b5a4d8da618e0da573d25cc,1,separable_word,跳舞,1,approved,
gtarget_da33af0442dd492c84a684fe2f584869,gexample_a140f68ed2cb4d0ab879baa4206b729b,gelement_694bc9008f964306ba87a371a9397244,1,separable_word,跑步,1,approved,
gtarget_94daac04a7474ef180f11ffc037c2e7f,gexample_bc91855c2d99445b891c6cbccd2792e2,gelement_5288e7852cdc4c0db93543d939c158be,1,interrogative,为什么,1,approved,
gtarget_fd8378a10f7e4ffaa67ddc8b3719da88,gexample_710bbbe2cfd84255945b002bba975b7d,gelement_5288e7852cdc4c0db93543d939c158be,1,interrogative,为什么,1,approved,
gtarget_832e0c91938747c0932918a3b4b8aa6d,gexample_c7a02f9668594287a764079943dbf2a8,gelement_927cabd9146648fba0d50f8152667b47,1,reflexive_pronoun,自己,1,approved,
gtarget_16e7a69edcf84f2eadbfd951a0df15b6,gexample_26f3d030bb624190bf54f9b44535641c,gelement_927cabd9146648fba0d50f8152667b47,1,reflexive_pronoun,自己,1,approved,
gtarget_548349a09a754cbfb380d2739264e800,gexample_e6aeb5dba54c4c259c560955259f8cfc,gelement_0d7be292f82844eda5e084624f2088a4,1,degree_demonstrative,那么,1,approved,
gtarget_e3fe8265c9b943e8901e673085dee759,gexample_3fd0dacaea3c4764a83aa6d77f45f052,gelement_e1e5eb28574845b6ac677d5888bd8e7f,1,manner_demonstrative,那样,1,approved,
gtarget_03e5e12f80b54ece928675d1f1535be5,gexample_5e66f5204e9c467780c9a3dc8696c768,gelement_09df39837e1d48658f1251d69c1da1c2,1,manner_demonstrative,这么,1,approved,
gtarget_7aca0f360afa4533b2f95f2b2be36560,gexample_50436c41a2244ab29ebe2b7ee28e7829,gelement_8ed4ab8539eb4192b6d18e14a8c894b8,1,manner_demonstrative,这样,1,approved,
gtarget_536cbea0bd8741c89aca0e99d92d7bf8,gexample_bb32d201885a41ca85ab283e572bd375,gelement_4d35c207ae4842a283d2d9da5faaefd1,1,distributive,每,1,approved,
gtarget_3e47db8c52cd42e384f05c2a2d0c3a8d,gexample_a12790946eba46798201cabcf211137d,gelement_d2768e50f2f9426abcdaef623f3e4b15,1,reduplicated_adjective,大大,1,approved,
gtarget_b736db81f474479c8236f865d6a16640,gexample_84b2b00cc775483e81c83d40257ab56c,gelement_50304e6387404f618d3657c8d078809d,1,reduplicated_adjective,大大小小,1,approved,
gtarget_d31f2273003542518c92e4539bfdc345,gexample_1daa0aff7a6c43fcaa3075bdffd57cf9,gelement_d10e58fcb7a94b6cb8ca30f72acc6ff5,1,numeral,万,1,approved,
gtarget_7a9564eaad2e4d04a48bab4d5d0b152a,gexample_91432b4264914465b8d3ea7d683311cb,gelement_6da6c91e6e8845068663adf4200719d0,1,quantity,好多,1,approved,
gtarget_10025b0b82cf45e2a1b850f8bcf4b007,gexample_1834ae400a80478caf94912a5e561502,gelement_43899016b5ab4b9dbe1d84dabce4a631,1,approximation,多,1,approved,
gtarget_3c0884c9425241f4a61e14a17b0d670f,gexample_fac584e17610409cb100cb7b86113b9b,gelement_6c745b0142ae48da8f090c44e1aafa30,1,classifier,条,1,approved,
gtarget_9251b7e58ad2452aa5add8e6d9382bfd,gexample_8468c8dd777742f882afbbb3b854df22,gelement_c35dbd0ba9d34a60966a54104291aefc,1,classifier,位,1,approved,
gtarget_24f3b9955fc744dca4bde3b734c2a2c4,gexample_51994b263f3243518127ebf495420dd3,gelement_dadebc1baa3f4a6390f3c04c9987fd64,1,classifier,间,1,approved,
gtarget_0807abea2a24411e86fa13ee22eecbae,gexample_620d7923e37e4d08a1034f9f65cfd0d3,gelement_157c63523d1e456ab3a0cc4b43bedb95,1,classifier,名,1,approved,
gtarget_c87ef5710a4e4307a9f5709ad1a052a7,gexample_bd43736ae71f441a946cfb0e815487d7,gelement_355a00010ad647e794c38b52d3ef46a3,1,classifier,包,1,approved,
gtarget_71944d954d244a23915e48bbe3e49f0b,gexample_68000336e71a45cd9211e425780b42c1,gelement_355a00010ad647e794c38b52d3ef46a3,1,classifier,包,1,approved,
gtarget_f871c833407a481b8bf7cace8634c06f,gexample_0a378ba0a805427d9b4132ddfe998807,gelement_ccabcde8c07343c895b0cc39cce4589a,1,verbal_measure,次,1,approved,
gtarget_9ef3b17378df406d9e71b106c9739520,gexample_0bf5339370c9412aa4d29ef9bbc60c5e,gelement_ccabcde8c07343c895b0cc39cce4589a,1,verbal_measure,次,1,approved,
gtarget_02c143a22cf04073ab9669bc12981619,gexample_6f7e79550f8e4a4dbfe0758c7d8856e8,gelement_25cc393d074a47a490be1285bbfb5451,1,degree_adverb,多,1,approved,
gtarget_64646e8aa9f548b09239a3ba0979dda5,gexample_f10e690724064736866913b03ff53abd,gelement_d892f9aebf9f448f9a66368ec6718f01,1,degree_adverb,好,1,approved,
gtarget_0013a4b3112e49589ad1e20ea51bbce4,gexample_8e404e12f7fa45b887a0b5d33087a9de,gelement_badce7b365884bd88dcb4edf4af1d1c1,1,degree_adverb,最,1,approved,
gtarget_b7845851676142d197741dba5cb47ad8,gexample_fec31711d6414270a08b8d85d6459991,gelement_e1d0f2dbb2384f9b91234b703b971f4c,1,scope_adverb,一起,1,approved,
gtarget_8c22129bf2b24e40a069d6090d868cf2,gexample_4a1e2bd0653c4442acd2c0f7beb9d87c,gelement_e1d0f2dbb2384f9b91234b703b971f4c,1,scope_adverb,一起,1,approved,
gtarget_d16c1408b0934c54a223cff9efebbae7,gexample_58a738a012c74dc1a41c6c9e8fc11db3,gelement_0a485f80ea5241f3be43b3b7af710562,1,time_adverb,还,1,approved,
gtarget_2a748978f3b94c46981cfa6ee71207f8,gexample_5b063d0555734638b455daad17e3d905,gelement_378ca396d5294e75be314bda7c747ffc,1,time_adverb,已经,1,approved,
gtarget_04a1a6420dd04a2db4c22d9c3e3e7bd2,gexample_6767a27e97ff4943a13621ea107f0c1c,gelement_1238f208be4648deb73e5ee276e3403d,1,frequency_adverb,有时,1,approved,
gtarget_87a276d5b58f481793b7ddf55c0a1f46,gexample_4766766d5b3f48afa08657ff85d2c2e4,gelement_5b9de1c143674195a1781576a263901e,1,frequency_adverb,有时候,1,approved,
gtarget_7572bdd631294fafbf59febce6f3c2ac,gexample_8de4b219f57a40ff8ef3f2f30bd34a4f,gelement_6c8d3b2e23f74a45ba819ce2f50144dd,1,time_adverb,快,1,approved,
gtarget_acad8100ac5a46edb35a6d844929f4e0,gexample_dbd6b13e94174ffd92af1bcc1532c3e7,gelement_1029c94420364515b2abf5d894788f9b,1,time_adverb,快要,1,approved,
gtarget_111a2d0a93014aaf888eb438ab879457,gexample_1a1b6db3e4d644d6ab40d6fd9b88a280,gelement_05736f3f03d041beb856881aaea07c56,1,time_adverb,正,1,approved,
gtarget_08bf690397714c86af15e2e1792a2e49,gexample_026b8b49ef9e4ba7ad9050e8b92f7d41,gelement_ab4bc14917664677b660394dbc1657a0,1,frequency_adverb,经常,1,approved,
gtarget_61b2b7803e954123a8c19e9f7dec30f5,gexample_cba73f3418984f249fc4b0f243602a36,gelement_ab4bc14917664677b660394dbc1657a0,1,frequency_adverb,经常,1,approved,
gtarget_ed52ea20f71f4104b187c3d9323b1906,gexample_cac02c86d79249e09a9d205619324491,gelement_05d9d26e873746158cb0ff9298cc912c,1,negative_adverb,别,1,approved,
gtarget_88dc867355fc43d594e292a1e17a2e8f,gexample_36c25f07c9044a8889b6cb00bce1978e,gelement_05d9d26e873746158cb0ff9298cc912c,1,negative_adverb,别,1,approved,
gtarget_39b8a218b94540f59a4103c66c6c7a36,gexample_10325cac6dbd48a68ae8298734c16024,gelement_39be2073c23943338abe83c4de4e3886,1,sequencing_adverb,再,1,approved,
gtarget_59f8f9e4eda24a508341fc653ab744da,gexample_e2226f2abb684c3aa6ac67febb47df3b,gelement_1718724a3e2c4dc3b8135af4a8faf509,1,correlative_adverb,就,1,approved,
gtarget_e97e96397ca746ac8e432c612e38e406,gexample_abfc9162eb744e18ae1560eab69c12f0,gelement_78468181c7734ec1b50654d138e25f65,1,modal_adverb,都,1,approved,
gtarget_192076cc366e4d02ad71ed18367f4326,gexample_ee20a5da4c784e9899f395d3e06897e9,gelement_a8ab68cc94db4257b8dd7c25b025845e,1,modal_adverb,就,1,approved,
gtarget_9480be24cb104ed39ce47350bcae433d,gexample_00350ca8d2d640e8b0a98307fb9108c8,gelement_71f7267b0b774e98910c66b355661ca6,1,modal_adverb,还是,1,approved,
gtarget_0901236c113946a2a6616d897192d1da,gexample_19c48a38ca7f4c34b4dc77abb2211ab5,gelement_88fd398ff0324169beee7bb31a4fab66,1,preposition,从,1,approved,
gtarget_189160797d634209a7d398809d28c413,gexample_da8c85455cc8473e8ff4d6c682c853d4,gelement_88fd398ff0324169beee7bb31a4fab66,1,preposition,从,1,approved,
gtarget_7ce7a470a1c94a9da20d875e771b1573,gexample_5667106dd8f440108ff9db8ef18f6a26,gelement_c1b53f254c5f4206b45ae202f08ee602,1,preposition,往,1,approved,
gtarget_02b6994c0cdb4673937dbe2c643c8c09,gexample_f612afdb49fd4c63be3fe86b0850a7d3,gelement_c1b53f254c5f4206b45ae202f08ee602,1,preposition,往,1,approved,
gtarget_7765d8722e1343ed968b37d3ab5ef410,gexample_43a669e90c724f2692d088f0d972bc6d,gelement_55fa718dfa5d49819f36c00cda497cf1,1,preposition,从,1,approved,
gtarget_670b271155334d98a13ed4d6d6bc473b,gexample_b4b36f7b7e14491ebd7ebb9161f9fd46,gelement_55fa718dfa5d49819f36c00cda497cf1,1,preposition,从,1,approved,
gtarget_ca43bca99bc14a6c9c6e88f1f56b2830,gexample_036263a68b2b40e5b8a504da4b95bfb0,gelement_a6d76f732e1740dfbb1500883392e983,1,preposition,给,1,approved,
gtarget_571ecdb814c24fd3a6550696e6e4e661,gexample_3c27e6325d994619aea51b62501ddcde,gelement_a6d76f732e1740dfbb1500883392e983,1,preposition,给,1,approved,
gtarget_6ca3cb3e1be94cacbf0b4e661cde21bd,gexample_bd1aa6584fed4a258cc1c77b5eac05ec,gelement_5062673e63bf4cdd859a78e40f4965e0,1,comparison_marker,比,1,approved,
gtarget_93d0cb76cfa743fa9be6c567c4580eb7,gexample_f8475265ce8446b490e043ce85df13c2,gelement_5062673e63bf4cdd859a78e40f4965e0,1,comparison_marker,比,1,approved,
gtarget_3adf9f8dea114628b915e8a16fc7790f,gexample_81ebf0791f9c4b00b06ebc336b0ceaf8,gelement_01e8da38441e480e9f1298dec033d8de,1,preposition,跟,1,approved,
gtarget_4281b2d4d4d94c809dbae8bbc71bdf47,gexample_952e59c00f484419a2b6d4b781dd8a99,gelement_01e8da38441e480e9f1298dec033d8de,1,preposition,跟,1,approved,
gtarget_39d9f7c1a98746e1ade9d0ce0cb678a1,gexample_781a2813adce4865b08d5f4ac4b8de92,gelement_13fea372265a472ba1a4a60829494ddd,1,preposition,因为,1,approved,
gtarget_5ad3eb3c8f8e49d699cffcfc13a9543d,gexample_ed20db21759a49c6b6eb286275680339,gelement_13fea372265a472ba1a4a60829494ddd,1,preposition,因为,1,approved,
gtarget_3c1b1dc3a775496ba3fa09b3d5e2c339,gexample_debd8a07a5694eb297d262437171d152,gelement_79ec995ab8754922b1a80e540ab20e06,1,conjunction,跟,1,approved,
gtarget_6c7c6a2aad6841f0b46042438058edab,gexample_af981f05c1ca45088f23009146b3fda3,gelement_79ec995ab8754922b1a80e540ab20e06,1,conjunction,跟,1,approved,
gtarget_478ce83a93c4400886267a465c4c203d,gexample_860c8b7d94e244a8bd87479ad082a02b,gelement_9ff5a3054e73436fb107de82df771970,1,conjunction,但,1,approved,
gtarget_7e420d8514ee43f28e2022ca29544046,gexample_5a5aa6a89a8d4383b40eb2b17d2a7bb6,gelement_e221db2f55c64d2cbfa4bec909deb876,1,conjunction,但是,1,approved,
gtarget_d9fe1c5f425843a893107f02e7810f14,gexample_502f41cff70a4798a06b834820d31aec,gelement_5efb1e963dbe4f4eaf14354629c43723,1,conjunction,那,1,approved,
gtarget_a84f928764cf4b54bccda7b7b9823811,gexample_e2c7d58a14e94b4a8796cdafc7590a91,gelement_8612798ed74c4f2f9d274dcc16ad64ef,1,conjunction,虽然,1,approved,
gtarget_94c8d739d61345209010718652711902,gexample_4e7c35a7e5564ffeb4e81cb69dbba805,gelement_0b57985300a7412fa7d0c02280c18807,1,conjunction,还是,1,approved,
gtarget_fd0c2f4aa69b4de58081788bdfb87f45,gexample_e22c0b0092d2414cb83baa9e11c6b300,gelement_a1192c4efe74489f88fdc88453ed7b20,1,cause_connector,因为,1,approved,
gtarget_bfaf1afcae824515bfcdfa2867d8f4df,gexample_e22c0b0092d2414cb83baa9e11c6b300,gelement_5d834594d32043f4a4b2201d2d96b8e9,2,result_connector,所以,1,approved,
gtarget_2a336ca353fa44fcaf2b44439ec06058,gexample_975cf1be814a4300a0bfc990b9ef55e3,gelement_2a55526e8bba4c4d8660858a0979b631,1,structural_particle,得,1,approved,
gtarget_41cecf21453e465bbedcd02fb6e05228,gexample_87d719739f0a49b78931b8c77decaacd,gelement_8ca560555522451fa23470003dfb5033,1,structural_particle,地,1,approved,
gtarget_7e7aacc8d80c4b97afd4b29944bfeb2a,gexample_5de41acf6f6742eb910e0d1bcea9fad3,gelement_26c71cafee7e415a8a3654492b2e3550,1,aspect_particle,过,1,approved,
gtarget_c3216bc575bd498f84df800112d9ef80,gexample_a570a09b0a26430b921f4abcdd805371,gelement_26c71cafee7e415a8a3654492b2e3550,1,aspect_particle,过,1,approved,
gtarget_5828e828d53949f78dc74dcb71d00d7c,gexample_529ade19061d4723bd87261871bde4dc,gelement_e055423eec734f6e8a5e25b32b2f54e6,1,aspect_particle,着,1,approved,
gtarget_fae1ce5516ce43e7b4abd94d96167b41,gexample_2e2a23094fee499990dbc5252913a554,gelement_e055423eec734f6e8a5e25b32b2f54e6,1,aspect_particle,着,1,approved,
gtarget_be14c90376e34b41aeb0874eae5a02fa,gexample_d0b3a100cbf347a3b5c9a00c8e2579a2,gelement_0874e21f369a48e3bb058364531c3c48,1,modal_particle,呢,1,approved,
gtarget_620d30925fa04d02899416b606da7255,gexample_ecb009d44a9f4267a350b129064a25a9,gelement_286ce25ba48b48878c7041148f74bb3e,1,modal_particle,吧,1,approved,
gtarget_2c25a580325b421aa94897b7158ccfa7,gexample_5b2359407c854562893e4e3a9a7b5add,gelement_f296ff29ac5143669c2432fcc69083d4,1,modal_particle,的,1,approved,
gtarget_cad106fa8fa84233842d4920120b389f,gexample_f405f876bfc448788c15afb99f765f69,gelement_436eddda16814681ade0deeff80187c9,1,modal_particle,啊,1,approved,
gtarget_5ee9bc07eb2b4b4fa4a29ba8057f0ac1,gexample_0300338770b540059d3a48e032887ee7,gelement_1df7fa2aeff74e2d963a4cea727433e9,1,verb_complement_phrase,吃完,1,approved,
gtarget_bce0da9c25c140ab844fef5932ac8eb9,gexample_a427b4012d2b446abd997e9f8d14d47a,gelement_1df7fa2aeff74e2d963a4cea727433e9,1,verb_complement_phrase,跑得很快,1,approved,
gtarget_151a3676aa5b4aa185ef82fa8b3bc98e,gexample_34abbbf7a6ab4030bec3fff37d4eb0c5,gelement_941c3e6fc9b3421ca7716606d925e807,1,nominal_phrase,红色的,1,approved,
gtarget_3eae8bc653f84fd6863785d6ae972b57,gexample_3f693f020a3842f8b04728e362e2b40b,gelement_941c3e6fc9b3421ca7716606d925e807,1,nominal_phrase,老师买的,1,approved,
gtarget_456883e233a84b80975805ab891bd611,gexample_48a957dfcd67488f844b5e0f037358de,gelement_d1d79e441cdb4fc484421ba3e52aaee0,1,serial_predicate,去商场买衣服,1,approved,
gtarget_ea1a32663ff14ce599a05cefd798bd5a,gexample_e3f93b95097641039f30df0029bb3fdc,gelement_d1d79e441cdb4fc484421ba3e52aaee0,1,serial_predicate,坐地铁去学校,1,approved,
gtarget_3364f202e2f74234b1f48d02ca3f822e,gexample_320a74063f6844809e60df23a0873e64,gelement_1904386d850149f58af0449d56b79cb2,1,pivotal_sequence,让我们看书,1,approved,
gtarget_6b5c5d310a3f4213a9ccad62ca9cab8f,gexample_578bdfb13c9a4fc5b9337ffc18cdfd54,gelement_1904386d850149f58af0449d56b79cb2,1,pivotal_sequence,请我买水果,1,approved,
gtarget_49b614ddfde04c6e807c0b423e4e7d74,gexample_3b5aa5af8fca4ac7978dbae8291af38f,gelement_1a3ba5f63ad3479aa3c45a6bd569079a,1,nominal_phrase,那位老师,1,approved,
gtarget_855af27252374278b7a8f9f1b1802a6b,gexample_f7dbaabcc28242239527fa55d249a363,gelement_1a3ba5f63ad3479aa3c45a6bd569079a,1,nominal_phrase,我的两本书,1,approved,
gtarget_feb3adf0d15949a382f36905845f6b4a,gexample_adf74389104149fe8ed36f480bea3555,gelement_d79185ebee0e4577b98009231b0556b3,1,verbal_phrase,正在看电影,1,approved,
gtarget_82687546e412429f8fb25d2958356587,gexample_2dbaee2b470d413ab73d4ac2654196fb,gelement_d79185ebee0e4577b98009231b0556b3,1,verbal_phrase,去商场买衣服,1,approved,
gtarget_696e1b2348b94e389d71402f4c4481a4,gexample_c98d4e8d106d4be599fa3737f759322d,gelement_f5b5526e381840748afb920d44fab8af,1,adjectival_phrase,非常漂亮,1,approved,
gtarget_c9f251547377447da10bf7fbafbbd434,gexample_4d9a76937b23436887d754ae24ef1422,gelement_f5b5526e381840748afb920d44fab8af,1,adjectival_phrase,有一点儿冷,1,approved,
gtarget_d1a8ae9b0f974f029b27cb7cc3f85718,gexample_02a5c6492386448e8b2960031c7b5656,gelement_640ac4b94dde4825bf27033ae611532e,1,list_ender,什么的,1,approved,
gtarget_ad65ab64a8534dfaaa1fb7b5eb182ac7,gexample_9f276f6f70e549c2ad36d358be70fd6b,gelement_640ac4b94dde4825bf27033ae611532e,1,list_ender,什么的,1,approved,
gtarget_fd59979ecb92496484be301e5598697c,gexample_c91cdb2869e74deb809731e798e7f7b7,gelement_279457444c29492ab43923a4248efe4e,1,preference_marker,还是,1,approved,
gtarget_328b9c7e50204ed1b147b9878300ab51,gexample_c91cdb2869e74deb809731e798e7f7b7,gelement_279457444c29492ab43923a4248efe4e,2,softening_particle,吧,1,approved,
gtarget_24ac392eb77e4d2889328ad3f3ae37b2,gexample_731e096f91b34f1284dd4447bc40d988,gelement_279457444c29492ab43923a4248efe4e,1,preference_marker,还是,1,approved,
gtarget_21038d12e36f4c80bc29c0cd2d6e6953,gexample_731e096f91b34f1284dd4447bc40d988,gelement_279457444c29492ab43923a4248efe4e,2,softening_particle,吧,1,approved,
gtarget_4592ffd34d704d59ba68bb465a924349,gexample_47649edb3cdb429a93de33f7a078abe5,gelement_7c35247ade1c4fbc8ef273d947e832a8,1,imminence_marker,要,1,approved,
gtarget_45e565e3caad48ea9a928acf7370f65f,gexample_47649edb3cdb429a93de33f7a078abe5,gelement_7c35247ade1c4fbc8ef273d947e832a8,2,change_particle,了,1,approved,
gtarget_4a41396945ae497a84207b950f5d703a,gexample_e2056209ad7e47b6a27c79c9b88ab1f8,gelement_3c5d4a1f0eca42fca0b9c48883b25c78,1,imminence_marker,快要,1,approved,
gtarget_b4c85f09bc30474d8802d5b1b1f53af2,gexample_e2056209ad7e47b6a27c79c9b88ab1f8,gelement_3c5d4a1f0eca42fca0b9c48883b25c78,2,change_particle,了,1,approved,
gtarget_c322b1f3d9cd480a807281a00717d026,gexample_0ba6cbd83193484aae65774ffe1b3ca8,gelement_ec994b96303142d890a5ea5968da1e10,1,imminence_marker,就要,1,approved,
gtarget_028c2d361fa44c45b77b0eedfa1daed7,gexample_0ba6cbd83193484aae65774ffe1b3ca8,gelement_ec994b96303142d890a5ea5968da1e10,2,change_particle,了,1,approved,
gtarget_101e4615ffe147b1b1b37ac3969c3159,gexample_9c8b85eb75004802bc78bfa35b6f55b6,gelement_6b1222ef97c94147b339af4bff30c468,1,emphasis_marker,都,1,approved,
gtarget_8c0102b81bb44ea6a4c76dd87b298a55,gexample_9c8b85eb75004802bc78bfa35b6f55b6,gelement_6b1222ef97c94147b339af4bff30c468,2,change_particle,了,1,approved,
gtarget_1ecccf40411f46c8a9a67efe7fbc3b4f,gexample_e5fa18391a024d91ba8e6aedac88c0df,gelement_6b1222ef97c94147b339af4bff30c468,1,emphasis_marker,都,1,approved,
gtarget_992e1b003d4745b4827c80f30e7ae6db,gexample_e5fa18391a024d91ba8e6aedac88c0df,gelement_6b1222ef97c94147b339af4bff30c468,2,change_particle,了,2,approved,
gtarget_648efc2ce452413eb0dfdc7a0b42030e,gexample_4acf57139da64b2ab8dba39a84771d0c,gelement_e4018ddfa0cd441bb774f186ddeed945,1,patient_subject,衣服,1,approved,
gtarget_fbde770e9e7b44489bb2cc2226bc9d3a,gexample_6616f8d80fe34ce6b5a56ae4ccf75bb8,gelement_e4018ddfa0cd441bb774f186ddeed945,1,patient_subject,饭,1,approved,
gtarget_0f9fc73a7f40418f864a4b6aac627df2,gexample_90f6497715964cf19dcb12a939ba8cfb,gelement_fef70314bdef441985283bcce355cf4f,1,nominal_predicate,星期五,1,approved,
gtarget_a69517cba9d94f29acf2f8d8251ff115,gexample_8e15edf9522d4edea2cfdecdcaff39d0,gelement_fef70314bdef441985283bcce355cf4f,1,nominal_predicate,二十岁,1,approved,
gtarget_537e13100a9c4c8d912f1132904ac862,gexample_8ce5a1797e304eeb8b92656056a07a93,gelement_3806ea7639494792af8a78582c319157,1,attributive,学习汉语的,1,approved,
gtarget_2c14fce483b4458f818333251eb80141,gexample_dcd0774cd5b64ce09518ba8be9d06fec,gelement_0b1e35a272554e51a3a34fc9ad723187,1,attributive,妈妈做的,1,approved,
gtarget_43ddf70c7e6e4064a84b617b2ae4d38f,gexample_1ab8c2db7a704216b5fb591eb8528ab8,gelement_5104a626831f44a5ae6b5378a0124468,1,result_complement,错,1,approved,
gtarget_c4adc8306a454a41a27414a99d94acae,gexample_e0e982a211ae4866aac6d79e7cf45c58,gelement_98a42777100746e28bcbf22ae3c9e146,1,result_complement,懂,1,approved,
gtarget_7a7640eb96db4553990e2e8beab95ee2,gexample_5c8496827181423fb1e48fd9d32b3629,gelement_f093198e0b4d4081a3255e0856eaae79,1,result_complement,好,1,approved,
gtarget_df86081d7eaa4b508efce1a98ac5a1f0,gexample_3dd1fa6a07e24e378a482e752588f430,gelement_f3d88a7e4c6d4d459b3049c9387b2355,1,result_complement,会,1,approved,
gtarget_111914d798d34ea3b91fdf823c14637d,gexample_5ea4975f48e14014b17d808cb6f65024,gelement_39bca8db337d4190a65e73ba199f01fd,1,result_complement,完,1,approved,
gtarget_b39445ba74d74b9ab6e17d00d0661063,gexample_b06f268adc1143beb35ed5a6fb012e6d,gelement_2403d12331594597bfcf087e7f29d327,1,directional_complement,来,1,approved,
gtarget_02983c9ae1754061b1a57f6a7339ec01,gexample_27152433db0c40d9b98229fca4c1df10,gelement_e918b0252210432aab006d96efeeffed,1,directional_complement,去,1,approved,
gtarget_93a8aec395084da4963964ff2623069e,gexample_5a9c2db419c64a368dba204cf279fdfc,gelement_8df94ce16f7044b490400fa34bb3543a,1,directional_complement,上,1,approved,
gtarget_1431242cc2c14d23a9c3d6e52d7ae403,gexample_14273243fb134378b548c118e4ec6548,gelement_1e40602780ac4e5985bca33c12e4de9e,1,directional_complement,下,1,approved,
gtarget_3755934dd44a46e2bbc7b4221ff52930,gexample_4784dba8ff7e4f8a800abdf90f6d3b92,gelement_a24d19eb57114f6ab0226892e4b135e9,1,directional_complement,进,1,approved,
gtarget_191b209842a04debbbe99ae42ec3744d,gexample_87e43abccfbb48eda7076a603996a000,gelement_8d4212eb64594208b1e02ca7d687770f,1,directional_complement,出,1,approved,
gtarget_56bdbda56739401c99eef552c55914be,gexample_7a8d30afbeff4fb9a45ae0547d1548f6,gelement_fa9c56336b2d484c894659cb51e4dd74,1,directional_complement,过,1,approved,
gtarget_5ac0924979164f61b706d8c2ba805570,gexample_2a39b6f66038408e9a796992dcff2c00,gelement_02d07e9f7bd34f0f9617d859202d3930,1,directional_complement,回,1,approved,
gtarget_a01e1097256e4c7bb4eb362a2cda35bf,gexample_5ca51327aea3456888242b4efe2222ee,gelement_ad11859f06ea4945884d280c6a0227ab,1,directional_complement,出来,1,approved,
gtarget_78e3b6219ebc4a689131d254c8ff68f1,gexample_5cf3fca78459465d974a270e2d8abd2a,gelement_d894c4a1a70843f4bd0a3057c15c8c54,1,directional_complement,出去,1,approved,
gtarget_d9d4b41170cb400dbaa81fb01ad52637,gexample_af7bf39369b940c1bdfa215d94016457,gelement_1a2c0679df264d52b1dd0c1aca693132,1,directional_complement,过来,1,approved,
gtarget_dfa734911f61446dad9bc1810821874b,gexample_d3662680028e4d0eb825da0a1517fe71,gelement_44f8857b62684d0dbfdfe94b1eea014e,1,directional_complement,过去,1,approved,
gtarget_91025b12211a4f33a006068ee8508236,gexample_5cbb96ca4f8e4fca899e625cc2bb8b8d,gelement_a86ca8e6d44646a0b391a74aff44f4ab,1,directional_complement,回来,1,approved,
gtarget_c01ccdca3bbd46c6b597f389d1dd886f,gexample_a1d6952a9c8d42d2a09f127dd349c0b6,gelement_c9868425f6c44e2a8da73a79d5c9e7c4,1,directional_complement,回去,1,approved,
gtarget_7d4df88bf6364012baeffdced3d1f8ff,gexample_5022ed606f2644a7b41f2c7b10e1dcbf,gelement_630c22f7d9b443049c1a45e3853c5f9b,1,directional_complement,进来,1,approved,
gtarget_7828474373c24d71ad2bdcbbaa11bb9a,gexample_31b41fffac524dc2bbbc4f2c17bbcc3b,gelement_c10116b7be8e46c4a9c139164a4acd7e,1,directional_complement,进去,1,approved,
gtarget_e759fb66475a4c54b0dcbd0af9d95bd5,gexample_4134b88c2f5d4669b4c8a7cb0a9ffc76,gelement_6bcca1d9df3c4f8bb7265a4fce05a182,1,directional_complement,起来,1,approved,
gtarget_379fe16845e343e8abbbb99053e61e41,gexample_f9c3c822a6f645208d0487521dd4b5fc,gelement_7bffa7375fc4424d990807828868178c,1,directional_complement,上来,1,approved,
gtarget_aee32bc703d54a269457866afb44e01c,gexample_a7141e111aa346268708e06264bba2b1,gelement_a2dd1224e5ce47bd933bad524cf69cfa,1,directional_complement,上去,1,approved,
