grammar_example_id,grammar_point_id,grammar_element_id,demonstration_order,analysis_en,review_status,notes
gexample_d8f56ce24a88448db470debb1fc82c7d,hsk26-g2-001,gelement_15ecab3be109435ca0ccffcc06d370fa,1,"面 attaches to 里 to form 里面, which locates the book in the schoolbag's interior.",approved,
gexample_88f448fab85549edad51537d3556a01a,hsk26-g2-001,gelement_15ecab3be109435ca0ccffcc06d370fa,1,"面 follows 前 and forms 前面, the location in front of the shopping center.",approved,
gexample_d1dd72289466409abffb82fcda5977cc,hsk26-g2-002,gelement_2d5e65f0a6e140f1a9e2d9743847eee6,1,左 forms 左边 after 商场 and identifies the shopping center's left side.,approved,
gexample_9e94012cbd24447490c03664d63e3f6d,hsk26-g2-002,gelement_d76a396b72c647999640435597e3ce19,1,右 forms 右边 after 学校 and identifies the school's right side.,approved,
gexample_bdc3f03b9c9b433ea8751a4f9d894049,hsk26-g2-003,gelement_558ab6be40a541b5b41a7915df61e84e,1,看看 repeats the one-syllable verb 看 and turns the instruction into a light suggestion.,approved,
gexample_dfe6654b0b1347b9af4e5cf42eafbd83,hsk26-g2-003,gelement_63009f492668415993694ce84134fc66,1,看一看 places neutral-tone 一 between repeated 看 and presents the action as brief.,approved,
gexample_ea32b89407114fa0888edae9b2f7ed65,hsk26-g2-003,gelement_48625bab541d451a895f1f7fcbe76a16,1,看了看 places 了 between repeated 看 and reports one brief look as realized.,approved,
gexample_a1f4821b82f84cca80f5959d70e8a55a,hsk26-g2-003,gelement_79b7fab83b6b477e93b09315960efa61,1,休息休息 repeats the two-syllable verb and presents the proposed rest as brief and light.,approved,
gexample_28e77e9aabef424c96324917b249d757,hsk26-g2-004,gelement_a87e802d9e374f6cb25d50f99f974d56,1,"可能 precedes 来 and presents his coming as possible, not certain.",approved,
gexample_544e10f8e1054816932cdb9013f316b2,hsk26-g2-004,gelement_a87e802d9e374f6cb25d50f99f974d56,1,可能 modifies 下雨 and marks the forecast as uncertain.,approved,
gexample_414a84619c8e40b6978452169a5d70b5,hsk26-g2-005,gelement_1b8ebd108e374390940f938ff4371414,1,帮 and 忙 are separated so the internal object 忙 can take the quantity 一个.,approved,
gexample_e29692fae9bc415990e3f28e1f433052,hsk26-g2-005,gelement_645edbcc339043f28f4a0d62131b0644,1,游泳 appears together as the ordinary unsplit form of this verb-object word.,approved,
gexample_fda1551acd434c499f95eb3ab3ec4415,hsk26-g2-005,gelement_89b4b3038b5a4d8da618e0da573d25cc,1,跳舞 appears together as the ordinary unsplit form of this verb-object word.,approved,
gexample_a140f68ed2cb4d0ab879baa4206b729b,hsk26-g2-005,gelement_694bc9008f964306ba87a371a9397244,1,跑步 appears together as the ordinary unsplit form of this verb-object word.,approved,
gexample_bc91855c2d99445b891c6cbccd2792e2,hsk26-g2-006,gelement_5288e7852cdc4c0db93543d939c158be,1,为什么 comes before 学汉语 and asks for the reason behind studying Chinese.,approved,
gexample_710bbbe2cfd84255945b002bba975b7d,hsk26-g2-006,gelement_5288e7852cdc4c0db93543d939c158be,1,为什么 precedes the negative predicate 没有来 and asks what caused his absence.,approved,
gexample_c7a02f9668594287a764079943dbf2a8,hsk26-g2-007,gelement_927cabd9146648fba0d50f8152667b47,1,自己 refers back to 我 and emphasizes that the speaker personally does the cooking.,approved,
gexample_26f3d030bb624190bf54f9b44535641c,hsk26-g2-007,gelement_927cabd9146648fba0d50f8152667b47,1,"自己 refers back to 她, and 自己的 marks the book as her own.",approved,
gexample_e6aeb5dba54c4c259c560955259f8cfc,hsk26-g2-008,gelement_0d7be292f82844eda5e084624f2088a4,1,那么 comes before 冷 and points to the notable degree of coldness.,approved,
gexample_3fd0dacaea3c4764a83aa6d77f45f052,hsk26-g2-008,gelement_e1e5eb28574845b6ac677d5888bd8e7f,1,那样 modifies 做 and refers to a more distant or previously mentioned manner.,approved,
gexample_5e66f5204e9c467780c9a3dc8696c768,hsk26-g2-008,gelement_09df39837e1d48658f1251d69c1da1c2,1,这么 modifies 说 and points to the manner or degree evident in the current context.,approved,
gexample_50436c41a2244ab29ebe2b7ee28e7829,hsk26-g2-008,gelement_8ed4ab8539eb4192b6d18e14a8c894b8,1,这样 comes before 写 and points to the demonstrated way of writing.,approved,
gexample_bb32d201885a41ca85ab283e572bd375,hsk26-g2-008,gelement_4d35c207ae4842a283d2d9da5faaefd1,1,"每 selects students one by one, while 都 gives all of them the predicate 有一本书.",approved,
gexample_a12790946eba46798201cabcf211137d,hsk26-g2-009,gelement_d2768e50f2f9426abcdaef623f3e4b15,1,大大 repeats the one-syllable adjective 大 and gives the eye description a vivid quality.,approved,
gexample_84b2b00cc775483e81c83d40257ab56c,hsk26-g2-009,gelement_50304e6387404f618d3657c8d078809d,1,大大小小 uses an AABB repetition of the contrasting adjectives 大 and 小 to cover varied sizes.,approved,
gexample_1daa0aff7a6c43fcaa3075bdffd57cf9,hsk26-g2-010,gelement_d10e58fcb7a94b6cb8ca30f72acc6ff5,1,一万 uses 万 as the ten-thousand place-value unit before 名学生.,approved,
gexample_91432b4264914465b8d3ea7d683311cb,hsk26-g2-010,gelement_6da6c91e6e8845068663adf4200719d0,1,"好多 directly quantifies 衣服 as a large, unspecified amount.",approved,
gexample_1834ae400a80478caf94912a5e561502,hsk26-g2-010,gelement_43899016b5ab4b9dbe1d84dabce4a631,1,多 follows 二十 and leaves the exact number slightly above twenty unspecified.,approved,
gexample_fac584e17610409cb100cb7b86113b9b,hsk26-g2-011,gelement_6c745b0142ae48da8f090c44e1aafa30,1,"条 classifies the long, flexible item 裤子 after 一.",approved,
gexample_8468c8dd777742f882afbbb3b854df22,hsk26-g2-011,gelement_c35dbd0ba9d34a60966a54104291aefc,1,位 respectfully classifies the person 老师 after 那.,approved,
gexample_51994b263f3243518127ebf495420dd3,hsk26-g2-011,gelement_dadebc1baa3f4a6390f3c04c9987fd64,1,间 classifies the room 教室 after 一.,approved,
gexample_620d7923e37e4d08a1034f9f65cfd0d3,hsk26-g2-011,gelement_157c63523d1e456ab3a0cc4b43bedb95,1,名 gives a neutral formal count of the people 学生.,approved,
gexample_bd43736ae71f441a946cfb0e815487d7,hsk26-g2-012,gelement_355a00010ad647e794c38b52d3ef46a3,1,包 stands between 一 and 茶 and counts one packaged amount of tea.,approved,
gexample_68000336e71a45cd9211e425780b42c1,hsk26-g2-012,gelement_355a00010ad647e794c38b52d3ef46a3,1,包 follows 两 and counts two separate packets of medicine.,approved,
gexample_0a378ba0a805427d9b4132ddfe998807,hsk26-g2-013,gelement_ccabcde8c07343c895b0cc39cce4589a,1,两次 follows 去过 and counts two separate experiences of going to China.,approved,
gexample_0bf5339370c9412aa4d29ef9bbc60c5e,hsk26-g2-013,gelement_ccabcde8c07343c895b0cc39cce4589a,1,一次 follows 说 and requests one additional occurrence of the action.,approved,
gexample_6f7e79550f8e4a4dbfe0758c7d8856e8,hsk26-g2-014,gelement_25cc393d074a47a490be1285bbfb5451,1,"多 precedes 漂亮 and, with final 啊, exclaims over the degree of beauty.",approved,
gexample_f10e690724064736866913b03ff53abd,hsk26-g2-014,gelement_d892f9aebf9f448f9a66368ec6718f01,1,好 directly modifies 冷 and gives the statement an exclamatory degree.,approved,
gexample_8e404e12f7fa45b887a0b5d33087a9de,hsk26-g2-014,gelement_badce7b365884bd88dcb4edf4af1d1c1,1,最 precedes 快 and marks her speed as the highest in the relevant group.,approved,
gexample_fec31711d6414270a08b8d85d6459991,hsk26-g2-015,gelement_e1d0f2dbb2384f9b91234b703b971f4c,1,一起 comes before 去 and groups 我们 as joint participants in the trip.,approved,
gexample_4a1e2bd0653c4442acd2c0f7beb9d87c,hsk26-g2-015,gelement_e1d0f2dbb2384f9b91234b703b971f4c,1,一起 modifies 学习 and presents the studying as a shared activity.,approved,
gexample_58a738a012c74dc1a41c6c9e8fc11db3,hsk26-g2-016,gelement_0a485f80ea5241f3be43b3b7af710562,1,还 comes before 在睡觉 and says the sleeping continues at the present reference time.,approved,
gexample_5b063d0555734638b455daad17e3d905,hsk26-g2-016,gelement_378ca396d5294e75be314bda7c747ffc,1,已经 places the eating before the current reference point and emphasizes that it is already realized.,approved,
gexample_6767a27e97ff4943a13621ea107f0c1c,hsk26-g2-016,gelement_1238f208be4648deb73e5ee276e3403d,1,有时 marks taking the subway as an occasional rather than regular event.,approved,
gexample_4766766d5b3f48afa08657ff85d2c2e4,hsk26-g2-016,gelement_5b9de1c143674195a1781576a263901e,1,有时候 is the full variant marking walking to school as occasional.,approved,
gexample_8de4b219f57a40ff8ef3f2f30bd34a4f,hsk26-g2-016,gelement_6c8d3b2e23f74a45ba819ce2f50144dd,1,"快 comes before 开始 and, with final 了, presents the start as close at hand.",approved,
gexample_dbd6b13e94174ffd92af1bcc1532c3e7,hsk26-g2-016,gelement_1029c94420364515b2abf5d894788f9b,1,"快要 precedes 考试 and, with final 了, marks the exam as imminent.",approved,
gexample_1a1b6db3e4d644d6ab40d6fd9b88a280,hsk26-g2-016,gelement_05736f3f03d041beb856881aaea07c56,1,正 directly precedes 上课 and locates the activity at the exact present moment.,approved,
gexample_026b8b49ef9e4ba7ad9050e8b92f7d41,hsk26-g2-017,gelement_ab4bc14917664677b660394dbc1657a0,1,经常 comes before 来 and marks coming here as a frequent action.,approved,
gexample_cba73f3418984f249fc4b0f243602a36,hsk26-g2-017,gelement_ab4bc14917664677b660394dbc1657a0,1,经常 precedes 上网 and presents it as a regular activity.,approved,
gexample_cac02c86d79249e09a9d205619324491,hsk26-g2-018,gelement_05d9d26e873746158cb0ff9298cc912c,1,别 directly precedes 说话 and prohibits the action.,approved,
gexample_36c25f07c9044a8889b6cb00bce1978e,hsk26-g2-018,gelement_05d9d26e873746158cb0ff9298cc912c,1,"别 appears after the listener 你 and before 打开门, the action being prohibited.",approved,
gexample_10325cac6dbd48a68ae8298734c16024,hsk26-g2-019,gelement_39be2073c23943338abe83c4de4e3886,1,再 stands before 去商场 and orders that trip after 吃了饭.,approved,
gexample_e2226f2abb684c3aa6ac67febb47df3b,hsk26-g2-019,gelement_1718724a3e2c4dc3b8135af4a8faf509,1,就 precedes 回家 and links it closely and promptly to 下课.,approved,
gexample_abfc9162eb744e18ae1560eab69c12f0,hsk26-g2-020,gelement_78468181c7734ec1b50654d138e25f65,1,都 highlights that the late point 十点 has already been reached; final 了 marks the current situation.,approved,
gexample_ee20a5da4c784e9899f395d3e06897e9,hsk26-g2-020,gelement_a8ab68cc94db4257b8dd7c25b025845e,1,就 narrows the purchase to the deliberately limited quantity 一本书.,approved,
gexample_00350ca8d2d640e8b0a98307fb9108c8,hsk26-g2-020,gelement_71f7267b0b774e98910c66b355661ca6,1,还是 precedes 去上班 and maintains that action despite the obstacle introduced by 虽然下雨.,approved,
gexample_19c48a38ca7f4c34b4dc77abb2211ab5,hsk26-g2-021,gelement_88fd398ff0324169beee7bb31a4fab66,1,从 introduces 学校 as the place where the trip begins.,approved,
gexample_da8c85455cc8473e8ff4d6c682c853d4,hsk26-g2-021,gelement_88fd398ff0324169beee7bb31a4fab66,1,"从 introduces 八点 as the starting time, while 到 introduces the endpoint 十点.",approved,
gexample_5667106dd8f440108ff9db8ef18f6a26,hsk26-g2-022,gelement_c1b53f254c5f4206b45ae202f08ee602,1,往 introduces 前 as the direction of 走.,approved,
gexample_f612afdb49fd4c63be3fe86b0850a7d3,hsk26-g2-022,gelement_c1b53f254c5f4206b45ae202f08ee602,1,往 introduces 学校 as the direction toward which he runs.,approved,
gexample_43a669e90c724f2692d088f0d972bc6d,hsk26-g2-023,gelement_55fa718dfa5d49819f36c00cda497cf1,1,从 introduces 左边 as the directional source of the movement 过来.,approved,
gexample_b4b36f7b7e14491ebd7ebb9161f9fd46,hsk26-g2-023,gelement_55fa718dfa5d49819f36c00cda497cf1,1,从 introduces 这条路 as the route followed by the movement 走回家.,approved,
gexample_036263a68b2b40e5b8a504da4b95bfb0,hsk26-g2-024,gelement_a6d76f732e1740dfbb1500883392e983,1,给 introduces 妈妈 as the beneficiary of the purchase.,approved,
gexample_3c27e6325d994619aea51b62501ddcde,hsk26-g2-024,gelement_a6d76f732e1740dfbb1500883392e983,1,给 introduces 朋友 as the person targeted by the phone call.,approved,
gexample_bd1aa6584fed4a258cc1c77b5eac05ec,hsk26-g2-025,gelement_5062673e63bf4cdd859a78e40f4965e0,1,比 introduces 我 as the standard used to compare his height.,approved,
gexample_f8475265ce8446b490e043ce85df13c2,hsk26-g2-025,gelement_5062673e63bf4cdd859a78e40f4965e0,1,比 introduces 昨天 as the time used to compare today's temperature.,approved,
gexample_81ebf0791f9c4b00b06ebc336b0ceaf8,hsk26-g2-026,gelement_01e8da38441e480e9f1298dec033d8de,1,跟 introduces 朋友 as the companion who participates in the trip with 我.,approved,
gexample_952e59c00f484419a2b6d4b781dd8a99,hsk26-g2-026,gelement_01e8da38441e480e9f1298dec033d8de,1,跟 introduces 老师 as the counterpart from whom she learns Chinese.,approved,
gexample_781a2813adce4865b08d5f4ac4b8de92,hsk26-g2-027,gelement_13fea372265a472ba1a4a60829494ddd,1,因为 introduces 考试 as the reason within the clause whose main predicate is 没有去旅游.,approved,
gexample_ed20db21759a49c6b6eb286275680339,hsk26-g2-027,gelement_13fea372265a472ba1a4a60829494ddd,1,因为 introduces 身体不好 as the reason for the main event 没有上班.,approved,
gexample_debd8a07a5694eb297d262437171d152,hsk26-g2-028,gelement_79ec995ab8754922b1a80e540ab20e06,1,跟 joins the two parallel noun phrases 咖啡 and 绿茶 as objects of 喜欢.,approved,
gexample_af981f05c1ca45088f23009146b3fda3,hsk26-g2-028,gelement_79ec995ab8754922b1a80e540ab20e06,1,跟 coordinates 苹果 and 鸡蛋 as two things bought.,approved,
gexample_860c8b7d94e244a8bd87479ad082a02b,hsk26-g2-029,gelement_9ff5a3054e73436fb107de82df771970,1,但 introduces the lack of time as a contrast to the wish to go.,approved,
gexample_5a5aa6a89a8d4383b40eb2b17d2a7bb6,hsk26-g2-029,gelement_e221db2f55c64d2cbfa4bec909deb876,1,但是 introduces the high price as a contrast to the clothing's attractive appearance.,approved,
gexample_502f41cff70a4798a06b834820d31aec,hsk26-g2-029,gelement_5efb1e963dbe4f4eaf14354629c43723,1,那 introduces 坐地铁 as the response appropriate to the situation in the first clause.,approved,
gexample_e2c7d58a14e94b4a8796cdafc7590a91,hsk26-g2-029,gelement_8612798ed74c4f2f9d274dcc16ad64ef,1,虽然 introduces the rain as a conceded fact that did not prevent the second-clause action.,approved,
gexample_4e7c35a7e5564ffeb4e81cb69dbba805,hsk26-g2-029,gelement_0b57985300a7412fa7d0c02280c18807,1,还是 joins 茶 and 咖啡 as the two alternatives in the question.,approved,
gexample_e22c0b0092d2414cb83baa9e11c6b300,hsk26-g2-029,gelement_a1192c4efe74489f88fdc88453ed7b20,1,因为 introduces 下雨 as the cause clause.,approved,
gexample_e22c0b0092d2414cb83baa9e11c6b300,hsk26-g2-029,gelement_5d834594d32043f4a4b2201d2d96b8e9,2,所以 introduces 我没有出去 as the result of that cause.,approved,
gexample_975cf1be814a4300a0bfc990b9ef55e3,hsk26-g2-030,gelement_2a55526e8bba4c4d8660858a0979b631,1,得 follows 跑 and introduces 很快 as the description of his running.,approved,
gexample_87d719739f0a49b78931b8c77decaacd,hsk26-g2-030,gelement_8ca560555522451fa23470003dfb5033,1,地 follows 高兴 and turns it into the manner description placed before 笑.,approved,
gexample_5de41acf6f6742eb910e0d1bcea9fad3,hsk26-g2-031,gelement_26c71cafee7e415a8a3654492b2e3550,1,过 follows 去 and presents going to China as an experience in the speaker's life.,approved,
gexample_a570a09b0a26430b921f4abcdd805371,hsk26-g2-031,gelement_26c71cafee7e415a8a3654492b2e3550,1,"没有 negates the experience, while 过 remains after 坐 to define the experience being denied.",approved,
gexample_529ade19061d4723bd87261871bde4dc,hsk26-g2-032,gelement_e055423eec734f6e8a5e25b32b2f54e6,1,着 follows 开 and maintains the door's open state rather than presenting an opening event.,approved,
gexample_2e2a23094fee499990dbc5252913a554,hsk26-g2-032,gelement_e055423eec734f6e8a5e25b32b2f54e6,1,着 follows 拿 and presents the holding posture as continuing.,approved,
gexample_d0b3a100cbf347a3b5c9a00c8e2579a2,hsk26-g2-033,gelement_0874e21f369a48e3bb058364531c3c48,1,"呢 closes the 怎么 question and adds the speaker's puzzled, emphatic reaction to the cold.",approved,
gexample_ecb009d44a9f4267a350b129064a25a9,hsk26-g2-033,gelement_286ce25ba48b48878c7041148f74bb3e,1,吧 turns the assertion into a request for confirmation of the speaker's tentative belief.,approved,
gexample_5b2359407c854562893e4e3a9a7b5add,hsk26-g2-033,gelement_f296ff29ac5143669c2432fcc69083d4,1,Sentence-final 的 asserts the speaker's confidence that 他会来 will hold.,approved,
gexample_f405f876bfc448788c15afb99f765f69,hsk26-g2-033,gelement_436eddda16814681ade0deeff80187c9,1,Final 啊 gives the evaluation 真漂亮 an overt exclamatory reaction.,approved,
gexample_0300338770b540059d3a48e032887ee7,hsk26-g2-034,gelement_1df7fa2aeff74e2d963a4cea727433e9,1,吃完 is a verb-complement phrase: 吃 is the verb and 完 supplies its result.,approved,
gexample_a427b4012d2b446abd997e9f8d14d47a,hsk26-g2-034,gelement_1df7fa2aeff74e2d963a4cea727433e9,1,跑得很快 is a verb-complement phrase in which 得很快 describes the performance of 跑.,approved,
gexample_34abbbf7a6ab4030bec3fff37d4eb0c5,hsk26-g2-035,gelement_941c3e6fc9b3421ca7716606d925e807,1,红色的 stands as the object of 喜欢; the relevant noun after 的 is understood from context.,approved,
gexample_3f693f020a3842f8b04728e362e2b40b,hsk26-g2-035,gelement_941c3e6fc9b3421ca7716606d925e807,1,老师买的 forms a nominal phrase referring to the understood thing bought by the teacher.,approved,
gexample_48a957dfcd67488f844b5e0f037358de,hsk26-g2-036,gelement_d1d79e441cdb4fc484421ba3e52aaee0,1,去商场 and 买衣服 share 我; the first movement supplies the purpose setting for the purchase.,approved,
gexample_e3f93b95097641039f30df0029bb3fdc,hsk26-g2-036,gelement_d1d79e441cdb4fc484421ba3e52aaee0,1,坐地铁 and 去学校 share 他; the first phrase gives the means used for the second movement.,approved,
gexample_320a74063f6844809e60df23a0873e64,hsk26-g2-037,gelement_1904386d850149f58af0449d56b79cb2,1,我们 is the object of 让 and simultaneously the understood subject of 看书.,approved,
gexample_578bdfb13c9a4fc5b9337ffc18cdfd54,hsk26-g2-037,gelement_1904386d850149f58af0449d56b79cb2,1,我 is the object of 请 and the person who performs 买水果.,approved,
gexample_3b5aa5af8fca4ac7978dbae8291af38f,hsk26-g2-038,gelement_1a3ba5f63ad3479aa3c45a6bd569079a,1,那位老师 is a complete nominal phrase functioning as the subject of the sentence.,approved,
gexample_f7dbaabcc28242239527fa55d249a363,hsk26-g2-038,gelement_1a3ba5f63ad3479aa3c45a6bd569079a,1,"我的两本书 combines possession, quantity, classifier, and noun into one subject phrase.",approved,
gexample_adf74389104149fe8ed36f480bea3555,hsk26-g2-039,gelement_d79185ebee0e4577b98009231b0556b3,1,正在看电影 is a verbal phrase centered on 看 and functioning as the predicate.,approved,
gexample_2dbaee2b470d413ab73d4ac2654196fb,hsk26-g2-039,gelement_d79185ebee0e4577b98009231b0556b3,1,去商场买衣服 is a verbal phrase combining movement and purpose after 想.,approved,
gexample_c98d4e8d106d4be599fa3737f759322d,hsk26-g2-040,gelement_f5b5526e381840748afb920d44fab8af,1,非常漂亮 is an adjectival phrase centered on 漂亮 and functioning as the predicate.,approved,
gexample_4d9a76937b23436887d754ae24ef1422,hsk26-g2-040,gelement_f5b5526e381840748afb920d44fab8af,1,有一点儿冷 is an adjectival phrase whose degree expression modifies 冷.,approved,
gexample_02a5c6492386448e8b2960031c7b5656,hsk26-g2-041,gelement_640ac4b94dde4825bf27033ae611532e,1,什么的 follows three example objects and leaves similar items included but unstated.,approved,
gexample_9f276f6f70e549c2ad36d358be70fd6b,hsk26-g2-041,gelement_640ac4b94dde4825bf27033ae611532e,1,什么的 closes the activity list and implies other similar interests without naming them.,approved,
gexample_c91cdb2869e74deb809731e798e7f7b7,hsk26-g2-042,gelement_279457444c29492ab43923a4248efe4e,1,"还是 selects 坐地铁 as the preferred option, and 吧 makes the recommendation less forceful.",approved,
gexample_731e096f91b34f1284dd4447bc40d988,hsk26-g2-042,gelement_279457444c29492ab43923a4248efe4e,1,"还是 presents 明天再去 as the considered preference, while final 吧 softens the group suggestion.",approved,
gexample_47649edb3cdb429a93de33f7a078abe5,hsk26-g2-043,gelement_7c35247ade1c4fbc8ef273d947e832a8,1,要 precedes 开始 and final 了 presents the movie's start as imminent.,approved,
gexample_e2056209ad7e47b6a27c79c9b88ab1f8,hsk26-g2-043,gelement_3c5d4a1f0eca42fca0b9c48883b25c78,1,"快要 places the exam very near the present point, and final 了 marks the approaching change.",approved,
gexample_0ba6cbd83193484aae65774ffe1b3ca8,hsk26-g2-043,gelement_ec994b96303142d890a5ea5968da1e10,1,"就要 emphasizes that 回来 is immediately forthcoming, while final 了 marks the imminent new situation.",approved,
gexample_9c8b85eb75004802bc78bfa35b6f55b6,hsk26-g2-044,gelement_6b1222ef97c94147b339af4bff30c468,1,"都 and 了 frame 十点 as a late point already reached, motivating the request to go home.",approved,
gexample_e5fa18391a024d91ba8e6aedac88c0df,hsk26-g2-044,gelement_6b1222ef97c94147b339af4bff30c468,1,都 highlights the full hour already reached; the final 了 presents that duration as the current situation.,approved,
gexample_4acf57139da64b2ab8dba39a84771d0c,hsk26-g2-045,gelement_e4018ddfa0cd441bb774f186ddeed945,1,"衣服 is affected by 洗 rather than doing the washing, and 洗好了 states its resulting condition.",approved,
gexample_6616f8d80fe34ce6b5a56ae4ccf75bb8,hsk26-g2-045,gelement_e4018ddfa0cd441bb774f186ddeed945,1,"饭 is the thing affected by 做, while 做好了 reports its completed ready state.",approved,
gexample_90f6497715964cf19dcb12a939ba8cfb,hsk26-g2-046,gelement_fef70314bdef441985283bcce355cf4f,1,"星期五 is a nominal phrase serving directly as the predicate of 今天, with no 是.",approved,
gexample_8e15edf9522d4edea2cfdecdcaff39d0,hsk26-g2-046,gelement_fef70314bdef441985283bcce355cf4f,1,二十岁 is the age phrase functioning as the predicate; Mandarin does not require 是 here.,approved,
gexample_8ce5a1797e304eeb8b92656056a07a93,hsk26-g2-047,gelement_3806ea7639494792af8a78582c319157,1,学习汉语 is a verbal phrase placed before 的 to identify which students are meant.,approved,
gexample_dcd0774cd5b64ce09518ba8be9d06fec,hsk26-g2-047,gelement_0b1e35a272554e51a3a34fc9ad723187,1,妈妈做 is a subject-predicate phrase placed before 的 to modify 饭.,approved,
gexample_1ab8c2db7a704216b5fb591eb8528ab8,hsk26-g2-048,gelement_5104a626831f44a5ae6b5378a0124468,1,错 follows 写 and states that the writing produced an incorrect result.,approved,
gexample_e0e982a211ae4866aac6d79e7cf45c58,hsk26-g2-048,gelement_98a42777100746e28bcbf22ae3c9e146,1,懂 follows 听 and states that listening reached the result of understanding the teacher.,approved,
gexample_5c8496827181423fb1e48fd9d32b3629,hsk26-g2-048,gelement_f093198e0b4d4081a3255e0856eaae79,1,"好 follows 做 and presents the meal as completed into a satisfactory, ready state.",approved,
gexample_3dd1fa6a07e24e378a482e752588f430,hsk26-g2-048,gelement_f3d88a7e4c6d4d459b3049c9387b2355,1,会 follows 学 and marks knowing how to swim as the achieved learning result.,approved,
gexample_5ea4975f48e14014b17d808cb6f65024,hsk26-g2-048,gelement_39bca8db337d4190a65e73ba199f01fd,1,完 follows 吃 and marks the eating action as having reached its endpoint.,approved,
gexample_b06f268adc1143beb35ed5a6fb012e6d,hsk26-g2-049,gelement_2403d12331594597bfcf087e7f29d327,1,来 follows 拿 and directs the book toward the speaker's location.,approved,
gexample_27152433db0c40d9b98229fca4c1df10,hsk26-g2-049,gelement_e918b0252210432aab006d96efeeffed,1,去 follows 拿 and directs the item of clothing away from the speaker's viewpoint.,approved,
gexample_5a9c2db419c64a368dba204cf279fdfc,hsk26-g2-050,gelement_8df94ce16f7044b490400fa34bb3543a,1,上 follows 走 and gives the walking an upward path onto the upper floor.,approved,
gexample_14273243fb134378b548c118e4ec6548,hsk26-g2-050,gelement_1e40602780ac4e5985bca33c12e4de9e,1,下 follows 坐 and presents the body moving down into a seated position.,approved,
gexample_4784dba8ff7e4f8a800abdf90f6d3b92,hsk26-g2-050,gelement_a24d19eb57114f6ab0226892e4b135e9,1,进 follows 跑 and directs the running into the classroom.,approved,
gexample_87e43abccfbb48eda7076a603996a000,hsk26-g2-050,gelement_8d4212eb64594208b1e02ca7d687770f,1,出 follows 走 and gives the walking an outward path from the restaurant.,approved,
gexample_7a8d30afbeff4fb9a45ae0547d1548f6,hsk26-g2-050,gelement_fa9c56336b2d484c894659cb51e4dd74,1,Full-tone 过 follows 走 and marks a path passing the shopping center.,approved,
gexample_2a39b6f66038408e9a796992dcff2c00,hsk26-g2-050,gelement_02d07e9f7bd34f0f9617d859202d3930,1,回 follows 走 and gives the walking a returning path toward school.,approved,
gexample_5ca51327aea3456888242b4efe2222ee,hsk26-g2-051,gelement_ad11859f06ea4945884d280c6a0227ab,1,"出来 follows 走 and combines outward movement with 来, directing it toward the speaker's viewpoint.",approved,
gexample_5cf3fca78459465d974a270e2d8abd2a,hsk26-g2-051,gelement_d894c4a1a70843f4bd0a3057c15c8c54,1,"出去 combines outward movement with 去, directing it away from the viewpoint.",approved,
gexample_af7bf39369b940c1bdfa215d94016457,hsk26-g2-051,gelement_1a2c0679df264d52b1dd0c1aca693132,1,过来 follows 走 and presents movement across toward the speaker's viewpoint.,approved,
gexample_d3662680028e4d0eb825da0a1517fe71,hsk26-g2-051,gelement_44f8857b62684d0dbfdfe94b1eea014e,1,过去 presents the walking as crossing away from the speaker's viewpoint.,approved,
gexample_5cbb96ca4f8e4fca899e625cc2bb8b8d,hsk26-g2-051,gelement_a86ca8e6d44646a0b391a74aff44f4ab,1,回来 follows 走 and combines return with movement toward the current viewpoint.,approved,
gexample_a1d6952a9c8d42d2a09f127dd349c0b6,hsk26-g2-051,gelement_c9868425f6c44e2a8da73a79d5c9e7c4,1,回去 follows 走 and combines return with movement away from the current viewpoint.,approved,
gexample_5022ed606f2644a7b41f2c7b10e1dcbf,hsk26-g2-051,gelement_630c22f7d9b443049c1a45e3853c5f9b,1,"进来 follows 走 and combines inward movement with 来, toward the viewpoint inside.",approved,
gexample_31b41fffac524dc2bbbc4f2c17bbcc3b,hsk26-g2-051,gelement_c10116b7be8e46c4a9c139164a4acd7e,1,"进去 combines inward movement with 去, away from the speaker's viewpoint.",approved,
gexample_4134b88c2f5d4669b4c8a7cb0a9ffc76,hsk26-g2-051,gelement_6bcca1d9df3c4f8bb7265a4fce05a182,1,起来 follows 坐 and presents upward movement into a seated position.,approved,
gexample_f9c3c822a6f645208d0487521dd4b5fc,hsk26-g2-051,gelement_7bffa7375fc4424d990807828868178c,1,"上来 combines upward movement with 来, toward the viewpoint.",approved,
gexample_a7141e111aa346268708e06264bba2b1,hsk26-g2-051,gelement_a2dd1224e5ce47bd933bad524cf69cfa,1,"上去 combines upward movement with 去, away from the viewpoint.",approved,
gexample_acc7663cc2a840d6a8ceb7e3e6eeb404,hsk26-g2-051,gelement_1f3d2711d70a427d879be23ef7c145c5,1,"下来 combines downward movement with 来, toward the viewpoint.",approved,
gexample_7a10092c2cbb4006be0b4077ea7ccd9c,hsk26-g2-051,gelement_ee1e070cbb7a45e2a8df8c5f4d042dbf,1,"下去 combines downward movement with 去, away from the viewpoint.",approved,
gexample_66cf46d3a6654b939bb6075eec1fa17e,hsk26-g2-052,gelement_f20413b33ca648bb9437b521445fbdf4,1,得 follows 跑 and introduces 很快 as the description of his running performance.,approved,
