vocab_id,syllabus_form,hanzi,pinyin,part_of_speech_zh,active_exact_sentence_count,active_exact_card_count,approved_active_context_count,legacy_unreviewed_active_context_count,other_active_context_count,deficit_to_2,deficit_to_3,surplus_above_3,at_least_one,at_least_two,at_least_three,active_open_issue_count,active_open_issue_ids,active_sentence_ids,active_card_ids
hsk26-v00589,地,地,dì,名,3,3,3,0,0,0,0,0,True,True,True,0,,sent_773de53b2eba4b79917a7b9fb72c8557|sent_836f75636165427e92bdc58f60412db8|sent_fd47a36fe84b4149b7056edcb7c3752b,scard_209451aef29c4996993e0d0434c3ac1c|scard_b15a0b540df64a43b9efe21110deda7d|scard_ee768e97e9c5484b979632336bc300d0
hsk26-v00590,地点,地点,dìdiǎn,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_200|hsk3_sent_zh_en_010,hsk3_sent_aug_seed_200|hsk3_sent_zh_en_010
hsk26-v00591,地方,地方,dìfang,名,3,3,2,1,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0260|sent_29a1c5b94e3c4e62b5eb0765f6038b21|sent_c6db7da00adf462ea4f34df74104a4fb,hsk3_sent_aug_dense_0260|scard_11a2ab4fd81e475295e23ba04602689f|scard_fb4744f7461248eab03b0102270b7f9e
hsk26-v00592,地图,地图,dìtú,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0020|hsk3_sent_aug_seed_153|hsk3_sent_zh_en_010,hsk3_sent_aug_dense_0020|hsk3_sent_aug_seed_153|hsk3_sent_zh_en_010
hsk26-v00593,电,电,diàn,名、（动）,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0032|hsk3_sent_aug_dense_0144,hsk3_sent_aug_dense_0032|hsk3_sent_aug_dense_0144
hsk26-v00594,电梯,电梯,diàntī,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_203|hsk3_sent_en_zh_030,hsk3_sent_aug_seed_203|hsk3_sent_en_zh_030
hsk26-v00595,电子书,电子书,diànzǐshū,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0041|hsk3_sent_aug_dense_0144,hsk3_sent_aug_dense_0041|hsk3_sent_aug_dense_0144
hsk26-v00596,丢,丢,diū,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_en_zh_059|hsk3_sent_zh_en_043,hsk3_sent_en_zh_059|hsk3_sent_zh_en_043
hsk26-v00597,东,东,dōng,名,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0005|hsk3_sent_aug_seed_153|sent_850cabe50c604e1bb7f664d5cabfcdb4,hsk3_sent_aug_dense_0005|hsk3_sent_aug_seed_153|scard_740153dd72d147a28e7d4c34ac44578c
hsk26-v00598,东北,东北,dōngběi,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0004|hsk3_sent_aug_dense_0020|hsk3_sent_aug_seed_206,hsk3_sent_aug_dense_0004|hsk3_sent_aug_dense_0020|hsk3_sent_aug_seed_206
hsk26-v00599,东方,东方,dōngfāng,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0004|hsk3_sent_aug_seed_207,hsk3_sent_aug_dense_0004|hsk3_sent_aug_seed_207
hsk26-v00600,东南,东南,dōngnán,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0020|hsk3_sent_aug_dense_0027|hsk3_sent_aug_seed_208,hsk3_sent_aug_dense_0020|hsk3_sent_aug_dense_0027|hsk3_sent_aug_seed_208
hsk26-v00601,冬天,冬天,dōngtiān,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0135|hsk3_sent_aug_seed_154|hsk3_sent_zh_en_018,hsk3_sent_aug_dense_0135|hsk3_sent_aug_seed_154|hsk3_sent_zh_en_018
hsk26-v00602,懂得,懂得,dǒngde,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0033|hsk3_sent_aug_dense_0088,hsk3_sent_aug_dense_0033|hsk3_sent_aug_dense_0088
hsk26-v00603,动物,动物,dòngwù,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0009|hsk3_sent_aug_dense_0073|hsk3_sent_aug_seed_209,hsk3_sent_aug_dense_0009|hsk3_sent_aug_dense_0073|hsk3_sent_aug_seed_209
hsk26-v00604,动物园,动物园,dòngwùyuán,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_209|hsk3_sent_en_zh_026,hsk3_sent_aug_seed_209|hsk3_sent_en_zh_026
hsk26-v00605,短,短,duǎn,形,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0009|hsk3_sent_aug_dense_0075|hsk3_sent_zh_en_051,hsk3_sent_aug_dense_0009|hsk3_sent_aug_dense_0075|hsk3_sent_zh_en_051
hsk26-v00606,短裤,短裤,duǎnkù,名,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_en_zh_022|sent_a88c0dd82856480a9cf345d0f18f4071,hsk3_sent_en_zh_022|scard_7131d30fd9ac4a7fb89415652a53cc27
hsk26-v00607,段,段,duàn,量,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0145|hsk3_sent_aug_seed_211|hsk3_sent_aug_seed_213,hsk3_sent_aug_dense_0145|hsk3_sent_aug_seed_211|hsk3_sent_aug_seed_213
hsk26-v00608,锻炼,锻炼,duànliàn,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_zh_en_040|hsk3_sent_zh_qa_024,hsk3_sent_zh_en_040|hsk3_sent_zh_qa_024
hsk26-v00609,对话,对话,duìhuà,动,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0088|hsk3_sent_aug_dense_0145|hsk3_sent_aug_seed_213,hsk3_sent_aug_dense_0088|hsk3_sent_aug_dense_0145|hsk3_sent_aug_seed_213
hsk26-v00610,饿,饿,è,形,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_seed_214|hsk3_sent_en_zh_002|hsk3_sent_zh_en_016,hsk3_sent_aug_seed_214|hsk3_sent_en_zh_002|hsk3_sent_zh_en_016
hsk26-v00611,而且,而且,érqiě,连,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_seed_214|hsk3_sent_en_zh_006|sent_c6db7da00adf462ea4f34df74104a4fb,hsk3_sent_aug_seed_214|hsk3_sent_en_zh_006|scard_fb4744f7461248eab03b0102270b7f9e
hsk26-v00612,耳朵,耳朵,ěrduo,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0009|hsk3_sent_en_zh_013,hsk3_sent_aug_dense_0009|hsk3_sent_en_zh_013
hsk26-v00613,耳机,耳机,ěrjī,名,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0037|sent_3f66b8477c0d43c3bd318e734d6150da,hsk3_sent_aug_dense_0037|scard_8f6fdc428c0142e99860be68389cba6f
hsk26-v00614,发,发,fā,动,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_zh_en_061|sent_a3699d352816419b96690cae0c22cebb,hsk3_sent_zh_en_061|scard_ba43d849dcf84666933d52c422d0fb94
hsk26-v00615,发烧,发烧,fāshāo,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0146|hsk3_sent_aug_seed_217,hsk3_sent_aug_dense_0146|hsk3_sent_aug_seed_217
hsk26-v00616,发生,发生,fāshēng,动,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_seed_218|hsk3_sent_aug_seed_328|hsk3_sent_zh_en_018,hsk3_sent_aug_seed_218|hsk3_sent_aug_seed_328|hsk3_sent_zh_en_018
hsk26-v00617,发现,发现,fāxiàn,动,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0039|hsk3_sent_aug_dense_0146|hsk3_sent_aug_seed_219,hsk3_sent_aug_dense_0039|hsk3_sent_aug_dense_0146|hsk3_sent_aug_seed_219
hsk26-v00618,发展,发展,fāzhǎn,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0027|hsk3_sent_aug_dense_0147,hsk3_sent_aug_dense_0027|hsk3_sent_aug_dense_0147
hsk26-v00619,方便,方便,fāngbiàn,形,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0027|hsk3_sent_aug_dense_0147|sent_89e54427eac24932b5655111046a0913,hsk3_sent_aug_dense_0027|hsk3_sent_aug_dense_0147|scard_f75173f813a440b7a3b5deb9e5f96acb
hsk26-v00620,方便面,方便面,fāngbiànmiàn,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0148|hsk3_sent_en_zh_002,hsk3_sent_aug_dense_0148|hsk3_sent_en_zh_002
hsk26-v00621,方法,方法,fāngfǎ,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0031|hsk3_sent_aug_dense_0148|hsk3_sent_aug_seed_219,hsk3_sent_aug_dense_0031|hsk3_sent_aug_dense_0148|hsk3_sent_aug_seed_219
hsk26-v00622,方向,方向,fāngxiàng,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0005|hsk3_sent_aug_dense_0027,hsk3_sent_aug_dense_0005|hsk3_sent_aug_dense_0027
hsk26-v00623,房子,房子,fángzi,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_en_zh_010|hsk3_sent_zh_en_047|hsk3_sent_zh_qa_020,hsk3_sent_en_zh_010|hsk3_sent_zh_en_047|hsk3_sent_zh_qa_020
hsk26-v00624,放,放,fàng,动,8,8,1,7,0,0,0,5,True,True,True,0,,hsk3_sent_aug_dense_0190|hsk3_sent_aug_seed_261|hsk3_sent_en_zh_048|hsk3_sent_zh_en_015|hsk3_sent_zh_en_037|hsk3_sent_zh_en_045|hsk3_sent_zh_en_069|sent_fd47a36fe84b4149b7056edcb7c3752b,hsk3_sent_aug_dense_0190|hsk3_sent_aug_seed_261|hsk3_sent_en_zh_048|hsk3_sent_zh_en_015|hsk3_sent_zh_en_037|hsk3_sent_zh_en_045|hsk3_sent_zh_en_069|scard_209451aef29c4996993e0d0434c3ac1c
hsk26-v00625,放假,放假,fàngjià,动,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0038|hsk3_sent_aug_dense_0068|sent_123d68b172c04cfa93048e228284aced,hsk3_sent_aug_dense_0038|hsk3_sent_aug_dense_0068|scard_84dcec68e4a5457181d6dad6e316fd65
hsk26-v00626,放心,放心,fàngxīn,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0038|hsk3_sent_aug_seed_224,hsk3_sent_aug_dense_0038|hsk3_sent_aug_seed_224
hsk26-v00627,放学,放学,fàngxué,动,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_225|sent_e22b67b7462f45e2bfc3ee2bf0dcf1c8,hsk3_sent_aug_seed_225|scard_070813b417604a74892299cdbce9fa2c
hsk26-v00628,分开,分开,fēnkāi,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_225|hsk3_sent_en_zh_055,hsk3_sent_aug_seed_225|hsk3_sent_en_zh_055
hsk26-v00629,风,风,fēng,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0151|hsk3_sent_aug_seed_226|hsk3_sent_zh_en_030,hsk3_sent_aug_dense_0151|hsk3_sent_aug_seed_226|hsk3_sent_zh_en_030
hsk26-v00630,封,封,fēng,量、（动）,4,4,2,2,0,0,0,1,True,True,True,0,,hsk3_sent_aug_dense_0077|hsk3_sent_zh_en_017|sent_81f7abbb3db54e88807de545df81c217|sent_ae6317bd53f243d382da89776ed7a320,hsk3_sent_aug_dense_0077|hsk3_sent_zh_en_017|scard_08df05f1fded429abebec085ca2e8540|scard_ed385d697e2f4add9f40fc8bccba5912
hsk26-v00631,夫妻,夫妻,fūqī,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0069|hsk3_sent_aug_dense_0149|hsk3_sent_aug_seed_228,hsk3_sent_aug_dense_0069|hsk3_sent_aug_dense_0149|hsk3_sent_aug_seed_228
hsk26-v00632,服务,服务,fúwù,动,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_seed_289|hsk3_sent_zh_en_015|sent_b42fd37e254c45fea3df30a92f787823,hsk3_sent_aug_seed_289|hsk3_sent_zh_en_015|scard_d89a18374e7c4adf88bfcd191c6bcf17
hsk26-v00633,附近,附近,fùjìn,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0149|hsk3_sent_aug_seed_200,hsk3_sent_aug_dense_0149|hsk3_sent_aug_seed_200
hsk26-v00634,复习,复习,fùxí,动,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_en_zh_046|hsk3_sent_zh_en_048|sent_5ca747913724465b94f3a6baa1c595a3,hsk3_sent_en_zh_046|hsk3_sent_zh_en_048|scard_df15470e0fa346aca02476f2e080bac9
hsk26-v00635,该1,该,gāi,动,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0101|hsk3_sent_aug_dense_0196|sent_55d1c47d62564f80bb1d91b475d49f86,hsk3_sent_aug_dense_0101|hsk3_sent_aug_dense_0196|scard_8673e722d5ac4a8a827d3c5e4a934718
hsk26-v00636,干净,干净,gānjìng,形,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0206|hsk3_sent_aug_dense_0252|hsk3_sent_aug_seed_190,hsk3_sent_aug_dense_0206|hsk3_sent_aug_dense_0252|hsk3_sent_aug_seed_190
hsk26-v00637,感兴趣,感兴趣,gǎnxìngqù,,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_en_zh_029|hsk3_sent_zh_en_029|hsk3_sent_zh_qa_006,hsk3_sent_en_zh_029|hsk3_sent_zh_en_029|hsk3_sent_zh_qa_006
hsk26-v00638,感到,感到,gǎndào,动,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0069|hsk3_sent_zh_en_016|hsk3_sent_zh_qa_028,hsk3_sent_aug_dense_0069|hsk3_sent_zh_en_016|hsk3_sent_zh_qa_028
hsk26-v00639,感冒,感冒,gǎnmào,名、动,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_seed_217|hsk3_sent_en_zh_013|hsk3_sent_zh_en_031,hsk3_sent_aug_seed_217|hsk3_sent_en_zh_013|hsk3_sent_zh_en_031
hsk26-v00640,干,干,gàn,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0101|hsk3_sent_aug_dense_0196,hsk3_sent_aug_dense_0101|hsk3_sent_aug_dense_0196
hsk26-v00641,刚,刚,gāng,副,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0012|hsk3_sent_aug_dense_0150|sent_b49af5e726b6452eb2c976dcc0de47c1,hsk3_sent_aug_dense_0012|hsk3_sent_aug_dense_0150|scard_c1beac0b26494ead8a944b49101da228
hsk26-v00642,刚才,刚才,gāngcái,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0012|hsk3_sent_aug_dense_0086|hsk3_sent_aug_dense_0150,hsk3_sent_aug_dense_0012|hsk3_sent_aug_dense_0086|hsk3_sent_aug_dense_0150
hsk26-v00643,刚刚,刚刚,gānggāng,副,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0012|hsk3_sent_zh_en_017,hsk3_sent_aug_dense_0012|hsk3_sent_zh_en_017
hsk26-v00644,高铁,高铁,gāotiě,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_333|hsk3_sent_zh_en_013,hsk3_sent_aug_seed_333|hsk3_sent_zh_en_013
hsk26-v00645,根据,根据,gēnjù,动、介、（名）,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_zh_en_010|sent_1c1419c246e44007a95aabd9d3e819e9,hsk3_sent_zh_en_010|scard_b8d4bc981b4344b6b5aa771ed974dd40
hsk26-v00646,更,更,gèng,副,3,3,2,1,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0191|sent_15cfa6f157ec4af3980288f2f2e4d6b5|sent_8a0581510048473982b057cd25da605c,hsk3_sent_aug_dense_0191|scard_24f96faf68324d49874e36566a033bea|scard_9f536616fa23493195adb81ff3e1eb48
hsk26-v00647,公斤,公斤,gōngjīn,量,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0086|sent_3fd58f5ce8044a4d948ac172f0090d35,hsk3_sent_aug_dense_0086|scard_bee8695261384b7a9d61eec4382cff81
hsk26-v00648,公园,公园,gōngyuán,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_seed_200|hsk3_sent_aug_seed_242|hsk3_sent_aug_seed_363,hsk3_sent_aug_seed_200|hsk3_sent_aug_seed_242|hsk3_sent_aug_seed_363
hsk26-v00649,工作日,工作日,gōngzuòrì,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0082|hsk3_sent_aug_dense_0133|hsk3_sent_aug_dense_0235,hsk3_sent_aug_dense_0082|hsk3_sent_aug_dense_0133|hsk3_sent_aug_dense_0235
hsk26-v00650,故事,故事,gùshi,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0036|hsk3_sent_aug_dense_0060|hsk3_sent_zh_en_018,hsk3_sent_aug_dense_0036|hsk3_sent_aug_dense_0060|hsk3_sent_zh_en_018
hsk26-v00651,刮,刮,guā,动,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0151|hsk3_sent_aug_seed_226|hsk3_sent_zh_en_030,hsk3_sent_aug_dense_0151|hsk3_sent_aug_seed_226|hsk3_sent_zh_en_030
hsk26-v00652,关,关,guān,动、（名）,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0151|hsk3_sent_en_zh_030|hsk3_sent_zh_qa_036,hsk3_sent_aug_dense_0151|hsk3_sent_en_zh_030|hsk3_sent_zh_qa_036
hsk26-v00653,关机,关机,guānjī,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0082|hsk3_sent_aug_dense_0236,hsk3_sent_aug_dense_0082|hsk3_sent_aug_dense_0236
hsk26-v00654,关系,关系,guānxì,名、（动）,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0102|hsk3_sent_aug_dense_0152|hsk3_sent_aug_seed_228,hsk3_sent_aug_dense_0102|hsk3_sent_aug_dense_0152|hsk3_sent_aug_seed_228
hsk26-v00655,关心,关心,guānxīn,动,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0062|hsk3_sent_aug_dense_0152|hsk3_sent_aug_seed_229,hsk3_sent_aug_dense_0062|hsk3_sent_aug_dense_0152|hsk3_sent_aug_seed_229
hsk26-v00656,关于,关于,guānyú,介,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0102|hsk3_sent_aug_dense_0153|sent_9025e2649f4e4745ab4db7a9b99770bb,hsk3_sent_aug_dense_0102|hsk3_sent_aug_dense_0153|scard_d414aea3f46b45dbb1889c23aafde444
hsk26-v00657,关注,关注,guānzhù,动,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0153|hsk3_sent_aug_seed_230|hsk3_sent_en_zh_052,hsk3_sent_aug_dense_0153|hsk3_sent_aug_seed_230|hsk3_sent_en_zh_052
hsk26-v00658,国家,国家,guójiā,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0154|hsk3_sent_aug_seed_231|hsk3_sent_en_zh_047,hsk3_sent_aug_dense_0154|hsk3_sent_aug_seed_231|hsk3_sent_en_zh_047
hsk26-v00659,过节,过节,guòjié,动,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0089|hsk3_sent_aug_dense_0189|hsk3_sent_aug_seed_231,hsk3_sent_aug_dense_0089|hsk3_sent_aug_dense_0189|hsk3_sent_aug_seed_231
hsk26-v00660,过去2,过去,guòqù,名,3,3,3,0,0,0,0,0,True,True,True,0,,sent_1d2fbc022cc7449e97b36eec5b02419a|sent_836f75636165427e92bdc58f60412db8|sent_89e54427eac24932b5655111046a0913,scard_b15a0b540df64a43b9efe21110deda7d|scard_ca5fcc6094174c9284e1fc5982f25ace|scard_f75173f813a440b7a3b5deb9e5f96acb
hsk26-v00661,海,海,hǎi,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_233|hsk3_sent_zh_qa_032,hsk3_sent_aug_seed_233|hsk3_sent_zh_qa_032
hsk26-v00662,害怕,害怕,hàipà,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_233|hsk3_sent_zh_qa_028,hsk3_sent_aug_seed_233|hsk3_sent_zh_qa_028
hsk26-v00663,好多,好多,hǎoduō,数,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0089|hsk3_sent_aug_dense_0159|hsk3_sent_aug_seed_234,hsk3_sent_aug_dense_0089|hsk3_sent_aug_dense_0159|hsk3_sent_aug_seed_234
hsk26-v00664,好久,好久,hǎojiǔ,形,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0026|hsk3_sent_aug_dense_0050|hsk3_sent_aug_seed_234,hsk3_sent_aug_dense_0026|hsk3_sent_aug_dense_0050|hsk3_sent_aug_seed_234
hsk26-v00665,好像,好像,hǎoxiàng,动、副,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0090|hsk3_sent_aug_dense_0189|sent_3cb28f6ce9834e2681be92b7b29e5160,hsk3_sent_aug_dense_0090|hsk3_sent_aug_dense_0189|scard_fdccd2036ef2459b90903ccafe44368c
hsk26-v00666,号码,号码,hàomǎ,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_zh_en_023|hsk3_sent_zh_en_066,hsk3_sent_zh_en_023|hsk3_sent_zh_en_066
hsk26-v00667,河,河,hé,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0090|hsk3_sent_aug_dense_0133|hsk3_sent_aug_seed_237,hsk3_sent_aug_dense_0090|hsk3_sent_aug_dense_0133|hsk3_sent_aug_seed_237
hsk26-v00668,合适,合适,héshì,形,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_en_zh_010|hsk3_sent_en_zh_031|hsk3_sent_zh_qa_020,hsk3_sent_en_zh_010|hsk3_sent_en_zh_031|hsk3_sent_zh_qa_020
hsk26-v00669,黑板,黑板,hēibǎn,名,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0091|sent_2a5f6672d0d64ba98bb6d5ffb9cd69a7,hsk3_sent_aug_dense_0091|scard_f8d58ec6ba2f4d83998ccbfa58153e4e
hsk26-v00670,红绿灯,红绿灯,hóng-lǜdēng,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_286|hsk3_sent_zh_en_057,hsk3_sent_aug_seed_286|hsk3_sent_zh_en_057
hsk26-v00671,后来,后来,hòulái,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0008|hsk3_sent_aug_dense_0036,hsk3_sent_aug_dense_0008|hsk3_sent_aug_dense_0036
hsk26-v00672,后年,后年,hòunián,名,3,3,3,0,0,0,0,0,True,True,True,0,,sent_17720102e9a14cb883a7ebbbd47300fd|sent_3347620d22f34e9184f05e75ce73a1cd|sent_71bbaa36b8ed42c88d8833bd79f213d5,scard_a642598762e5497ab66146debccae15a|scard_e10c7bc9fac547d1865d689fb3f1f0ca|scard_fb2c6873e82341eb840d37af8fd0f681
hsk26-v00673,后天,后天,hòutiān,名,3,3,3,0,0,0,0,0,True,True,True,0,,sent_3186c079e53c469c996c86e8fc42fca6|sent_5ca747913724465b94f3a6baa1c595a3|sent_5d84252463b74b38a37def566343ca7c,scard_895550b4c98740ed84c465149309ff66|scard_df15470e0fa346aca02476f2e080bac9|scard_e7ae8d0222c64a1a989e80620c37a6da
hsk26-v00674,护照,护照,hùzhào,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_192|hsk3_sent_zh_en_060,hsk3_sent_aug_seed_192|hsk3_sent_zh_en_060
hsk26-v00675,花园,花园,huāyuán,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0191|hsk3_sent_aug_seed_265,hsk3_sent_aug_dense_0191|hsk3_sent_aug_seed_265
hsk26-v00676,画家,画家,huàjiā,名,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0022|hsk3_sent_aug_dense_0056|sent_b436bda57c704dcabe15aa9c5d7b07ac,hsk3_sent_aug_dense_0022|hsk3_sent_aug_dense_0056|scard_2fd281620c234776885848599a285f1a
hsk26-v00677,欢迎,欢迎,huānyíng,动,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0022|hsk3_sent_aug_dense_0050|hsk3_sent_aug_dense_0173,hsk3_sent_aug_dense_0022|hsk3_sent_aug_dense_0050|hsk3_sent_aug_dense_0173
hsk26-v00678,还,还,huán,动,3,3,3,0,0,0,0,0,True,True,True,0,,sent_09f0bcd435d042aba72e3c90c8a0e54a|sent_162dcb2633a4487f8ab705a95f67732c|sent_cce8178925804c16823b3168785526ba,scard_14734cfd4eb34f2f8d3003e81dd3b758|scard_9fcfb6e16a8b440b9c0e996d81108a51|scard_e588791221e24ffcb77bf176db58c473
hsk26-v00679,环境,环境,huánjìng,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_237|hsk3_sent_zh_en_025,hsk3_sent_aug_seed_237|hsk3_sent_zh_en_025
hsk26-v00680,换,换,huàn,动,2,2,2,0,0,0,1,0,True,True,False,0,,sent_1fb2ff240bf147fd886430f4fae9b0ba|sent_a88c0dd82856480a9cf345d0f18f4071,scard_617394fbaa6f4657a30a10029d797213|scard_7131d30fd9ac4a7fb89415652a53cc27
hsk26-v00681,黄色,黄色,huángsè,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0001|hsk3_sent_aug_dense_0022,hsk3_sent_aug_dense_0001|hsk3_sent_aug_dense_0022
hsk26-v00682,回答,回答,huídá,动,3,3,3,0,0,0,0,0,True,True,True,0,,sent_7b533111bb5546b5b85c23ec3f68fe9a|sent_b8e10463fe414a1b86294537f5dbcc10|sent_bcd736c46ae64a8a86ffb3accb789288,scard_2fe314e7a3f6401c88ca5a935c0e9c74|scard_3d291272cf9b45a6bd2069163a129e29|scard_e08581e7ecf34e0f84283b4098c778e9
hsk26-v00683,会2,会,huì,名,3,3,3,0,0,0,0,0,True,True,True,0,,sent_0db934c7a5a249659bd1890874e549ce|sent_162dcb2633a4487f8ab705a95f67732c|sent_57aefeebcfa74c3a965fa0a52861e6ef,scard_14734cfd4eb34f2f8d3003e81dd3b758|scard_72254518f53d4a929da9752c3529a16d|scard_9930ed760a144348aa1496ff5774829c
hsk26-v00684,会议,会议,huìyì,名,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_zh_en_031|sent_a3699d352816419b96690cae0c22cebb,hsk3_sent_zh_en_031|scard_ba43d849dcf84666933d52c422d0fb94
