vocab_id,syllabus_form,hanzi,pinyin,part_of_speech_zh,active_exact_sentence_count,active_exact_card_count,approved_active_context_count,legacy_unreviewed_active_context_count,other_active_context_count,deficit_to_2,deficit_to_3,surplus_above_3,at_least_one,at_least_two,at_least_three,active_open_issue_count,active_open_issue_ids,active_sentence_ids,active_card_ids
hsk26-v00388,累,累,lèi,形、动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0053|hsk2_sent_en_zh_015,hsk2_sent_aug_dense_0053|hsk2_sent_en_zh_015
hsk26-v00389,离,离,lí,动,4,4,0,4,0,0,0,1,True,True,True,0,,hsk2_sent_aug_seed_073|hsk2_sent_aug_seed_138|hsk2_sent_en_zh_029|hsk2_sent_zh_en_014,hsk2_sent_aug_seed_073|hsk2_sent_aug_seed_138|hsk2_sent_en_zh_029|hsk2_sent_zh_en_014
hsk26-v00390,里面,里面,lǐmiàn,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0020|hsk2_sent_aug_seed_113,hsk2_sent_aug_dense_0020|hsk2_sent_aug_seed_113
hsk26-v00391,楼,楼,lóu,名,7,7,7,0,0,0,0,4,True,True,True,0,,sent_09b8913ecb404148aadae9bdbaff808b|sent_7449bbb5c76b41be825cc52a260c9331|sent_923ac2642f6a4acf8961cdbdab0ddf06|sent_c30bae84af224916bd84e368f0a20575|sent_e7ded56f813f4901b66a07a0dfa5322b|sent_f526164a37884fa38de8bcfb3280f3fb|sent_ffebb1e2fb3d494499086beda57b8473,scard_0a7a8f3aded44569a7253ca918fa53fa|scard_0d4f80b8501f43989f9e6f926ca0d2d3|scard_4590eb13994045479152e486992a4481|scard_6a13250fe06c424eaaf690ff01b2bc47|scard_94d25450fc4a4a35916cc10be016a080|scard_9c812a277376461c8e0d5bd73b85e675|scard_faa65f3ff5a646bc8453fe2615f25fdb
hsk26-v00392,路,路,lù,名,2,2,1,1,0,0,1,0,True,True,False,0,,hsk2_sent_aug_seed_072|sent_747c307f62694c47b2dc0c6988100267,hsk2_sent_aug_seed_072|scard_fc9d1409b55241879b55f3d5c7459e2b
hsk26-v00393,路上,路上,lùshang,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0082|hsk2_sent_zh_en_050,hsk2_sent_aug_dense_0082|hsk2_sent_zh_en_050
hsk26-v00394,旅游,旅游,lǚyóu,动,2,2,1,1,0,0,1,0,True,True,False,0,,hsk2_sent_aug_seed_074|sent_d79c3684731a4688ab4e2538a1c78fb5,hsk2_sent_aug_seed_074|scard_18f3722210504b829a30f803e0b1a7c8
hsk26-v00395,绿茶,绿茶,lǜchá,名,2,2,2,0,0,0,1,0,True,True,False,0,,sent_0b556a51d60e4fafbd76351f2ecfdba0|sent_d035aad2e2ee4b62a53d6f1915b9e276,scard_031d3a1ba8e34443a3223df9e037e525|scard_362443f878a449f998dc3b4e826e858c
hsk26-v00396,绿色,绿色,lǜsè,名、（形）,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_seed_123|hsk2_sent_zh_en_062,hsk2_sent_aug_seed_123|hsk2_sent_zh_en_062
hsk26-v00397,慢,慢,màn,形,3,3,0,3,0,0,0,0,True,True,True,0,,hsk2_sent_aug_dense_0042|hsk2_sent_aug_dense_0082|hsk2_sent_zh_en_039,hsk2_sent_aug_dense_0042|hsk2_sent_aug_dense_0082|hsk2_sent_zh_en_039
hsk26-v00398,没意思,没意思,méiyìsi,,2,2,1,1,0,0,1,0,True,True,False,0,,hsk2_sent_zh_en_043|sent_68e9d03dd5244a3f9478ed50a861fdb1,hsk2_sent_zh_en_043|scard_b6d8ba9063ec42158c5470cb7f7aaedc
hsk26-v00399,每,每,měi,代、（副）,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0057|hsk2_sent_aug_seed_142,hsk2_sent_aug_dense_0057|hsk2_sent_aug_seed_142
hsk26-v00400,门,门,mén,名,8,8,6,2,0,0,0,5,True,True,True,0,,hsk2_sent_aug_seed_070|hsk2_sent_aug_seed_121|sent_05003ff9335c45ebb19a2b3f6f48aae5|sent_0b3c9de1430647dc923a8d5881d04fb2|sent_17e053165d7249a39221f07f3f162c37|sent_6f9107918c5f4005ae0e29816203fa1d|sent_b7a10d75908048bf94aa9a4bbf5e4d0e|sent_e1f07060d76d4a909e7bab68ef5a2365,hsk2_sent_aug_seed_070|hsk2_sent_aug_seed_121|scard_0d4bb746ab1f4db8a57e04b0fb823119|scard_14ec9ccc95c54e60b3bf156d762de68a|scard_5e8d9cede1cd4a54ba8bf2ace4cf269e|scard_6b3f6474442748099dda70df46d73bd0|scard_9f0d4fcadf2e475aa6c09f2f1f0955ee|scard_a08704c9e48742839bdbbac42ee04dfd
hsk26-v00401,门口,门口,ménkǒu,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_seed_082|hsk2_sent_zh_en_056,hsk2_sent_aug_seed_082|hsk2_sent_zh_en_056
hsk26-v00402,门票,门票,ménpiào,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_seed_127|hsk2_sent_en_zh_017,hsk2_sent_aug_seed_127|hsk2_sent_en_zh_017
hsk26-v00403,面1,面,miàn,后缀、（动、名、量）,2,2,2,0,0,0,1,0,True,True,False,0,,sent_0b3c9de1430647dc923a8d5881d04fb2|sent_1e31c2b5309a43a59acbfe1262ffc28c,scard_811b3d0d460b4710a59a7fe1eb1d7e6e|scard_a08704c9e48742839bdbbac42ee04dfd
hsk26-v00404,名,名,míng,名、量,3,3,2,1,0,0,0,0,True,True,True,0,,hsk2_sent_aug_seed_069|sent_8169a1e15dc14f09beddc498eda5d9ea|sent_8f4b753e96764c14b17b50fd8ec36408,hsk2_sent_aug_seed_069|scard_147dbe94309a43ec8113e14cb71af45c|scard_56b901c2cb2d44c7b3b95a25ab44db04
hsk26-v00405,拿,拿,ná,动,7,7,4,3,0,0,0,4,True,True,True,0,,hsk2_sent_aug_dense_0021|hsk2_sent_aug_seed_071|hsk2_sent_en_zh_065|sent_1de88a41b0e74e1cbf2f749d173abf2f|sent_2655f5c1bf354ca7b975e80cdeabafa7|sent_7449bbb5c76b41be825cc52a260c9331|sent_f526164a37884fa38de8bcfb3280f3fb,hsk2_sent_aug_dense_0021|hsk2_sent_aug_seed_071|hsk2_sent_en_zh_065|scard_6006983c263f428da6bb890fdfe2ab7d|scard_94d25450fc4a4a35916cc10be016a080|scard_dc1366bca2ed4787ae6710184355c659|scard_faa65f3ff5a646bc8453fe2615f25fdb
hsk26-v00406,那么,那么,nàme,代、连,2,2,1,1,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0067|sent_adca2cd55ada403bb44bc208e77a80a9,hsk2_sent_aug_dense_0067|scard_77babd787fbe4783b559cafc65bea573
hsk26-v00407,那样,那样,nàyàng,代,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0084|hsk2_sent_en_zh_068,hsk2_sent_aug_dense_0084|hsk2_sent_en_zh_068
hsk26-v00408,奶茶,奶茶,nǎichá,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_seed_093|hsk2_sent_en_zh_035,hsk2_sent_aug_seed_093|hsk2_sent_en_zh_035
hsk26-v00409,奶奶,奶奶,nǎinai,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0010|hsk2_sent_aug_seed_116,hsk2_sent_aug_dense_0010|hsk2_sent_aug_seed_116
hsk26-v00410,男孩儿,男孩儿,nánháir,名,3,3,1,2,0,0,0,0,True,True,True,0,,hsk2_sent_aug_dense_0014|hsk2_sent_aug_seed_117|sent_b668647ee9c2408fb6078e4a534bd3cf,hsk2_sent_aug_dense_0014|hsk2_sent_aug_seed_117|scard_dcaf9f3fc4bc444ea89192f2be8165b8
hsk26-v00411,鸟,鸟,niǎo,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_seed_113|hsk2_sent_en_zh_009,hsk2_sent_aug_seed_113|hsk2_sent_en_zh_009
hsk26-v00412,女孩儿,女孩儿,nǚháir,名,2,2,1,1,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0014|sent_c3e21222c7e94778a961985a3d79a040,hsk2_sent_aug_dense_0014|scard_82a313b3e6554ccbad716c98b845bc25
hsk26-v00413,旁边,旁边,pángbiān,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0014|hsk2_sent_aug_seed_119,hsk2_sent_aug_dense_0014|hsk2_sent_aug_seed_119
hsk26-v00414,跑,跑,pǎo,动,7,7,5,2,0,0,0,4,True,True,True,0,,hsk2_sent_zh_en_010|hsk2_sent_zh_en_048|sent_0c136c6500834b12af47dc8407f23073|sent_5f0ef5905b574c37b9cd3aa6e3849b7d|sent_9d088786bb6e42f9bd8e1a26b4668ec0|sent_bd8d96ac38db4543bad554446ee91a8d|sent_cd91907975aa4b5ca8d383154775a6b8,hsk2_sent_zh_en_010|hsk2_sent_zh_en_048|scard_26fc8a3bbcda457892d299ea27210037|scard_430bf626b7e240a4bb58b50613a368b1|scard_b1043f0c15d44c8bab18e3d677975e3c|scard_d68c674d3d23406598d7590aef81a5ed|scard_ec0c24f381a94300bd2ea3bbec826522
hsk26-v00415,跑步,跑步,pǎobù,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_en_zh_022|hsk2_sent_zh_en_010,hsk2_sent_en_zh_022|hsk2_sent_zh_en_010
hsk26-v00416,票,票,piào,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_seed_071|hsk2_sent_en_zh_045,hsk2_sent_aug_seed_071|hsk2_sent_en_zh_045
hsk26-v00417,妻子,妻子,qīzi,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0029|hsk2_sent_aug_seed_139,hsk2_sent_aug_dense_0029|hsk2_sent_aug_seed_139
hsk26-v00418,起来,起来,qǐlái,动,2,2,1,1,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0068|sent_13bc7b05e84849778d2bee472f56b164,hsk2_sent_aug_dense_0068|scard_0f791cf6c0c5489488549ce7e385c73c
hsk26-v00419,前面,前面,qiánmiàn,名,4,4,2,2,0,0,0,1,True,True,True,0,,hsk2_sent_aug_seed_121|hsk2_sent_zh_en_042|sent_ba3fc3abc88d401d888cda5bbaa4ff41|sent_c3fc772654d74543922885be49d0c084,hsk2_sent_aug_seed_121|hsk2_sent_zh_en_042|scard_574f566b7d0a4ad28fcf1e2cedc2ea8e|scard_612b88174fc046d88c7885e86e301d3e
hsk26-v00420,晴,晴,qíng,形,2,2,1,1,0,0,1,0,True,True,False,0,,hsk2_sent_aug_seed_122|sent_bd218a34bd2d40009ee9a8b949138047,hsk2_sent_aug_seed_122|scard_8e93d724872249ab9901dbbdcf04120b
hsk26-v00421,球,球,qiú,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk2_sent_aug_dense_0014|hsk2_sent_aug_seed_123|hsk2_sent_en_zh_022,hsk2_sent_aug_dense_0014|hsk2_sent_aug_seed_123|hsk2_sent_en_zh_022
hsk26-v00422,让,让,ràng,动、（介）,3,3,2,1,0,0,0,0,True,True,True,0,,hsk2_sent_en_zh_007|sent_67fc474bd3934a4c960b3d40b3f84113|sent_b7a10d75908048bf94aa9a4bbf5e4d0e,hsk2_sent_en_zh_007|scard_71458cbb29dc4a5fadfde25fa0d84588|scard_9f0d4fcadf2e475aa6c09f2f1f0955ee
hsk26-v00423,肉,肉,ròu,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0090|hsk2_sent_zh_en_026,hsk2_sent_aug_dense_0090|hsk2_sent_zh_en_026
hsk26-v00424,商场,商场,shāngchǎng,名,8,8,7,1,0,0,0,5,True,True,True,0,,hsk2_sent_en_zh_012|sent_0ec4b29b85834510b9d2ec657e30c8a8|sent_1e31c2b5309a43a59acbfe1262ffc28c|sent_273901a448e847379ab1c476cf366c30|sent_3b43e9686b324905a1a46bcae857fc70|sent_802ce5951f3a4c7ba17462567143939b|sent_ba3fc3abc88d401d888cda5bbaa4ff41|sent_c3fc772654d74543922885be49d0c084,hsk2_sent_en_zh_012|scard_574f566b7d0a4ad28fcf1e2cedc2ea8e|scard_5e08107bd9bd41a8bf390d002dc99db6|scard_612b88174fc046d88c7885e86e301d3e|scard_811b3d0d460b4710a59a7fe1eb1d7e6e|scard_89d0b621633c46c3939154571c09513f|scard_dfc74e9464d04b70b93015d988dd1194|scard_e1e441a78bdd438b8985893d148573d3
hsk26-v00425,上来,上来,shànglái,动,2,2,2,0,0,0,1,0,True,True,False,0,,sent_e7ded56f813f4901b66a07a0dfa5322b|sent_f526164a37884fa38de8bcfb3280f3fb,scard_6a13250fe06c424eaaf690ff01b2bc47|scard_94d25450fc4a4a35916cc10be016a080
hsk26-v00426,上面,上面,shàngmiàn,名,2,2,2,0,0,0,1,0,True,True,False,0,,sent_17e053165d7249a39221f07f3f162c37|sent_3dde3fa5d86c444d94a506fc566a5a35,scard_6b3f6474442748099dda70df46d73bd0|scard_c93896b914bf4184bafabd4c9c4b3f23
hsk26-v00427,上去,上去,shàngqù,动,2,2,2,0,0,0,1,0,True,True,False,0,,sent_7449bbb5c76b41be825cc52a260c9331|sent_923ac2642f6a4acf8961cdbdab0ddf06,scard_0a7a8f3aded44569a7253ca918fa53fa|scard_faa65f3ff5a646bc8453fe2615f25fdb
hsk26-v00428,上网,上网,shàngwǎng,动,3,3,1,2,0,0,0,0,True,True,True,0,,hsk2_sent_aug_dense_0039|hsk2_sent_aug_dense_0056|sent_49e2e3ba3ebd4014b4b8ee7e06c18bc5,hsk2_sent_aug_dense_0039|hsk2_sent_aug_dense_0056|scard_73d3ece9a48d42c8b6dae3ba8d003f8d
hsk26-v00429,身体,身体,shēntǐ,名,3,3,1,2,0,0,0,0,True,True,True,0,,hsk2_sent_aug_seed_129|hsk2_sent_zh_en_069|sent_c5c255dbd9c6418aa3433fe27f46fe67,hsk2_sent_aug_seed_129|hsk2_sent_zh_en_069|scard_a54368b59d5f4f8f8a2a0a43cfcb8f3d
hsk26-v00430,生日,生日,shēngrì,名,2,2,2,0,0,0,1,0,True,True,False,0,,sent_1ef5403ab7de44f593bfb35d79312db8|sent_5af8223e252441dda10f6c3a02e62edb,scard_883b98ef6f8941bbbd1531add30bacf2|scard_ad6d6a04e9c94522a915afd3e582f88a
hsk26-v00431,时,时,shí,名、（量）,2,2,1,1,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0010|sent_5af8223e252441dda10f6c3a02e62edb,hsk2_sent_aug_dense_0010|scard_ad6d6a04e9c94522a915afd3e582f88a
hsk26-v00432,事情,事情,shìqing,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0030|hsk2_sent_aug_dense_0099,hsk2_sent_aug_dense_0030|hsk2_sent_aug_dense_0099
hsk26-v00433,手,手,shǒu,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_seed_130|hsk2_sent_zh_en_032,hsk2_sent_aug_seed_130|hsk2_sent_zh_en_032
hsk26-v00434,手表,手表,shǒubiǎo,名,2,2,1,1,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0091|sent_e9dcfae558104a75b9a36590f3d2678d,hsk2_sent_aug_dense_0091|scard_3c928fd1914d4dca9d2ea68726d19e09
hsk26-v00435,书包,书包,shūbāo,名,4,4,4,0,0,0,0,1,True,True,True,0,,sent_1622af2c566a4f7f99cb3502ee24b6c1|sent_3dde3fa5d86c444d94a506fc566a5a35|sent_7449bbb5c76b41be825cc52a260c9331|sent_f526164a37884fa38de8bcfb3280f3fb,scard_47a627810fb14663abf5224c422f33ac|scard_94d25450fc4a4a35916cc10be016a080|scard_c93896b914bf4184bafabd4c9c4b3f23|scard_faa65f3ff5a646bc8453fe2615f25fdb
hsk26-v00436,舒服,舒服,shūfu,形,2,2,1,1,0,0,1,0,True,True,False,0,,hsk2_sent_zh_en_069|sent_c5c255dbd9c6418aa3433fe27f46fe67,hsk2_sent_zh_en_069|scard_a54368b59d5f4f8f8a2a0a43cfcb8f3d
hsk26-v00437,送,送,sòng,动,2,2,2,0,0,0,1,0,True,True,False,0,,sent_1ef5403ab7de44f593bfb35d79312db8|sent_f8d32ab1ae2a402d9d5455f46c0adc27,scard_4ed193e3872e45099a22063dd569a791|scard_883b98ef6f8941bbbd1531add30bacf2
hsk26-v00438,虽然,虽然,suīrán,连,2,2,2,0,0,0,1,0,True,True,False,0,,sent_3fab3c4657bf458a81dcd96a508ecbec|sent_7b10082c89254f33bcf7ea51c6c59c28,scard_862ae06d511c42beaf531f1d6349e6b3|scard_e758180888fe4b83a5dce9a2f70c46a6
hsk26-v00439,所以,所以,suǒyǐ,连,3,3,2,1,0,0,0,0,True,True,True,0,,hsk2_sent_en_zh_015|sent_a6e590aa1512432d97e48c3c02f9c6d7|sent_c5c255dbd9c6418aa3433fe27f46fe67,hsk2_sent_en_zh_015|scard_a2148399193c4a67a2d19e54550849f5|scard_a54368b59d5f4f8f8a2a0a43cfcb8f3d
hsk26-v00440,疼,疼,téng,形、（动）,3,3,0,3,0,0,0,0,True,True,True,0,,hsk2_sent_aug_dense_0004|hsk2_sent_aug_dense_0046|hsk2_sent_aug_dense_0096,hsk2_sent_aug_dense_0004|hsk2_sent_aug_dense_0046|hsk2_sent_aug_dense_0096
hsk26-v00441,踢,踢,tī,动,3,3,0,3,0,0,0,0,True,True,True,0,,hsk2_sent_aug_seed_117|hsk2_sent_en_zh_022|hsk2_sent_zh_en_009,hsk2_sent_aug_seed_117|hsk2_sent_en_zh_022|hsk2_sent_zh_en_009
hsk26-v00442,题,题,tí,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_en_zh_037|hsk2_sent_zh_en_020,hsk2_sent_en_zh_037|hsk2_sent_zh_en_020
hsk26-v00443,条,条,tiáo,量、（名）,4,4,1,3,0,0,0,1,True,True,True,0,,hsk2_sent_aug_seed_072|hsk2_sent_en_zh_021|hsk2_sent_zh_en_008|sent_747c307f62694c47b2dc0c6988100267,hsk2_sent_aug_seed_072|hsk2_sent_en_zh_021|hsk2_sent_zh_en_008|scard_fc9d1409b55241879b55f3d5c7459e2b
hsk26-v00444,跳舞,跳舞,tiàowǔ,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0016|hsk2_sent_aug_dense_0077,hsk2_sent_aug_dense_0016|hsk2_sent_aug_dense_0077
hsk26-v00445,头,头,tóu,名、（量）、（形）,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0046|hsk2_sent_aug_dense_0096,hsk2_sent_aug_dense_0046|hsk2_sent_aug_dense_0096
hsk26-v00446,外国,外国,wàiguó,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0045|hsk2_sent_aug_dense_0085,hsk2_sent_aug_dense_0045|hsk2_sent_aug_dense_0085
hsk26-v00447,外面,外面,wàimiàn,名,2,2,1,1,0,0,1,0,True,True,False,0,,hsk2_sent_zh_en_033|sent_6f9107918c5f4005ae0e29816203fa1d,hsk2_sent_zh_en_033|scard_5e8d9cede1cd4a54ba8bf2ace4cf269e
hsk26-v00448,完,完,wán,动,2,2,2,0,0,0,1,0,True,True,False,0,,sent_c54f07197b154b8283b9cc08869d6c46|sent_caee7daecd4b4e8c91e45e4497e98c4c,scard_40db59997d8e413c8456cb416e50b856|scard_cd38b7bb18a846daa8518bd2e96f8b41
hsk26-v00449,万,万,wàn,数,2,2,2,0,0,0,1,0,True,True,False,0,,sent_5af8223e252441dda10f6c3a02e62edb|sent_8169a1e15dc14f09beddc498eda5d9ea,scard_147dbe94309a43ec8113e14cb71af45c|scard_ad6d6a04e9c94522a915afd3e582f88a
hsk26-v00450,往,往,wǎng,动、介,2,2,1,1,0,0,1,0,True,True,False,0,,hsk2_sent_zh_en_013|sent_bd8d96ac38db4543bad554446ee91a8d,hsk2_sent_zh_en_013|scard_430bf626b7e240a4bb58b50613a368b1
hsk26-v00451,网上,网上,wǎngshang,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_seed_127|hsk2_sent_en_zh_026,hsk2_sent_aug_seed_127|hsk2_sent_en_zh_026
hsk26-v00452,忘,忘,wàng,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0021|hsk2_sent_aug_seed_071,hsk2_sent_aug_dense_0021|hsk2_sent_aug_seed_071
hsk26-v00453,位,位,wèi,量,3,3,2,1,0,0,0,0,True,True,True,0,,hsk2_sent_aug_dense_0035|sent_852da9837587474580a40442e758e180|sent_e4dca811d15342aea9afb71111f274c9,hsk2_sent_aug_dense_0035|scard_71e8765f15794c32afc0ea43fd47870b|scard_ae8a6b14e17c4cb8819bb3f73a4c6c6a
hsk26-v00454,为什么,为什么,wèishénme,,2,2,1,1,0,0,1,0,True,True,False,0,,hsk2_sent_en_zh_044|sent_f1e0d20ee78e4c59a97bb4962693ed99,hsk2_sent_en_zh_044|scard_7f0f042e076e49499a1dfaaba63ed28b
hsk26-v00455,希望,希望,xīwàng,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0085|hsk2_sent_aug_seed_129,hsk2_sent_aug_dense_0085|hsk2_sent_aug_seed_129
hsk26-v00456,洗,洗,xǐ,动,3,3,1,2,0,0,0,0,True,True,True,0,,hsk2_sent_aug_seed_130|hsk2_sent_zh_en_032|sent_11f2878ad9574daf81ce61f28273d019,hsk2_sent_aug_seed_130|hsk2_sent_zh_en_032|scard_dbfc10e71aaa4c30ab01c1aea6f47e05
hsk26-v00457,洗手间,洗手间,xǐshǒujiān,名,2,2,1,1,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0060|sent_0b3c9de1430647dc923a8d5881d04fb2,hsk2_sent_aug_dense_0060|scard_a08704c9e48742839bdbbac42ee04dfd
hsk26-v00458,下来,下来,xiàlái,动,2,2,1,1,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0031|sent_c30bae84af224916bd84e368f0a20575,hsk2_sent_aug_dense_0031|scard_0d4f80b8501f43989f9e6f926ca0d2d3
hsk26-v00459,下面,下面,xiàmiàn,名,2,2,1,1,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0060|sent_3dde3fa5d86c444d94a506fc566a5a35,hsk2_sent_aug_dense_0060|scard_c93896b914bf4184bafabd4c9c4b3f23
hsk26-v00460,下去,下去,xiàqù,动,3,3,2,1,0,0,0,0,True,True,True,0,,hsk2_sent_aug_dense_0031|sent_09b8913ecb404148aadae9bdbaff808b|sent_cd91907975aa4b5ca8d383154775a6b8,hsk2_sent_aug_dense_0031|scard_26fc8a3bbcda457892d299ea27210037|scard_9c812a277376461c8e0d5bd73b85e675
hsk26-v00461,小孩儿,小孩儿,xiǎoháir,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0016|hsk2_sent_aug_seed_119,hsk2_sent_aug_dense_0016|hsk2_sent_aug_seed_119
hsk26-v00462,小时候,小时候,xiǎoshíhou,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0045|hsk2_sent_zh_en_024,hsk2_sent_aug_dense_0045|hsk2_sent_zh_en_024
hsk26-v00463,笑,笑,xiào,动,4,4,3,1,0,0,0,1,True,True,True,0,,hsk2_sent_zh_en_048|sent_13bc7b05e84849778d2bee472f56b164|sent_1f35c6cbd2fc464d8f978658be77536f|sent_6fa5df43eb4246248781d0595c4452e0,hsk2_sent_zh_en_048|scard_0f791cf6c0c5489488549ce7e385c73c|scard_69c4bc7716644ec091bd2070d067fd00|scard_dbb3232e0b6446089be78751c64f50f8
hsk26-v00464,姓,姓,xìng,名、动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0035|hsk2_sent_aug_seed_131,hsk2_sent_aug_dense_0035|hsk2_sent_aug_seed_131
hsk26-v00465,姓名,姓名,xìngmíng,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_seed_086|hsk2_sent_en_zh_042,hsk2_sent_aug_seed_086|hsk2_sent_en_zh_042
hsk26-v00466,颜色,颜色,yánsè,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_seed_133|hsk2_sent_en_zh_057,hsk2_sent_aug_seed_133|hsk2_sent_en_zh_057
hsk26-v00467,眼睛,眼睛,yǎnjing,名,4,4,2,2,0,0,0,1,True,True,True,0,,hsk2_sent_aug_dense_0004|hsk2_sent_aug_dense_0046|sent_902f869a40874aed940bdbe5b6761115|sent_c3e21222c7e94778a961985a3d79a040,hsk2_sent_aug_dense_0004|hsk2_sent_aug_dense_0046|scard_82a313b3e6554ccbad716c98b845bc25|scard_c077415fe9064ad6b577c79e80a966c1
hsk26-v00468,药,药,yào,名,2,2,1,1,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0004|sent_1622af2c566a4f7f99cb3502ee24b6c1,hsk2_sent_aug_dense_0004|scard_47a627810fb14663abf5224c422f33ac
hsk26-v00469,药店,药店,yàodiàn,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_dense_0004|hsk2_sent_en_zh_044,hsk2_sent_aug_dense_0004|hsk2_sent_en_zh_044
hsk26-v00470,爷爷,爷爷,yéye,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk2_sent_aug_dense_0010|hsk2_sent_aug_seed_116|hsk2_sent_zh_en_024,hsk2_sent_aug_dense_0010|hsk2_sent_aug_seed_116|hsk2_sent_zh_en_024
hsk26-v00471,一会儿,一会儿,yíhuìr,数量、（副）,2,2,0,2,0,0,1,0,True,True,False,0,,hsk2_sent_aug_seed_081|hsk2_sent_en_zh_012,hsk2_sent_aug_seed_081|hsk2_sent_en_zh_012
hsk26-v00472,已经,已经,yǐjīng,副,3,3,0,3,0,0,0,0,True,True,True,0,,hsk2_sent_aug_seed_134|hsk2_sent_en_zh_028|hsk2_sent_zh_en_017,hsk2_sent_aug_seed_134|hsk2_sent_en_zh_028|hsk2_sent_zh_en_017
hsk26-v00473,一起,一起,yìqǐ,副,4,4,3,1,0,0,0,1,True,True,True,0,,hsk2_sent_aug_dense_0029|sent_3b43e9686b324905a1a46bcae857fc70|sent_802ce5951f3a4c7ba17462567143939b|sent_a3387e2ce2c64708970e764fee3e13b0,hsk2_sent_aug_dense_0029|scard_89d0b621633c46c3939154571c09513f|scard_a505aa43283743ec8c91e021624d8fc2|scard_dfc74e9464d04b70b93015d988dd1194
hsk26-v00474,意思,意思,yìsi,名,2,2,2,0,0,0,1,0,True,True,False,0,,sent_3c03116648cd4e94b76c9224b41b6747|sent_825e7473de3d49f6b722c954e309426e,scard_461b4b49a9a04dbbb9a9def5c5d698d4|scard_b5ac50c402fc437894aaf556391352b2
hsk26-v00475,阴,阴,yīn,形,2,2,1,1,0,0,1,0,True,True,False,0,,hsk2_sent_zh_en_033|sent_bd218a34bd2d40009ee9a8b949138047,hsk2_sent_zh_en_033|scard_8e93d724872249ab9901dbbdcf04120b
hsk26-v00476,因为,因为,yīnwèi,介、连,4,4,3,1,0,0,0,1,True,True,True,0,,hsk2_sent_en_zh_015|sent_a6e590aa1512432d97e48c3c02f9c6d7|sent_c5c255dbd9c6418aa3433fe27f46fe67|sent_d79c3684731a4688ab4e2538a1c78fb5,hsk2_sent_en_zh_015|scard_18f3722210504b829a30f803e0b1a7c8|scard_a2148399193c4a67a2d19e54550849f5|scard_a54368b59d5f4f8f8a2a0a43cfcb8f3d
